"clade","Group.1","waiting_times","alpha","sigma.sq","theta"
"Alysseae","annual",0.0411694085877348,0.190361951041002,0.0452716453258236,6.24275828402935
"Alysseae","perennial",0.0202550351694207,0.190361951041002,0.0381544199179142,6.39814099441977
"Antirrhineae","annual",0.0291932352198563,0.0588012460178164,0.0421012721725522,6.05373626608195
"Antirrhineae","perennial",0.0126912790820556,0.0588012460178164,0.0585086219895004,6.18955257017437
"Apioideae","annual",0.0160298214608628,0.114231927011935,0.0762142235766846,6.19452691900579
"Apioideae","perennial",0.0221400977668329,0.114231927011935,0.0762142231973719,6.46129814306566
"Arabideae","annual",0.104445525362836,7.31196439739784,4.34841792321607,6.42520344912414
"Arabideae","perennial",0.141785748875499,7.31196439739784,4.34841441628195,6.43388471597788
"Balsamiaceae","annual",0.0141799179769093,0.0117996092334832,0.00842917651337978,6.43690020708523
"Balsamiaceae","perennial",0.0137893444478889,0.0117996092334832,0.00791053361847094,8.34905015386441
"Brassiceae","annual",0.0470761792269852,1.8766450243269,1.39611111674211,6.21384524025092
"Brassiceae","perennial",0.0183465753311604,1.8766450243269,1.3869084773495,6.01805816727879
"Cardamineae","annual",0.0382760469886398,1.29718208159221,0.48138907443854,6.76727826722095
"Cardamineae","perennial",0.0358502333710587,1.29718208159221,0.6798170517952,6.74828046992987
"Cardueae","annual",0.0668842362273499,0.0908257408695027,0.0292804848673312,6.31051666819806
"Cardueae","perennial",0.0164293335584636,0.0908257408695027,0.0648427886966116,6.31288358699616
"CES","annual",0.0795508161668663,0.104510308008384,0.155385424445992,5.33390817204778
"CES","perennial",0.0304678070748486,0.104510308008384,0.10954847547926,5.79888036355871
"Chamaecrista","annual",0.0837391113773456,0.0536787569166845,0.00196485493918291,7.34630367101489
"Chamaecrista","perennial",0.011537328142295,0.0536787569166845,0.0103871786836041,7.1067912230771
"Chorisporeae","annual",0.083502743253643,3.2215237414004,0.790871493172369,5.4160902924917
"Chorisporeae","perennial",0.0916036717746068,3.2215237414004,0.955338640881982,5.65707772626673
"Croton","annual",0.0368707103709311,0.0888243580914581,0.258677274152369,6.76402145443931
"Croton","perennial",0.00585379985180827,0.0888243580914581,0.03636092172435,7.16056622258819
"Erysimeae","annual",0.0435169029945796,0.625945250154727,0.147388245828955,6.12313935517431
"Erysimeae","perennial",0.0800743933200588,0.625945250154727,0.15498314274607,6.28319990778354
"Euclidieae","annual",0.0315669425208776,0.172830821215605,0.0237074541346239,5.39913121231885
"Euclidieae","perennial",0.0464463373603328,0.172830821215605,0.258379629842342,5.45281885095629
"Eumalvoideae","annual",0.0281305321567477,0.0523683187166614,0.173522512740595,5.17245971082741
"Eumalvoideae","perennial",0.0166404892576552,0.0523683187166614,0.0462518699838736,6.60057644681822
"Gesneriaceae","annual",0.00514178397167857,0.0207596658875554,0.00419458650897362,7.64338702511996
"Gesneriaceae","perennial",0.00259023142243313,0.0207596658875554,0.00696187135056271,7.37442153389805
