"clade","Group.1","waiting_times","alpha","sigma.sq","theta"
"Alysseae","annual",0.0440252941971603,0.505131893245406,0.0214896981170078,6.90085055744812
"Alysseae","perennial",0.0211554806277711,0.505131893245406,0.0206554997752548,6.8964374010488
"Antirrhineae","annual",0.0307446372395318,0.0561566710408369,0.00202028872279046,6.74497429954703
"Antirrhineae","perennial",0.0132869950765729,0.0561566710408369,0.00748483071881328,6.62181024208286
"Apioideae","annual",0.0538583776221295,0.0943243549589575,0.0159797849125659,6.83677007479976
"Apioideae","perennial",0.0100030203045518,0.0943243549589575,0.0136632405180314,6.80066289243661
"Arabideae","annual",0.524792122470444,0.677078879801943,0.0606760687916698,6.90746927371426
"Arabideae","perennial",0.35505879688715,0.677078879801943,0.149930461512484,6.88769237194122
"Balsamiaceae","annual",0.0143738842147421,0.00400374899786703,0.00938075289767416,13.9544985287525
"Balsamiaceae","perennial",0.0152511599715008,0.00400374899786703,0.000528946917667672,5.92161613144437
"Brassiceae","annual",0.0440211644125528,1.5146508223325,0.107409616535778,6.78182406802165
"Brassiceae","perennial",0.0264523474182557,1.5146508223325,0.100156701756172,6.78182379273151
"Cardamineae","annual",0.0556911055432956,2.01050027044388,0.246692565542953,6.81475041648277
"Cardamineae","perennial",0.0321469211515796,2.01050027044388,0.618756340993921,6.81510396150232
"Cardueae","annual",0.0547132559284478,0.164067998323924,0.00997412204663981,6.83332999935974
"Cardueae","perennial",0.0312746135118221,0.164067998323924,0.0218149961701767,6.83714730244332
"CES","annual",0.0777940960661341,0.00390449227114489,0.00447383169182797,6.75219764589958
"CES","perennial",0.030034930978479,0.00390449227114489,0.00591824763421392,6.73773538617449
"Chamaecrista","annual",0.0823041213399987,0.201813791426616,0.00240116741211087,6.05770015003431
"Chamaecrista","perennial",0.0102420570190945,0.201813791426616,0.00236645625551646,6.04145921555136
"Chorisporeae","annual",0.0747690943137695,3.43309150985569,0.0975446042136929,7.09512575159074
"Chorisporeae","perennial",0.0821229947851009,3.43309150985569,0.12438160270026,7.10139910630964
"Croton","annual",0.0387491355243081,0.100792353487681,0.0190494792320271,6.93732721635403
"Croton","perennial",0.00457246308798354,0.100792353487681,0.0113098135112011,6.05811266023594
"Erysimeae","annual",0.0507735638442614,0.920025171603647,0.0561660341600962,6.95733832120214
"Erysimeae","perennial",0.0603998167762795,0.920025171603647,0.0697221829499068,6.84685832549982
"Euclidieae","annual",0.0291125097749481,0.537315589592986,0.003640136781523,7.05320916120638
"Euclidieae","perennial",0.0418997383964255,0.537315589592986,0.0496229539244965,7.00469943540612
"Eumalvoideae","annual",0.0455074663566757,0.0735534509943632,0.0210027699666838,6.37815163513131
"Eumalvoideae","perennial",0.0153184722169731,0.0735534509943632,0.0132500556223675,6.3309487925261
"Gesneriaceae","annual",0.00318161517989372,0.000738526711804853,0.00285393046693094,6.17085499185721
"Gesneriaceae","perennial",0.0024228701124337,0.000738526711804853,0.00279003830482703,6.17196295815155
"Grewioideae","annual",0.0193883265342095,0.0571690752865959,0.00794959783064539,6.28565390777625
"Grewioideae","perennial",0.00189339159360386,0.0571690752865959,0.00879124153731162,6.13622988846383
"Heliophileae","annual",0.0341923282175024,0.628670328844437,0.0072706142465594,6.52207105095079
"Heliophileae","perennial",0.0172806155492955,0.628670328844437,0.00451199952963618,6.51685737476117
"Hypericum","annual",0.0939956059131627,0.0272536871506462,0.067980638239438,6.93723798065428
"Hypericum","perennial",0.0126979059035266,0.0272536871506462,0.00794814817862692,6.83169659302416
"Lepidieae","annual",0.254005841450997,1.14314901312263,0.178586751407377,6.79070591758804
"Lepidieae","perennial",0.202571088633333,1.14314901312263,0.181997357436871,6.68723438278829
"Lupinus","annual",0.043106119674749,0.0478641622127918,0.00280172432473351,6.67441323963637
"Lupinus","perennial",0.116805108739722,0.0478641622127918,0.0310499133269889,4.87468226231793
"Lysimachieae","annual",0.0368463911017131,0.0181623016524809,0.000733346890912355,6.85649666327157
"Lysimachieae","perennial",0.0289528428965354,0.0181623016524809,0.0102472574921006,6.74457895756147
"Onagraceae","annual",0.0594673645758414,0.0583979280071128,0.0196665390411301,6.59235284602898
"Onagraceae","perennial",0.00386964465000198,0.0583979280071128,0.027590871682231,6.5903833732824
"Orobanchaceae","annual",0.0463566057728091,0.106135600228204,0.0175230508482684,6.75953877682096
"Orobanchaceae","perennial",0.0402559612604292,0.106135600228204,0.0216306351177668,6.77726258190646
"Panicoideae","annual",0.0328414246460356,7.33019209567513,1.183616732124,6.3099560869324
"Panicoideae","perennial",0.0486940420979734,7.33019209567513,1.18361673212401,6.30995608693239
"Polemoniaceae","annual",0.0117132904258523,0.0124009016170549,0.00378928384427433,6.61445968508376
"Polemoniaceae","perennial",0.00820807865578052,0.0124009016170549,0.00447190658256003,5.95634137734823
"Pooideae","annual",0.0205946236357034,0.910062259787639,0.0698198294335311,6.79387246380918
"Pooideae","perennial",0.028355256941488,0.910062259787639,0.227682353146224,6.79387223707581
"Primulaceae","annual",0.0253753310544864,2.75171985825751,0.22837267910775,6.9608212559949
"Primulaceae","perennial",0.0116608092104912,2.75171985825751,0.205837991252439,6.84584094953845
"Rubieae","annual",0.115592917525349,0.733900421614291,0.0133086875571357,6.78873939390278
"Rubieae","perennial",0.0106044235217918,0.733900421614291,0.0672068746542551,6.79041683051761
"Salvia","annual",0.0167182680120037,0.0469964362378126,0.0104841150091513,6.89295788437884
"Salvia","perennial",0.0156178922786365,0.0469964362378126,0.0122490122312428,6.58687125565995
"Solanaceae","annual",0.0317567471237398,0.109391336746869,0.028849979473654,6.34154495789222
"Solanaceae","perennial",0.0134203744277574,0.109391336746869,0.0281287017454036,6.26688752889689
"Spermacoceae","annual",0.0434267661934631,0.154125479934149,0.035266344262382,6.24154558495565
"Spermacoceae","perennial",0.00688427657266069,0.154125479934149,0.032133352774403,6.30131513585886
"Thelypodieae","annual",0.0437513900967028,0.00783391268841226,0.0051341554112229,6.75918330479753
"Thelypodieae","perennial",0.072285377883827,0.00783391268841226,0.00817082737455106,6.68778876980831
