"clade","Group.1","waiting_times","alpha","sigma.sq","theta"
"Alysseae","annual",0.0412867827746086,0.39587375298472,0.444155299516646,2.35840123573445
"Alysseae","perennial",0.0237171762969268,0.39587375298472,0.447811981855844,2.4868067618962
"Antirrhineae","annual",0.0314535402861345,0.25392107284032,0.514133188907836,1.70130112273053
"Antirrhineae","perennial",0.0142121658522355,0.25392107284032,0.518060348188901,2.14218542768422
"Apioideae","annual",0.0152420715086527,0.124223276729083,0.311374553298995,2.34501070164995
"Apioideae","perennial",0.0209627716671092,0.124223276729083,0.311374560828229,2.28645065971203
"Arabideae","annual",0.124639299045505,2.50038112523724,4.36494717113506,2.67354320243126
"Arabideae","perennial",0.148135440120943,2.50038112523724,4.34975363502762,2.69028869383642
"Balsamiaceae","annual",0.0150821263535544,0.0774077927680025,0.141519237425966,2.53885604870216
"Balsamiaceae","perennial",0.0142517227704298,0.0774077927680025,0.135777274988045,3.25555217112566
"Brassiceae","annual",0.0432925502161584,0.240113762042265,0.464381344570951,2.07425050676755
"Brassiceae","perennial",0.0238525569772644,0.240113762042265,0.471152883993146,1.83222319608736
"Cardamineae","annual",0.0464731844162224,2.30525388749294,1.42219497086493,3.28406468415072
"Cardamineae","perennial",0.0283263114946124,2.30525388749294,4.60777535052702,3.28371196177172
"Cardueae","annual",0.0743458830515663,0.133247557107881,0.265124984867113,2.18891673774112
"Cardueae","perennial",0.0125601219517634,0.133247557107881,0.265127499118589,2.21302382009098
"CES","annual",0.198647077205812,0.202305296314292,0.257268290340669,2.21535711177337
"CES","perennial",0.0358605318424157,0.202305296314292,0.263356490091403,2.12561136906605
"Chamaecrista","annual",0.0992823554143703,0.073705254019358,0.0694121314341843,2.72743857382123
"Chamaecrista","perennial",0.0104980656897619,0.073705254019358,0.104523375901852,2.75579867437043
"Chorisporeae","annual",0.0893061946795017,5.04648041644013,4.84786201493558,1.85570730936318
"Chorisporeae","perennial",0.0908683673441138,5.04648041644013,4.90602538521433,2.01469117400178
"Croton","annual",0.0296571344261164,0.133310745261969,0.265033429989692,3.11749788410608
"Croton","perennial",0.00576383584082297,0.133310745261969,0.265038128343578,3.00631607810237
"Erysimeae","annual",0.0561745623311614,0.905608078478798,1.63570550689751,2.34096315586652
"Erysimeae","perennial",0.056817040480211,0.905608078478798,1.64801391810643,2.07878073393541
"Euclidieae","annual",0.0305275573935368,0.178990591427226,0.151396519852856,1.14901829756221
"Euclidieae","perennial",0.0490882484095009,0.178990591427226,0.415891760020501,1.45295695277773
"Eumalvoideae","annual",0.0305509162586062,0.0664504827569716,0.13627012750462,1.23769842816115
"Eumalvoideae","perennial",0.0130140840557313,0.0664504827569716,0.136270678814247,2.19076226627891
"Gesneriaceae","annual",0.00960378139779387,0.0276398720982604,0.0583207572854523,3.34129951571839
"Gesneriaceae","perennial",0.00248543808101162,0.0276398720982604,0.0581254578886755,3.33565851600201
"Grewioideae","annual",0.0224670469715814,0.0582594686845576,0.116572725649535,2.00612620373898
"Grewioideae","perennial",0.00299285433617059,0.0582594686845576,0.116567341468659,2.98738401959717
"Heliophileae","annual",0.0350558299414647,0.0461112891444153,0.0516606500464938,1.9715887301846
"Heliophileae","perennial",0.0195211155780734,0.0461112891444153,0.0429360307550595,3.03400287193542
"Hypericum","annual",0.0977558177181175,0.703544410506291,0.883010318043867,3.30162956022457
"Hypericum","perennial",0.0126261273974142,0.703544410506291,0.0737133971662205,4.08757486587752
"Lepidieae","annual",0.241484009361565,1.46272110432162,2.8428376783756,2.08167001854792
"Lepidieae","perennial",0.20250523542794,1.46272110432162,2.46772764693268,2.06101929178448
"Lupinus","annual",0.0299301000996519,0.000450077454776304,0.112325012576426,2.0460088139281
"Lupinus","perennial",0.0660947530518221,0.000450077454776304,0.436548827196217,2.04027876151196
"Lysimachieae","annual",0.0400074180996422,0.321487449584962,0.330029891147982,2.79958745792227
"Lysimachieae","perennial",0.0290461463130965,0.321487449584962,0.330105954927728,3.00227727160752
"Onagraceae","annual",1.47718469133723,0.263269983220991,0.458180257771137,1.94290395162331
"Onagraceae","perennial",1.66286254053391,0.263269983220991,0.690828815303925,2.91186964676763
"Orobanchaceae","annual",0.0408254568264555,0.954087902470083,2.15192758090905,2.57300924573451
"Orobanchaceae","perennial",0.0447021305468256,0.954087902470083,2.21659985069474,2.57171532129102
"Panicoideae","annual",0.0188865563472791,1.29897196920968,2.23586441797268,2.28973178475786
"Panicoideae","perennial",0.0403094063013403,1.29897196920968,2.23586441797629,2.79613870476124
"Polemoniaceae","annual",0.013232300674829,0.0751577273332916,0.104385607245268,1.48991146752231
"Polemoniaceae","perennial",0.0101215658985156,0.0751577273332916,0.150576983012389,2.58427996961412
"Pooideae","annual",0.0200160496059003,0.933843854487778,1.81217651794851,2.18967574713271
"Pooideae","perennial",0.0269625239852155,0.933843854487778,1.81217669865695,2.76232291848774
"Primulaceae","annual",0.0205764462690328,0.174745291493966,0.467491818236378,2.2003306155567
"Primulaceae","perennial",0.0115603864747487,0.174745291493966,0.467491826258074,2.24246697804894
"Rubieae","annual",0.113678919258815,1.24490600066204,2.31498745973942,2.20696365127486
"Rubieae","perennial",0.0331073306194184,1.24490600066204,2.37652946922778,2.70892502283899
"Salvia","annual",0.0187082308367277,0.0786136135618132,0.162116432931509,1.79452441715127
"Salvia","perennial",0.015521495156091,0.0786136135618132,0.162118996644712,2.04769413204132
"Solanaceae","annual",0.0171514757873696,0.171874961684653,0.348995876817565,1.74133920714711
"Solanaceae","perennial",0.0133019179066955,0.171874961684653,0.348995915416995,2.87471848812767
"Spermacoceae","annual",0.0340791574637141,0.0379158815952735,0.100422548468837,2.40158344665313
"Spermacoceae","perennial",0.0128789592483183,0.0379158815952735,0.100579952060721,2.52361848596877
"Thelypodieae","annual",0.0565315244220991,0.0221869886486976,0.193358833890622,1.40802747913468
"Thelypodieae","perennial",0.0563959605328853,0.0221869886486976,0.0663977240043162,0.993890821907604
