"clade","Group.1","waiting_times","alpha","sigma.sq","theta"
"Gesneriaceae","annual",0.00597532914765155,0.000112394921567977,1.80920674903735e-05,7.93344527353074
"Gesneriaceae","perennial",0.00232387094232655,0.000112394921567977,1.73762022316548e-05,5.69702836566044
"Grewioideae","annual",0.0176199102480188,0.0282290341391337,2.1508861045692e-05,5.6602741311336
"Grewioideae","perennial",0.00178600110012371,0.0282290341391337,2.66924608024518e-05,5.66292422516704
"Heliophileae","annual",0.0350075254275831,0.990487554518402,8.42134515695667e-05,5.62648548136308
"Heliophileae","perennial",0.0227697422203919,0.990487554518402,0.000109559090711838,5.62437744436611
"Hypericum","annual",0.0773011155418491,0.428364434517064,0.000434810981932718,5.62264575374098
"Hypericum","perennial",0.0180153791377901,0.428364434517064,0.000400523182113914,5.62313185545366
"Lepidieae","annual",0.259111075063388,0.132510478062702,0.000500752608407532,5.61405362430167
"Lepidieae","perennial",0.217855969987248,0.132510478062702,0.000317303389656221,5.61464611732327
"Lupinus","annual",0.0480139123702105,0.000370436848626119,1.76940177551041e-05,5.61983628809619
"Lupinus","perennial",0.0907024575038893,0.000370436848626119,0.000193993340152042,5.61983467572531
"Lysimachieae","annual",0.0315825245372535,0.00677689364989182,2.48955230145112e-05,5.6153284165745
"Lysimachieae","perennial",0.0297714065145575,0.00677689364989182,6.7012082513309e-05,5.61046733889619
"Onagraceae","annual",0.0370659884554299,1.35863168953134,0.0010595945457946,5.61348577997111
"Onagraceae","perennial",0.00323668713666076,1.35863168953134,0.00257146397103854,5.61421519912462
"Orobanchaceae","annual",0.0467677788665124,0.509124825370352,0.000844058997744899,5.60796797284109
"Orobanchaceae","perennial",0.0429160909801942,0.509124825370352,0.00090528028769751,5.60230897193162
"Panicoideae","annual",0.0259014184140949,7.02397465666591,0.00598784400873638,5.65319940907814
"Panicoideae","perennial",0.0393236455913973,7.02397465666591,0.00600914032118727,5.65127263465017
"Polemoniaceae","annual",0.0119155458736088,0.0555479878906261,3.95284781343877e-05,5.6079903418374
"Polemoniaceae","perennial",0.0085157966467339,0.0555479878906261,0.000134386146446105,5.60799080134715
"Pooideae","annual",0.0300516755509436,7.02338553969077,0.00461929061289691,5.61197782911392
"Pooideae","perennial",0.0280698055300649,7.02338553969077,0.0181217677498812,5.58654014882033
"Primulaceae","annual",0.0225558040294491,1.45069339944632,0.00218385636759024,5.56845748221364
"Primulaceae","perennial",0.0119607144752846,1.45069339944632,0.00211970003389119,5.57852618304514
"Rubieae","annual",0.0390111554610358,9.60836014261661,0.00345269253995447,5.61800702232394
"Rubieae","perennial",0.038920150191756,9.60836014261661,0.0104664937120007,5.6019423292685
"Salvia","annual",0.0185587857372581,0.0809955163624456,7.44960756064057e-05,5.62297198932086
"Salvia","perennial",0.0154840843018274,0.0809955163624456,7.44961626670186e-05,5.6227112144756
"Solanaceae","annual",0.0376956301802998,0.102159510895631,0.000145866357822651,5.63775801078267
"Solanaceae","perennial",0.0123718068156928,0.102159510895631,0.000145866357822651,5.64190814615735
"Spermacoceae","annual",0.0353453473863441,0.137361006172691,0.000150633153708308,5.66189236260635
"Spermacoceae","perennial",0.0131677706008055,0.137361006172691,0.000123306280230625,5.64154071627686
"Thelypodieae","annual",0.0423748746821181,1.00925814183318,0.000515858547655313,5.61278280891991
"Thelypodieae","perennial",0.0756403224350908,1.00925814183318,0.000302749078785024,5.59905695131876
