"species","life_form"
"Oreocharis saxatilis","perennial"
"Oreocharis concava","perennial"
"Oreocharis convexa","perennial"
"Oreocharis rhombifolia","perennial"
"Oreocharis humilis","perennial"
"Oreocharis rosthornii","perennial"
"Oreocharis mileensis","perennial"
"Oreocharis muscicola","no_life_form_on_database"
"Oreocharis begoniifolia","perennial"
"Oreocharis primuliflora","perennial"
"Oreocharis craibii","perennial"
"Oreocharis urceolata","perennial"
"Oreocharis lancifolia","perennial"
"Oreocharis wangwentsaii","perennial"
"Oreocharis aurea","perennial"
"Oreocharis longifolia","perennial"
"Oreocharis burtii","perennial"
"Oreocharis leiophylla","no_life_form_on_database"
"Oreocharis auricula","perennial"
"Oreocharis xiangguiensis","perennial"
"Oreocharis magnidens","perennial"
"Oreocharis jiangxiensis","perennial"
"Oreocharis benthamii","perennial"
"Oreocharis acaulis","perennial"
"Oreocharis dinghushanensis","perennial"
"Oreocharis stewardii","perennial"
"Oreocharis ronganensis","perennial"
"Oreocharis argyreia","perennial"
"Oreocharis esquirolii","perennial"
"Oreocharis lungshengensis","perennial"
"Oreocharis sinensis","no_life_form_on_database"
"Oreocharis sinohenryi","perennial"
"Oreocharis henryana","perennial"
"Oreocharis primuloides","no_life_form_on_database"
"Didymocarpus villosus","perennial"
"Didymocarpus podocarpus","perennial"
"Didymocarpus aromaticus","no_life_form_on_database"
"Didymocarpus stenanthos","perennial"
"Didymocarpus epithemoides","perennial"
"Didymocarpus biserratus","perennial"
"Didymocarpus hancei","no_life_form_on_database"
"Didymocarpus mengtze","perennial"
"Didymocarpus pseudomengtze","perennial"
"Didymocarpus tristis","perennial"
"Didymocarpus kerrii","perennial"
"Didymocarpus purpureopictus","perennial"
"Didymocarpus inflatus","no_life_form_on_database"
"Didymocarpus purpureobracteatus","perennial"
"Didymocarpus megaphyllus","perennial"
"Didymocarpus ovatus","perennial"
"Didymocarpus cordatus","no_life_form_on_database"
"Didymocarpus antirrhinoides","perennial"
"Didymocarpus corchorifolius","no_life_form_on_database"
"Didymocarpus citrinus","perennial"
"Gyrocheilos lasiocalyx","perennial"
"Gyrocheilos retrotrichus","perennial"
"Didymocarpus cortusifolius","perennial"
"Allocheilos guangxiensis","no_life_form_on_database"
"Liebigia speciosa","no_life_form_on_database"
"Cathayanthe biflora","perennial"
"Primulina longzhouensis","no_life_form_on_database"
"Primulina ningmingensis","perennial"
"Primulina jingxiensis","perennial"
"Primulina linearifolia","perennial"
"Primulina longgangensis","perennial"
"Primulina weii","perennial"
"Primulina spinulosa","perennial"
"Primulina ophiopogoides","perennial"
"Primulina wentsaii","perennial"
"Primulina carnosifolia","perennial"
"Primulina minutimaculata","perennial"
"Primulina tabacum","perennial"
"Primulina danxiaensis","no_life_form_on_database"
"Primulina mollifolia","perennial"
"Primulina rongshuiensis","no_life_form_on_database"
"Primulina pseudomollifolia","no_life_form_on_database"
"Primulina renifolia","perennial"
"Primulina cordifolia","perennial"
"Primulina spadiciformis","perennial"
"Primulina leprosa","perennial"
"Primulina pinnata","perennial"
"Primulina pinnatifida","perennial"
"Primulina dryas","perennial"
"Primulina lijiangensis","no_life_form_on_database"
"Primulina bipinnatifida","perennial"
"Primulina glandulosa","perennial"
"Primulina multifida","no_life_form_on_database"
"Primulina flavimaculata","perennial"
"Primulina pteropoda","perennial"
"Primulina heterotricha","perennial"
"Primulina gemella","perennial"
"Petrocodon dealbatus","perennial"
"Petrocodon coriaceifolius","no_life_form_on_database"
"Petrocodon scopulorum","perennial"
"Petrocodon ferrugineus","no_life_form_on_database"
"Petrocodon coccineus","perennial"
"Petrocodon hechiensis","no_life_form_on_database"
"Petrocodon integrifolius","perennial"
"Petrocodon lui","no_life_form_on_database"
"Petrocodon hispidus","perennial"
"Petrocodon niveolanosus","perennial"
"Hemiboea cavaleriei","perennial"
"Hemiboea subcapitata","perennial"
"Hemiboea gracilis","perennial"
"Hemiboea rubribracteata","perennial"
"Hemiboea magnibracteata","perennial"
"Hemiboea longzhouensis","perennial"
"Hemiboea longgangensis","perennial"
"Hemiboea purpureotincta","no_life_form_on_database"
"Hemiboea follicularis","perennial"
"Hemiboea omeiensis","perennial"
"Hemiboea fangii","perennial"
"Hemiboea ovalifolia","no_life_form_on_database"
"Lysionotus forrestii","perennial"
"Lysionotus petelotii","perennial"
"Lysionotus pauciflorus","perennial"
"Lysionotus chingii","perennial"
"Lysionotus oblongifolius","perennial"
"Lysionotus denticulosus","perennial"
"Anna mollifolia","perennial"
"Anna submontana","perennial"
"Anna ophiorrhizoides","perennial"
"Raphiocarpus sinicus","perennial"
"Briggsia mihieri","no_life_form_on_database"
"Briggsia longipes","no_life_form_on_database"
"Petrocosmea sinensis","perennial"
"Petrocosmea oblata","perennial"
"Petrocosmea nervosa","perennial"
"Petrocosmea sericea","perennial"
"Petrocosmea minor","perennial"
"Petrocosmea kerrii","perennial"
"Raphiocarpus begoniifolius","perennial"
"Raphiocarpus petelotii","no_life_form_on_database"
"Raphiocarpus sesquifolius","perennial"
"Allostigma guangxiense","perennial"
"Loxostigma glabrifolium","perennial"
"Loxostigma fimbrisepalum","perennial"
"Loxostigma griffithii","perennial"
"Loxostigma cavaleriei","perennial"
"Pseudochirita guangxiensis","perennial"
"Briggsia dongxingensis","no_life_form_on_database"
"Raphiocarpus macrosiphon","perennial"
"Briggsiopsis delavayi","perennial"
"Didymostigma trichanthera","no_life_form_on_database"
"Didymostigma obtusum","annual"
"Cyrtandra grayi","perennial"
"Cyrtandra biserrata","perennial"
"Cyrtandra sessilis","perennial"
