"species","life_form"
"Lepidium serra","perennial"
"Lepidium arbuscula","perennial"
"Lepidium bidentatum","perennial"
"Lepidium orbiculare","no_life_form_on_database"
"Lepidium rahmeri","annual"
"Lepidium bonariense","annual"
"Lepidium depressum","no_life_form_on_database"
"Lepidium brevicaule","no_life_form_on_database"
"Lepidium austrinum","annual"
"Lepidium lasiocarpum","annual"
"Lepidium chichicara","perennial"
"Lepidium costaricense","no_life_form_on_database"
"Lepidium virginicum","annual"
"Lepidium ramosissimum","annual"
"Lepidium alyssoides","perennial"
"Lepidium meyenii","perennial"
"Lepidium solomonii","no_life_form_on_database"
"Lepidium jaredii","annual"
"Lepidium violaceum","perennial"
"Lepidium coronopus","annual"
"Lepidium navasii","perennial"
"Lepidium papilliferum","annual"
"Lepidium fremontii","perennial"
"Lepidium montanum","annual"
"Lepidium thurberi","annual"
"Lepidium davisii","perennial"
"Lepidium flavum","annual"
"Lepidium kirkii","no_life_form_on_database"
"Lepidium naufragorum","no_life_form_on_database"
"Lepidium tenuicaule","no_life_form_on_database"
"Lepidium sisymbrioides","no_life_form_on_database"
"Lepidium kawarau","no_life_form_on_database"
"Lepidium aschersonii","perennial"
"Lepidium fasciculatum","annual"
"Lepidium pseudopapillosum","annual"
"Lepidium pseudopapillosum","no_life_form_on_database"
"Lepidium papillosum","annual"
"Lepidium oxytrichum","annual"
"Lepidium dictyotum","annual"
"Lepidium latipes","annual"
"Lepidium oxycarpum","annual"
"Lepidium nitidum","annual"
"Lepidium angustissimum","annual"
"Lepidium auriculatum","annual"
"Lepidium oblongum","annual"
"Lepidium bipinnatifidum","perennial"
"Lepidium quitense","no_life_form_on_database"
"Lepidium rhytidocarpum","perennial"
"Lepidium strictum","annual"
"Lepidium johnstonii","annual"
"Lepidium didymum","annual"
"Lepidium serratum","perennial"
"Lithodraba mendocinensis","perennial"
"Lepidium ruderale","annual"
"Lepidium pinnatifidum","annual"
"Lepidium cordatum","perennial"
"Lepidium apetalum","annual"
"Lepidium capitatum","annual"
"Lepidium paniculatum","no_life_form_on_database"
"Lepidium botschantsevianum","no_life_form_on_database"
"Lepidium litwinowii","perennial"
"Lepidium afghanicum","no_life_form_on_database"
"Lepidium affghanum","perennial"
"Lepidium sagittatum","perennial"
"Lepidium patrinoides","no_life_form_on_database"
"Lepidium silaifolium","no_life_form_on_database"
"Lepidium apterum","no_life_form_on_database"
"Cyphocardamum aretioides","perennial"
"Lepidium cardiophyllum","no_life_form_on_database"
"Lepidium spinosum","annual"
"Lepidium sativum","annual"
"Lepidium spinescens","no_life_form_on_database"
"Lepidium tiehmii","perennial"
"Lepidium aegrum de","no_life_form_on_database"
"Lepidium juvencum de","no_life_form_on_database"
"Lepidium banksii","no_life_form_on_database"
"Lepidium rekohuense de","no_life_form_on_database"
"Lepidium obtusatum","perennial"
"Lepidium crassum de","no_life_form_on_database"
"Lepidium seditiosum de","no_life_form_on_database"
"Lepidium oligodontum de","no_life_form_on_database"
"Lepidium limenophylax de","no_life_form_on_database"
"Lepidium oleraceum","annual"
"Lepidium desvauxii","perennial"
"Lepidium foliosum","perennial"
"Lepidium pseudotasmanicum","annual"
"Lepidium flexicaule","perennial"
"Lepidium nesophilum","perennial"
"Lepidium englerianum","annual"
"Lepidium divaricatum subsp. trifurcum","no_life_form_on_database"
"Lepidium myriocarpum","perennial"
"Lepidium pseudohyssopifolium","annual"
"Lepidium pinnatum","perennial"
"Lepidium africanum","annual"
"Lepidium schinzii","perennial"
"Lepidium capense","perennial"
"Lepidium armoracia","perennial"
"Lepidium desertorum","annual"
"Lepidium graminifolium","perennial"
"Lepidium alluaudii","no_life_form_on_database"
"Lepidium subulatum","perennial"
"Lepidium cardamines","no_life_form_on_database"
"Lepidium lacerum","perennial"
"Lepidium ferganense","perennial"
"Lepidium subcordatum","no_life_form_on_database"
"Lepidium lyratum","perennial"
"Lepidium lacerum subsp. rubtzovii","no_life_form_on_database"
"Lepidium songaricum","perennial"
"Lepidium coronopifolium","no_life_form_on_database"
"Lepidium vesicarium","annual"
"Lepidium latifolium","perennial"
"Lepidium cartilagineum","perennial"
"Lepidium niloticum","annual"
"Lepidium campestre","annual"
"Lepidium aucheri","annual"
"Lepidium hirtum subsp. hirtum","no_life_form_on_database"
"Lepidium heterophyllum","perennial"
"Lepidium villarsii subsp. villarsii","no_life_form_on_database"
"Lepidium appelianum","perennial"
"Lepidium draba","perennial"
"Lepidium chalepense","perennial"
"Lepidium rigidum","no_life_form_on_database"
"Lepidium perfoliatum","annual"
"Lepidium pavlovii","no_life_form_on_database"
"Lepidium lipskyi","no_life_form_on_database"
"Lepidium orientale","no_life_form_on_database"
"Lepidium kirilowii","no_life_form_on_database"
"Lepidium brachyotum","perennial"
"Lepidium pedicellosum","perennial"
"Lepidium platypetalum","perennial"
"Lepidium pholidogynum","annual"
"Lepidium echinatum","perennial"
"Lepidium leptopetalum","perennial"
"Lepidium phlebopetalum","annual"
"Lepidium rotundum","perennial"
"Lepidium linifolium","perennial"
"Lepidium biplicatum","perennial"
"Delpinophytum patagonicum","perennial"
