"species","life_form","n_bio_5","mean_bio_5","sd_bio_5","se_bio_5","within_sp_var_bio_5"
"Agalinis purpurea","annual",143,5.709202,0.010204,0.000853,1e-06
"Aphyllon arizonicum","annual",NA,NA,NA,NA,NA
"Aphyllon chilensis","no_life_form_on_database",NA,NA,NA,NA,NA
"Aphyllon corymbosum","annual",12,5.700784,0.006914,0.001996,1.3e-05
"Aphyllon dugesii","annual",NA,NA,NA,NA,NA
"Aphyllon fasciculatum","perennial",84,5.70374,0.014359,0.001567,2e-06
"Aphyllon ludovicianum","annual",NA,NA,NA,NA,NA
"Aphyllon multiflorum","annual",NA,NA,NA,NA,NA
"Aphyllon pinorum","annual",NA,NA,NA,NA,NA
"Aphyllon purpureum","annual",29,5.710588,0.014118,0.002622,6e-06
"Aphyllon riparium","annual",NA,NA,NA,NA,NA
"Aphyllon robbinsii","annual",NA,NA,NA,NA,NA
"Aphyllon tacnaense","annual",NA,NA,NA,NA,NA
"Aphyllon tarapacanum","annual",NA,NA,NA,NA,NA
"Aphyllon tuberosum","perennial",19,5.703511,0.014827,0.003402,9e-06
"Aphyllon uniflorum","annual",32,5.696595,0.016507,0.002918,5e-06
"Aphyllon vallicolum","annual",6,5.709052,0.015901,0.006492,2.7e-05
"Bellardia trixago","annual",122,5.708501,0.013241,0.001199,1e-06
"Boschniakia himalaica","annual",NA,NA,NA,NA,NA
"Boschniakia rossica","perennial",174,5.673129,0.010767,0.000816,1e-06
"Castilleja exserta","annual",47,5.723163,0.017378,0.002535,3e-06
"Castilleja miniata","perennial",300,5.690164,0.016511,0.000953,1e-06
"Castilleja rubicundula","annual",NA,NA,NA,NA,NA
"Castilleja sulphurea","no_life_form_on_database",60,5.689393,0.012917,0.001668,3e-06
"Cistanche deserticola","perennial",6,5.707169,0.011155,0.004554,2.7e-05
"Cistanche salsa","perennial",7,5.709899,0.025113,0.009492,2.3e-05
"Cistanche tubulosa","perennial",10,5.735199,0.015935,0.005039,1.6e-05
"Cistanche violacea","perennial",NA,NA,NA,NA,NA
"Conopholis alpina","perennial",67,5.702881,0.012518,0.001529,2e-06
"Conopholis americana","perennial",NA,NA,NA,NA,NA
"Cordylanthus ramosus","annual",14,5.709347,0.009095,0.002431,1.2e-05
"Diphelypaea coccinea","perennial",NA,NA,NA,NA,NA
"Diphelypaea tournefortii","perennial",NA,NA,NA,NA,NA
"Epifagus virginiana","annual",177,5.70429,0.011826,0.000889,1e-06
"Euphrasia pectinata","annual",201,5.692366,0.013231,0.000933,1e-06
"Harveya capensis","annual",7,5.696747,0.008972,0.003391,2.3e-05
"Hyobanche atropurpurea","annual",4,5.708408,0.009012,0.004506,4e-05
"Hyobanche sanguinea","annual",21,5.704938,0.007426,0.00162,8e-06
"Kopsiopsis hookeri","perennial",NA,NA,NA,NA,NA
"Kopsiopsis strobilacea","perennial",16,5.693611,0.008922,0.00223,1e-05
"Lamourouxia rhinanthifolia","perennial",45,5.699474,0.012304,0.001834,4e-06
"Lathraea squamaria","perennial",187,5.688461,0.008606,0.000629,1e-06
"Lindenbergia indica","annual",2,5.738467,0.012522,0.008854,8.1e-05
"Lindenbergia muraria","annual",15,5.711229,0.018407,0.004753,1.1e-05
"Lindenbergia philippensis","perennial",42,5.712508,0.011202,0.001729,4e-06
"Mannagettaea hummelii","perennial",7,5.669197,0.012567,0.00475,2.3e-05
"Melampyrum arvense","annual",201,5.693838,0.011477,0.00081,1e-06
"Melampyrum carstiense","annual",1,5.697261,NA,NA,0.000162
"Monochasma sheareri","annual",8,5.712554,0.007232,0.002557,2e-05
"Nesogenes africanus","annual",NA,NA,NA,NA,NA
"Orobanche alba","perennial",NA,NA,NA,NA,NA
"Orobanche amethystea","perennial",80,5.706734,0.011801,0.001319,2e-06
"Orobanche anatolica","perennial",NA,NA,NA,NA,NA
"Orobanche artemisiae-campestris","perennial",30,5.699061,0.015142,0.002765,5e-06
"Orobanche austrohispanica","perennial",NA,NA,NA,NA,NA
"Orobanche ballotae","perennial",11,5.715047,0.0105,0.003166,1.5e-05
"Orobanche bartlingii","perennial",6,5.686063,0.004242,0.001732,2.7e-05
"Orobanche caryophyllacea","perennial",93,5.693062,0.010638,0.001103,2e-06
"Orobanche coerulescens","perennial",30,5.700009,0.012704,0.002319,5e-06
"Orobanche colorata","annual",NA,NA,NA,NA,NA
"Orobanche crenata","annual",77,5.708676,0.012286,0.0014,2e-06
"Orobanche crinita","no_life_form_on_database",NA,NA,NA,NA,NA
"Orobanche densiflora","perennial",3,5.709095,0.013667,0.007891,5.4e-05
"Orobanche elatior","perennial",55,5.692362,0.011216,0.001512,3e-06
"Orobanche flava","perennial",9,5.68177,0.005438,0.001813,1.8e-05
"Orobanche foetida","perennial",27,5.711132,0.01128,0.002171,6e-06
"Orobanche gracilis","perennial",126,5.700362,0.012636,0.001126,1e-06
"Orobanche gratiosa","perennial",NA,NA,NA,NA,NA
"Orobanche grenieri","perennial",NA,NA,NA,NA,NA
"Orobanche grossheimii","perennial",NA,NA,NA,NA,NA
"Orobanche haenseleri","perennial",8,5.69966,0.018903,0.006683,2e-05
"Orobanche hederae","perennial",87,5.700007,0.011505,0.001233,2e-06
