"species","life_form","n_bio_13","mean_bio_13","sd_bio_13","se_bio_13","within_sp_var_bio_13"
"Acanthorrhinum ramosissimum","perennial",NA,NA,NA,NA,NA
"Albraunia foveopilosa","annual",NA,NA,NA,NA,NA
"Anarrhinum bellidifolium","perennial",NA,NA,NA,NA,NA
"Anarrhinum corsicum","perennial",1,4.744932,NA,NA,0.223385
"Anarrhinum duriminium","perennial",5,5.095629,0.360231,0.1611,0.044677
"Anarrhinum forskaohlii","perennial",NA,NA,NA,NA,NA
"Anarrhinum fruticosum","perennial",NA,NA,NA,NA,NA
"Anarrhinum laxiflorum","perennial",15,4.590472,0.354261,0.09147,0.014892
"Anarrhinum longipedicellatum","perennial",1,5.081404,NA,NA,0.223385
"Anarrhinum pedatum","perennial",11,4.757881,0.35689,0.107606,0.020308
"Antirrhinum australe","perennial",15,4.581587,0.360862,0.093174,0.014892
"Antirrhinum charidemi","perennial",3,4.151277,0.435151,0.251235,0.074462
"Antirrhinum cirrhigerum","perennial",NA,NA,NA,NA,NA
"Antirrhinum controversum","perennial",10,4.397097,0.463804,0.146668,0.022338
"Antirrhinum graniticum","perennial",25,4.488851,0.348213,0.069643,0.008935
"Antirrhinum grosii","perennial",2,5.195543,0.027426,0.019393,0.111692
"Antirrhinum hispanicum","perennial",12,4.310966,0.391012,0.112875,0.018615
"Antirrhinum latifolium","perennial",16,4.744484,0.203748,0.050937,0.013962
"Antirrhinum linkianum","no_life_form_on_database",2,4.633549,0.068705,0.048582,0.111692
"Antirrhinum litigiosum","no_life_form_on_database",27,4.263118,0.341722,0.065764,0.008274
"Antirrhinum lopesianum","no_life_form_on_database",2,4.419638,0.460035,0.325294,0.111692
"Antirrhinum majus","perennial",45,4.496058,0.380886,0.056779,0.004964
"Antirrhinum meonanthum","perennial",23,4.819754,0.281349,0.058665,0.009712
"Antirrhinum microphyllum","perennial",1,4.317488,NA,NA,0.223385
"Antirrhinum molle","perennial",6,4.342459,0.319974,0.130629,0.037231
"Antirrhinum mollissimum","no_life_form_on_database",3,4.14402,0.312255,0.180281,0.074462
"Antirrhinum onubense","no_life_form_on_database",3,4.888963,0.205316,0.118539,0.074462
"Antirrhinum pertegasii","perennial",3,4.607275,0.0604,0.034872,0.074462
"Antirrhinum pulverulentum","perennial",6,4.187917,0.182769,0.074615,0.037231
"Antirrhinum rothmaleri","perennial",NA,NA,NA,NA,NA
"Antirrhinum sempervirens","perennial",8,4.634813,0.460118,0.162676,0.027923
"Antirrhinum siculum","perennial",9,4.53946,0.289249,0.096416,0.024821
"Antirrhinum subbaeticum","no_life_form_on_database",1,4.043051,NA,NA,0.223385
"Antirrhinum tortuosum","perennial",9,4.658253,0.411994,0.137331,0.024821
"Antirrhinum valentinum","perennial",5,4.30028,0.558716,0.249865,0.044677
"Asarina procumbens","perennial",4,4.613034,0.387042,0.193521,0.055846
"Chaenorhinum calycinum","annual",NA,NA,NA,NA,NA
"Chaenorhinum crassifolium","no_life_form_on_database",13,4.277264,0.45375,0.125848,0.017183
"Chaenorhinum cryptarum","annual",NA,NA,NA,NA,NA
"Chaenorhinum exile","no_life_form_on_database",13,3.993989,0.245273,0.068026,0.017183
"Chaenorhinum flexuosum","perennial",4,4.686892,0.622278,0.311139,0.055846
"Chaenorhinum formenterae","no_life_form_on_database",NA,NA,NA,NA,NA
"Chaenorhinum glareosum","perennial",1,4.51086,NA,NA,0.223385
"Chaenorhinum grandiflorum","annual",4,3.729733,0.32552,0.16276,0.055846
"Chaenorhinum johnstonii","annual",4,3.874184,0.21582,0.10791,0.055846
"Chaenorhinum litorale","annual",NA,NA,NA,NA,NA
"Chaenorhinum litorale subsp. pterosporum","annual",NA,NA,NA,NA,NA
"Chaenorhinum macropodum","perennial",5,4.438997,0.262042,0.117189,0.044677
"Chaenorhinum minus","annual",280,4.406055,0.3048,0.018215,0.000798
"Chaenorhinum origanifolium","perennial",27,4.384878,0.468892,0.090238,0.008274
"Chaenorhinum raveyi","annual",2,4.806099,0.201752,0.14266,0.111692
"Chaenorhinum reyesii","no_life_form_on_database",13,4.093591,0.304719,0.084514,0.017183
"Chaenorhinum robustum","annual",15,4.136761,0.258057,0.06663,0.014892
"Chaenorhinum rubrifolium","annual",NA,NA,NA,NA,NA
"Chaenorhinum segoviense","no_life_form_on_database",NA,NA,NA,NA,NA
"Chaenorhinum serpyllifolium","annual",NA,NA,NA,NA,NA
"Chaenorhinum spicatum","no_life_form_on_database",NA,NA,NA,NA,NA
"Chaenorhinum tenellum","perennial",1,4.234107,NA,NA,0.223385
"Chaenorhinum tuberculatum","annual",1,3.912023,NA,NA,0.223385
"Chaenorhinum villosum","perennial",20,4.529508,0.447125,0.09998,0.011169
"Cymbalaria aequitriloba","perennial",7,4.911349,0.226028,0.085431,0.031912
"Cymbalaria fragilis","perennial",2,4.624925,0.013865,0.009804,0.111692
"Cymbalaria glutinosa","perennial",1,5.159055,NA,NA,0.223385
"Cymbalaria glutinosa subsp. brevicalcarata","perennial",1,5.099866,NA,NA,0.223385
"Cymbalaria hepaticifolia","perennial",2,4.863942,0.119951,0.084818,0.111692
"Cymbalaria longipes","perennial",7,4.813662,0.391757,0.14807,0.031912
"Cymbalaria microcalyx","perennial",10,4.992299,0.204444,0.064651,0.022338
"Cymbalaria microcalyx subsp. acutiloba","no_life_form_on_database",NA,NA,NA,NA,NA
"Cymbalaria microcalyx subsp. ebelii","no_life_form_on_database",NA,NA,NA,NA,NA
"Cymbalaria microcalyx subsp. minor","no_life_form_on_database",1,5.472271,NA,NA,0.223385
"Cymbalaria muelleri","perennial",NA,NA,NA,NA,NA
"Cymbalaria muralis","perennial",20,4.583527,0.290953,0.065059,0.011169
"Cymbalaria muralis f. visianii","perennial",NA,NA,NA,NA,NA
"Cymbalaria pallida","perennial",NA,NA,NA,NA,NA
"Cymbalaria pubescens","perennial",4,4.465208,0.179945,0.089972,0.055846
"Epixiphium wislizenii","perennial",13,3.953134,0.203442,0.056425,0.017183
"Gadoria falukei","no_life_form_on_database",1,3.7612,NA,NA,0.223385
"Galvezia ballii","no_life_form_on_database",NA,NA,NA,NA,NA
"Galvezia elisensii","no_life_form_on_database",NA,NA,NA,NA,NA
"Galvezia fruticosa","perennial",7,3.123412,1.485862,0.561603,0.031912
"Galvezia lanceolata","perennial",NA,NA,NA,NA,NA
"Galvezia leucantha","no_life_form_on_database",NA,NA,NA,NA,NA
"Galvezia leucantha subsp. porphyrantha","no_life_form_on_database",1,5.111988,NA,NA,0.223385
"Galvezia leucantha subsp. pubescens","no_life_form_on_database",NA,NA,NA,NA,NA
"Gambelia juncea","perennial",21,3.5235,0.612399,0.133636,0.010637
"Gambelia speciosa","perennial",5,4.080169,0.633492,0.283306,0.044677
"Holmgrenanthe petrophila","perennial",1,2.70805,NA,NA,0.223385
"Howelliella ovata","annual",NA,NA,NA,NA,NA
"Kickxia aegyptiaca","perennial",10,3.384745,0.817626,0.258556,0.022338
"Kickxia aegyptiaca subsp. fruticosa","no_life_form_on_database",NA,NA,NA,NA,NA
"Kickxia caucasica","annual",NA,NA,NA,NA,NA
"Kickxia cirrhosa","annual",30,4.54953,0.301919,0.055123,0.007446
"Kickxia commutata","perennial",35,4.643762,0.317453,0.053659,0.006382
"Kickxia elatine","annual",105,4.476974,0.395423,0.038589,0.002127
"Kickxia elatine subsp. crinita","no_life_form_on_database",46,4.596673,0.445693,0.065714,0.004856
"Kickxia floribunda","perennial",NA,NA,NA,NA,NA
"Kickxia lanigera","annual",NA,NA,NA,NA,NA
"Kickxia scariosa","no_life_form_on_database",NA,NA,NA,NA,NA
"Kickxia sieberi","no_life_form_on_database",NA,NA,NA,NA,NA
"Kickxia spuria","annual",93,4.450948,0.322057,0.033396,0.002402
"Kickxia spuria subsp. integrifolia","annual",57,4.389671,0.412178,0.054594,0.003919
"Limaria orientalis","no_life_form_on_database",NA,NA,NA,NA,NA
"Linaria accitensis","no_life_form_on_database",NA,NA,NA,NA,NA
"Linaria aeruginea","annual",4,4.765398,0.420602,0.210301,0.055846
"Linaria albifrons","annual",NA,NA,NA,NA,NA
"Linaria algarviana","annual",1,4.70048,NA,NA,0.223385
"Linaria almijarensis","perennial",1,4.532599,NA,NA,0.223385
"Linaria alpina","annual",43,4.793851,0.384309,0.058607,0.005195
"Linaria altaica","no_life_form_on_database",NA,NA,NA,NA,NA
"Linaria amethystea","no_life_form_on_database",39,4.43269,0.394629,0.063191,0.005728
"Linaria amethystea f. broussonetii","no_life_form_on_database",NA,NA,NA,NA,NA
"Linaria amoi","perennial",2,4.282325,0.552256,0.390504,0.111692
"Linaria angustissima","perennial",20,4.521856,0.230098,0.051451,0.011169
"Linaria anticaria","perennial",8,4.467576,0.422187,0.149266,0.027923
"Linaria antilibanotica","perennial",NA,NA,NA,NA,NA
"Linaria arenaria","annual",NA,NA,NA,NA,NA
"Linaria armeniaca","annual",2,4.385918,0.096774,0.06843,0.111692
"Linaria arvensis","annual",65,4.266807,0.303598,0.037657,0.003437
"Linaria atlantica","no_life_form_on_database",4,4.199839,0.232408,0.116204,0.055846
"Linaria atrofusca","no_life_form_on_database",NA,NA,NA,NA,NA
"Linaria azerbaijanensis","perennial",NA,NA,NA,NA,NA
"Linaria badalii","annual",21,4.480836,0.466878,0.101881,0.010637
"Linaria baligaliensis","no_life_form_on_database",NA,NA,NA,NA,NA
"Linaria bamianica","perennial",4,4.051677,0.190616,0.095308,0.055846
"Linaria becerrae","annual",NA,NA,NA,NA,NA
"Linaria benitoi","no_life_form_on_database",2,3.70879,0.138412,0.097872,0.111692
"Linaria bipartita","annual",7,4.491652,0.343037,0.129656,0.031912
"Linaria bipunctata","annual",NA,NA,NA,NA,NA
"Linaria bordiana","annual",2,4.453535,0.26991,0.190855,0.111692
"Linaria bordiana subsp. kralikiana","no_life_form_on_database",3,4.2142,0.034479,0.019906,0.074462
"Linaria boushehrensis","annual",NA,NA,NA,NA,NA
