"species","life_form","n_bio_6","mean_bio_6","sd_bio_6","se_bio_6","within_sp_var_bio_6"
"Acanthonema strigosum","no_life_form_on_database",11,5.677192,0.005308,0.0016,4.6e-05
"Achimenes admirabilis","perennial",2,5.657577,0.025424,0.017977,0.000254
"Achimenes antirrhina","perennial",37,5.645142,0.0121,0.001989,1.4e-05
"Achimenes candida","perennial",12,5.66177,0.016146,0.004661,4.2e-05
"Achimenes dulcis","perennial",3,5.666574,0.008753,0.005054,0.000169
"Achimenes erecta","perennial",35,5.658897,0.013748,0.002324,1.5e-05
"Achimenes fimbriata","perennial",11,5.658214,0.013279,0.004004,4.6e-05
"Achimenes flava","perennial",22,5.655591,0.008595,0.001832,2.3e-05
"Achimenes glabrata","perennial",NA,NA,NA,NA,NA
"Achimenes grandiflora","perennial",64,5.65477,0.016183,0.002023,8e-06
"Achimenes hintoniana","no_life_form_on_database",4,5.651305,0.010729,0.005365,0.000127
"Achimenes longiflora","perennial",47,5.666619,0.013097,0.00191,1.1e-05
"Achimenes mexicana","perennial",12,5.635343,0.01687,0.00487,4.2e-05
"Achimenes misera","perennial",13,5.66596,0.01088,0.003018,3.9e-05
"Achimenes nayaritensis","perennial",NA,NA,NA,NA,NA
"Achimenes patens","perennial",12,5.657434,0.012537,0.003619,4.2e-05
"Achimenes pedunculata","perennial",20,5.659334,0.016619,0.003716,2.5e-05
"Achimenes warszewicziana","no_life_form_on_database",NA,NA,NA,NA,NA
"Achimenes woodii","perennial",NA,NA,NA,NA,NA
"Aeschynanthus andersonii","perennial",4,5.649045,0.006817,0.003408,0.000127
"Aeschynanthus bracteatus","perennial",NA,NA,NA,NA,NA
"Aeschynanthus lancilimbus","perennial",NA,NA,NA,NA,NA
"Aeschynanthus longiflorus","perennial",NA,NA,NA,NA,NA
"Aeschynanthus micranthus","perennial",4,5.644289,0.00496,0.00248,0.000127
"Aeschynanthus rhododendron","perennial",6,5.681503,0.008999,0.003674,8.5e-05
"Aeschynanthus roseoflorus","perennial",1,5.672464,NA,NA,0.000508
"Agalmyla biflora","perennial",1,5.688161,NA,NA,0.000508
"Agalmyla bilirana","perennial",1,5.68341,NA,NA,0.000508
"Agalmyla clarkei","perennial",3,5.667307,0.025438,0.014687,0.000169
"Agalmyla glabra","perennial",NA,NA,NA,NA,NA
"Agalmyla parasitica","perennial",NA,NA,NA,NA,NA
"Agalmyla paucipilosa","perennial",1,5.655467,NA,NA,0.000508
"Agalmyla sojoliana","perennial",1,5.672464,NA,NA,0.000508
"Allocheilos guangxiensis","no_life_form_on_database",1,5.626361,NA,NA,0.000508
"Alloplectus aquatilis","perennial",5,5.654543,0.027066,0.012104,0.000102
"Alloplectus hispidus","perennial",26,5.650434,0.019899,0.003903,2e-05
"Alloplectus tessmannii","perennial",4,5.651578,0.009414,0.004707,0.000127
"Allostigma guangxiense","perennial",NA,NA,NA,NA,NA
"Alsobia dianthiflora","perennial",NA,NA,NA,NA,NA
"Alsobia punctata","perennial",1,5.66244,NA,NA,0.000508
"Anetanthus gracilis","perennial",14,5.661588,0.013275,0.003548,3.6e-05
"Anna mollifolia","perennial",1,5.638533,NA,NA,0.000508
"Anna ophiorrhizoides","perennial",4,5.616586,0.003028,0.001514,0.000127
"Anna submontana","perennial",NA,NA,NA,NA,NA
"Asteranthera ovata","perennial",NA,NA,NA,NA,NA
"Bellonia aspera","perennial",NA,NA,NA,NA,NA
"Besleria aggregata","perennial",65,5.680088,0.010726,0.00133,8e-06
"Besleria angustiflora","perennial",12,5.660799,0.010119,0.002921,4.2e-05
"Besleria divaricata","perennial",19,5.665641,0.014719,0.003377,2.7e-05
"Besleria emendata","no_life_form_on_database",5,5.669338,0.015379,0.006878,0.000102
"Besleria formicaria","perennial",11,5.688684,0.00829,0.0025,4.6e-05
"Besleria formosa","no_life_form_on_database",31,5.660394,0.017591,0.003159,1.6e-05
"Besleria gracilenta","no_life_form_on_database",5,5.639032,0.018802,0.008409,0.000102
"Besleria lutea","perennial",6,5.682732,0.011389,0.00465,8.5e-05
"Besleria melancholica","no_life_form_on_database",4,5.65695,0.002885,0.001442,0.000127
"Besleria modica","perennial",7,5.66623,0.007488,0.00283,7.3e-05
"Besleria mortoniana","perennial",NA,NA,NA,NA,NA
"Besleria notabilis","perennial",9,5.679481,0.012122,0.004041,5.6e-05
"Besleria ovalifolia","no_life_form_on_database",NA,NA,NA,NA,NA
"Besleria pendula","perennial",7,5.661841,0.01111,0.004199,7.3e-05
"Besleria rotundifolia","no_life_form_on_database",3,5.664936,0.011968,0.00691,0.000169
"Besleria solanoides","perennial",72,5.665805,0.018053,0.002128,7e-06
"Besleria tambensis","perennial",18,5.672323,0.020556,0.004845,2.8e-05
"Besleria variabilis","perennial",30,5.66781,0.015481,0.002826,1.7e-05
"Boea hygrometrica","no_life_form_on_database",58,5.602915,0.02215,0.002908,9e-06
"Boea hygroscopica","perennial",15,5.663164,0.011546,0.002981,3.4e-05
"Boea magellanica","perennial",6,5.698318,0.003642,0.001487,8.5e-05
"Boea philippensis","no_life_form_on_database",7,5.640695,0.020059,0.007582,7.3e-05
"Boeica ferruginea","perennial",3,5.649914,0.013076,0.007549,0.000169
"Boeica multinervia","perennial",NA,NA,NA,NA,NA
"Boeica porosa","perennial",2,5.64715,0.015714,0.011111,0.000254
"Briggsia dongxingensis","no_life_form_on_database",NA,NA,NA,NA,NA
"Briggsia longipes","no_life_form_on_database",4,5.632629,0.006465,0.003232,0.000127
"Briggsia mihieri","no_life_form_on_database",9,5.615207,0.004037,0.001346,5.6e-05
"Briggsiopsis delavayi","perennial",NA,NA,NA,NA,NA
"Cathayanthe biflora","perennial",1,5.672464,NA,NA,0.000508
"Cobananthus calochlamys","no_life_form_on_database",NA,NA,NA,NA,NA
"Codonanthe calcarata","no_life_form_on_database",62,5.68528,0.005681,0.000721,8e-06
"Codonanthe caribaea","no_life_form_on_database",NA,NA,NA,NA,NA
"Codonanthe carnosa","perennial",NA,NA,NA,NA,NA
"Codonanthe chiricana","no_life_form_on_database",NA,NA,NA,NA,NA
"Codonanthe cordifolia","perennial",21,5.653176,0.009097,0.001985,2.4e-05
"Codonanthe corniculata","no_life_form_on_database",NA,NA,NA,NA,NA
"Codonanthe crassifolia","no_life_form_on_database",151,5.684615,0.006199,0.000504,3e-06
"Codonanthe devosiana","perennial",24,5.658578,0.00829,0.001692,2.1e-05
"Codonanthe elegans","no_life_form_on_database",NA,NA,NA,NA,NA
"Codonanthe erubescens","no_life_form_on_database",NA,NA,NA,NA,NA
"Codonanthe gibbosa","perennial",1,5.67624,NA,NA,0.000508
"Codonanthe gracilis","perennial",24,5.662524,0.011196,0.002285,2.1e-05
"Codonanthe luteola","no_life_form_on_database",1,5.686128,NA,NA,0.000508
"Codonanthe macradenia","no_life_form_on_database",17,5.684202,0.010071,0.002443,3e-05
"Codonanthe serrulata","perennial",NA,NA,NA,NA,NA
"Codonanthe uleana","no_life_form_on_database",119,5.682437,0.009002,0.000825,4e-06
"Codonanthe venosa","perennial",NA,NA,NA,NA,NA
"Codonanthopsis ulei","perennial",36,5.685256,0.008224,0.001371,1.4e-05
"Columnea billbergiana","perennial",6,5.68481,0.013215,0.005395,8.5e-05
"Columnea byrsina","perennial",11,5.66317,0.011369,0.003428,4.6e-05
"Columnea crassicaulis","perennial",NA,NA,NA,NA,NA
"Columnea dissimilis","perennial",8,5.68424,0.011964,0.00423,6.4e-05
"Columnea dressleri","perennial",NA,NA,NA,NA,NA
"Columnea erythrophaea","perennial",4,5.656189,0.013163,0.006581,0.000127
"Columnea eubracteata","perennial",4,5.657657,0.014689,0.007345,0.000127
"Columnea gloriosa","no_life_form_on_database",15,5.679767,0.012791,0.003303,3.4e-05
"Columnea harrisii","perennial",NA,NA,NA,NA,NA
"Columnea inaequilatera","perennial",44,5.663292,0.01609,0.002426,1.2e-05
"Columnea linearis","perennial",12,5.682929,0.010965,0.003165,4.2e-05
"Columnea medicinalis","perennial",NA,NA,NA,NA,NA
"Columnea minor","perennial",16,5.677793,0.012485,0.003121,3.2e-05
"Columnea minutiflora","perennial",13,5.681515,0.013763,0.003817,3.9e-05
"Columnea orientandina","perennial",10,5.662304,0.008364,0.002645,5.1e-05
"Columnea paramicola","no_life_form_on_database",NA,NA,NA,NA,NA
"Columnea picta","perennial",22,5.676901,0.014612,0.003115,2.3e-05
"Columnea pulchra","no_life_form_on_database",1,5.694237,NA,NA,0.000508
"Columnea purpurata","perennial",42,5.67621,0.012752,0.001968,1.2e-05
"Columnea raymondii","no_life_form_on_database",1,5.6939,NA,NA,0.000508
"Columnea rileyi","perennial",3,5.665743,0.012064,0.006965,0.000169
