"species","life_form","n_bio_13","mean_bio_13","sd_bio_13","se_bio_13","within_sp_var_bio_13"
"Lupinus albescens","perennial",18,5.097447,0.145582,0.034314,0.01241
"Lupinus albicaulis","annual",38,5.062759,0.626475,0.101628,0.005879
"Lupinus albifrons","perennial",45,4.743054,0.609402,0.090844,0.004964
"Lupinus albus","annual",13,4.805536,0.310266,0.086052,0.017183
"Lupinus anatolicus","annual",NA,NA,NA,NA,NA
"Lupinus andersonii","perennial",37,4.665911,0.858277,0.1411,0.006037
"Lupinus angustifolius","annual",113,4.585179,0.354006,0.033302,0.001977
"Lupinus arboreus","perennial",28,4.728509,0.544176,0.10284,0.007978
"Lupinus arcticus","perennial",200,4.108501,0.527521,0.037301,0.001117
"Lupinus argenteus","perennial",183,4.121385,0.504209,0.037272,0.001221
"Lupinus arizonicus","annual",59,3.539205,0.665997,0.086705,0.003786
"Lupinus arvensis","perennial",NA,NA,NA,NA,NA
"Lupinus aschenbornii","perennial",12,5.336886,0.380629,0.109878,0.018615
"Lupinus atlanticus","annual",NA,NA,NA,NA,NA
"Lupinus aureonitens","annual",1,4.941642,NA,NA,0.223385
"Lupinus ballianus","perennial",14,5.061176,0.46818,0.125126,0.015956
"Lupinus bandelierae","perennial",NA,NA,NA,NA,NA
"Lupinus bangii","perennial",NA,NA,NA,NA,NA
"Lupinus benthamii","annual",20,4.485377,0.339146,0.075835,0.011169
"Lupinus bicolor","annual",78,4.544028,0.694466,0.078633,0.002864
"Lupinus bogotensis","perennial",14,5.236141,0.42834,0.114479,0.015956
"Lupinus bracteolaris","annual",17,5.109274,0.186862,0.045321,0.01314
"Lupinus brevicaulis","annual",96,3.612724,0.47822,0.048808,0.002327
"Lupinus breweri","perennial",19,4.877958,0.679429,0.155872,0.011757
"Lupinus cervinus","perennial",3,5.191447,0.165684,0.095658,0.074462
"Lupinus chachas","perennial",NA,NA,NA,NA,NA
"Lupinus chamissonis","perennial",18,4.644876,0.433523,0.102182,0.01241
"Lupinus chrysanthus","perennial",NA,NA,NA,NA,NA
"Lupinus citrinus","annual",NA,NA,NA,NA,NA
"Lupinus concinnus","annual",88,3.937929,0.718876,0.076632,0.002538
"Lupinus cosentinii","annual",14,4.413632,0.527633,0.141016,0.015956
"Lupinus crotalarioides","perennial",9,5.499348,0.150179,0.05006,0.024821
"Lupinus cumulicola","perennial",NA,NA,NA,NA,NA
"Lupinus diffusus","perennial",30,5.192296,0.208806,0.038123,0.007446
"Lupinus digitatus","annual",NA,NA,NA,NA,NA
"Lupinus duranii","perennial",1,3.970292,NA,NA,0.223385
"Lupinus elegans","perennial",39,5.487939,0.425053,0.068063,0.005728
"Lupinus ellsworthianus","perennial",NA,NA,NA,NA,NA
"Lupinus excubitus","perennial",31,4.010468,0.760717,0.136629,0.007206
"Lupinus flavoculatus","annual",21,3.370971,0.34093,0.074397,0.010637
"Lupinus formosus","perennial",35,4.677315,0.62393,0.105463,0.006382
"Lupinus gibertianus","annual",27,5.247541,0.269798,0.051923,0.008274
"Lupinus grayi","perennial",16,4.888082,0.627349,0.156837,0.013962
"Lupinus guadalupensis","annual",3,3.610358,0.507515,0.293014,0.074462
"Lupinus guaraniticus","perennial",13,5.30823,0.151174,0.041928,0.017183
"Lupinus havardii","annual",5,3.956172,0.204369,0.091397,0.044677
"Lupinus hirsutissimus","annual",28,4.240885,0.59152,0.111787,0.007978
"Lupinus hispanicus","annual",32,4.560643,0.414508,0.073275,0.006981
"Lupinus huachucanus","perennial",8,4.916983,0.513667,0.181609,0.027923
"Lupinus huaronensis","perennial",NA,NA,NA,NA,NA
"Lupinus huigrensis","annual",NA,NA,NA,NA,NA
"Lupinus lanatus","perennial",13,5.21569,0.185937,0.05157,0.017183
"Lupinus latifolius","perennial",65,4.970475,0.719413,0.089232,0.003437
"Lupinus lepidus","perennial",14,4.694449,0.85506,0.228524,0.015956
"Lupinus leucophyllus","perennial",66,4.081717,0.56763,0.06987,0.003385
"Lupinus lindleyanus","annual",NA,NA,NA,NA,NA
"Lupinus linearis","annual",12,5.076796,0.168511,0.048645,0.018615
"Lupinus littoralis","perennial",12,5.32711,0.474611,0.137008,0.018615
"Lupinus luteolus","annual",26,4.692534,0.668626,0.131128,0.008592
"Lupinus luteus","annual",35,4.693693,0.306864,0.051869,0.006382
"Lupinus magnistipulatus","annual",5,5.335987,0.063066,0.028204,0.044677
"Lupinus mantaroensis","annual",NA,NA,NA,NA,NA
"Lupinus mexicanus","annual",21,5.114123,0.44462,0.097024,0.010637
"Lupinus micranthus","annual",34,4.719782,0.373944,0.064131,0.00657
"Lupinus microcarpus","annual",65,4.107815,0.83068,0.103033,0.003437
"Lupinus microphyllus","perennial",17,5.118381,0.327897,0.079527,0.01314
"Lupinus misticola","perennial",2,3.997822,0.941325,0.665617,0.111692
"Lupinus mollendoensis","annual",NA,NA,NA,NA,NA
"Lupinus montanus","perennial",43,5.31166,0.757832,0.115568,0.005195
"Lupinus multiflorus","perennial",13,5.141205,0.213676,0.059263,0.017183
"Lupinus mutabilis","annual",16,5.008197,0.671676,0.167919,0.013962
"Lupinus nanus","annual",33,4.742695,0.747782,0.130172,0.006769
"Lupinus neomexicanus","perennial",13,4.404542,0.368551,0.102218,0.017183
"Lupinus nevadensis","perennial",15,3.842947,0.450631,0.116352,0.014892
"Lupinus nootkatensis","perennial",101,4.903863,0.6459,0.064269,0.002212
"Lupinus nubigenus","perennial",NA,NA,NA,NA,NA
"Lupinus odoratus","annual",16,3.340584,0.439934,0.109984,0.013962
"Lupinus pachylobus","annual",15,4.772066,0.438937,0.113333,0.014892
"Lupinus palaestinus","annual",NA,NA,NA,NA,NA
"Lupinus paraguariensis","perennial",13,5.169045,0.121513,0.033702,0.017183
"Lupinus paranensis","perennial",10,5.244602,0.230913,0.073021,0.022338
"Lupinus parvifolius","perennial",3,5.567896,0.072338,0.041764,0.074462
"Lupinus perennis","perennial",104,4.716604,0.244865,0.024011,0.002148
"Lupinus pilosus","annual",10,4.780821,0.284899,0.090093,0.022338
"Lupinus piurensis","annual",NA,NA,NA,NA,NA
"Lupinus polyphyllus","perennial",98,4.744053,0.620636,0.062694,0.002279
"Lupinus praestabilis","perennial",NA,NA,NA,NA,NA
"Lupinus princei","annual",5,5.337622,0.208629,0.093302,0.044677
"Lupinus prostratus","perennial",NA,NA,NA,NA,NA
"Lupinus pubescens","perennial",10,5.249841,0.431714,0.13652,0.022338
"Lupinus pulvinaris","perennial",1,4.859812,NA,NA,0.223385
"Lupinus purosericeus","perennial",NA,NA,NA,NA,NA
"Lupinus ramosissimus","perennial",11,5.220093,0.342978,0.103412,0.020308
"Lupinus reitzii","annual",11,5.340829,0.176876,0.05333,0.020308
"Lupinus rivularis","perennial",45,5.173972,0.605321,0.090236,0.004964
"Lupinus rubriflorus","annual",4,5.333666,0.114824,0.057412,0.055846
"Lupinus sarmentosus","perennial",5,4.911888,0.245316,0.109709,0.044677
"Lupinus semperflorens","perennial",7,4.953263,0.311106,0.117587,0.031912
"Lupinus sericeus","perennial",128,3.958971,0.469427,0.041492,0.001745
"Lupinus shockleyi","annual",17,3.069272,0.689051,0.167119,0.01314
"Lupinus solanagrorum","perennial",NA,NA,NA,NA,NA
"Lupinus sparsiflorus","annual",63,3.6619,0.651182,0.082041,0.003546
"Lupinus stiversii","annual",14,4.790239,0.549672,0.146906,0.015956
"Lupinus subacaulis","perennial",NA,NA,NA,NA,NA
"Lupinus subsessilis","perennial",4,5.729786,0.233157,0.116578,0.055846
"Lupinus succulentus","annual",52,4.124348,0.692163,0.095986,0.004296
"Lupinus sulphureus","perennial",17,4.073065,0.572565,0.138867,0.01314
"Lupinus tarapacensis","perennial",NA,NA,NA,NA,NA
"Lupinus tegeticulatus","perennial",NA,NA,NA,NA,NA
"Lupinus texensis","annual",48,4.531676,0.341313,0.049264,0.004654
"Lupinus tomentosus","perennial",NA,NA,NA,NA,NA
"Lupinus tominensis","perennial",2,5.413675,0.028351,0.020047,0.111692
"Lupinus truncatus","annual",24,4.305584,0.513105,0.104737,0.009308
"Lupinus uleanus","annual",3,5.264,0.196968,0.11372,0.074462
"Lupinus uncialis","annual",18,3.370434,0.261071,0.061535,0.01241
"Lupinus velutinus","perennial",16,5.580024,0.220522,0.05513,0.013962
"Lupinus villosus","annual",33,5.149114,0.156077,0.02717,0.006769
"Lupinus weberbaueri","perennial",2,5.155974,0.028533,0.020176,0.111692
