"species","life_form","n","mean","sd","se"
"Acanthonema strigosum","no_life_form_on_database",11,1224.63636363636,72.644714504598,21.9032055467491
"Achimenes admirabilis","perennial",2,1606,161.220346110533,114
"Achimenes antirrhina","perennial",37,1731.32432432432,157.366001914513,25.8708113510389
"Achimenes candida","perennial",12,1648.08333333333,143.481046156141,41.4194103109285
"Achimenes dulcis","perennial",3,1864,111.71839597846,64.5006459915971
"Achimenes erecta","perennial",35,1732.37142857143,118.130308337442,19.9676665407562
"Achimenes fimbriata","perennial",11,1822.27272727273,117.201613392556,35.3376160406728
"Achimenes flava","perennial",22,1814.81818181818,108.749006066016,23.1853659962352
"Achimenes glabrata","perennial",NA,NA,NA,NA
"Achimenes grandiflora","perennial",64,1748.984375,142.609856533676,17.8262320667095
"Achimenes hintoniana","no_life_form_on_database",4,1848,157.936696179197,78.9683480895985
"Achimenes longiflora","perennial",47,1718.8085106383,187.850268576479,27.4007778287853
"Achimenes mexicana","perennial",12,1897.33333333333,138.166127498308,39.8851254520182
"Achimenes misera","perennial",13,1784.84615384615,117.444913437355,32.5733582646778
"Achimenes nayaritensis","perennial",NA,NA,NA,NA
"Achimenes patens","perennial",12,1814.58333333333,59.1338363888274,17.0704681786524
"Achimenes pedunculata","perennial",20,1662.05,137.46213832792,30.7374685633708
"Achimenes warszewicziana","no_life_form_on_database",NA,NA,NA,NA
"Achimenes woodii","perennial",NA,NA,NA,NA
"Aeschynanthus andersonii","perennial",4,1577.5,27.8627588966587,13.9313794483293
"Aeschynanthus bracteatus","perennial",NA,NA,NA,NA
"Aeschynanthus lancilimbus","perennial",NA,NA,NA,NA
"Aeschynanthus longiflorus","perennial",NA,NA,NA,NA
"Aeschynanthus micranthus","perennial",4,1397.25,207.591546070643,103.795773035322
"Aeschynanthus rhododendron","perennial",6,1344.66666666667,199.824589744773,81.5780471559462
"Aeschynanthus roseoflorus","perennial",1,899,NA,NA
"Agalmyla biflora","perennial",1,1455,NA,NA
"Agalmyla bilirana","perennial",1,1318,NA,NA
"Agalmyla clarkei","perennial",3,1134.66666666667,402.226718820783,232.225704386439
"Agalmyla glabra","perennial",NA,NA,NA,NA
"Agalmyla parasitica","perennial",NA,NA,NA,NA
"Agalmyla paucipilosa","perennial",1,1287,NA,NA
"Agalmyla sojoliana","perennial",1,1308,NA,NA
"Allocheilos guangxiensis","no_life_form_on_database",1,1255,NA,NA
"Alloplectus aquatilis","perennial",5,1412.6,300.272875897907,134.286112461416
"Alloplectus hispidus","perennial",26,1321.07692307692,241.323504545566,47.3274330294784
"Alloplectus tessmannii","perennial",4,1347.25,65.0249951941559,32.512497597078
"Allostigma guangxiense","perennial",NA,NA,NA,NA
"Alsobia dianthiflora","perennial",NA,NA,NA,NA
"Alsobia punctata","perennial",1,1740,NA,NA
"Anetanthus gracilis","perennial",14,1412.35714285714,104.872528589461,28.0283622333155
"Anna mollifolia","perennial",1,1176,NA,NA
"Anna ophiorrhizoides","perennial",4,1083.75,64.6909318735375,32.3454659367687
"Anna submontana","perennial",NA,NA,NA,NA
"Asteranthera ovata","perennial",NA,NA,NA,NA
"Bellonia aspera","perennial",NA,NA,NA,NA
"Besleria aggregata","perennial",65,1279.89230769231,140.43683222771,17.4190452119132
"Besleria angustiflora","perennial",12,1342.66666666667,127.044969370787,36.6747236327059
"Besleria divaricata","perennial",19,1329.84210526316,116.936479983268,26.8270683716016
"Besleria emendata","no_life_form_on_database",5,1349.6,99.0267640590159,44.2861152055585
"Besleria formicaria","perennial",11,1575.90909090909,125.409293551518,37.8123247212658
"Besleria formosa","no_life_form_on_database",31,1293.16129032258,180.376660865385,32.3966046533087
"Besleria gracilenta","no_life_form_on_database",5,1348.4,62.2519076012936,27.8398994251057
"Besleria lutea","perennial",6,1634.83333333333,224.628953313384,91.7043861788761
"Besleria melancholica","no_life_form_on_database",4,1228.25,27.0970478096785,13.5485239048392
"Besleria modica","perennial",7,1196,84.8488852804404,32.069864210442
"Besleria mortoniana","perennial",NA,NA,NA,NA
"Besleria notabilis","perennial",9,1519.55555555556,119.264528581543,39.7548428605145
"Besleria ovalifolia","no_life_form_on_database",NA,NA,NA,NA
"Besleria pendula","perennial",7,1450.71428571429,96.9788882278239,36.6545743820502
"Besleria rotundifolia","no_life_form_on_database",3,1559.66666666667,131.47369825685,75.9063750799482
"Besleria solanoides","perennial",72,1386.95833333333,188.531346629604,22.2186322780041
"Besleria tambensis","perennial",18,1326.33333333333,244.688036679601,57.6735233371228
"Besleria variabilis","perennial",30,1260.2,151.97127677794,27.7460321280462
"Boea hygrometrica","no_life_form_on_database",58,1309.55172413793,102.89547965687,13.5108383911337
