"species","life_form","n_bio_12","mean_bio_12","sd_bio_12","se_bio_12","within_sp_var_bio_12"
"Heliophila acuminata","annual",5,5.806757,0.433625,0.193923,0.046702
"Heliophila africana","annual",5,6.19961,0.414422,0.185335,0.046702
"Heliophila amplexicaulis","annual",9,5.418231,0.280554,0.093518,0.025946
"Heliophila arenaria","annual",6,5.234844,0.563416,0.230014,0.038918
"Heliophila arenosa","annual",4,5.66143,0.382763,0.191382,0.058377
"Heliophila bulbostyla","annual",4,5.950908,0.762829,0.381414,0.058377
"Heliophila carnosa","perennial",27,5.940809,0.823497,0.158482,0.008649
"Heliophila cedarbergensis","perennial",NA,NA,NA,NA,NA
"Heliophila collina","annual",4,5.651114,0.270908,0.135454,0.058377
"Heliophila cornellsbergia","annual",NA,NA,NA,NA,NA
"Heliophila cornuta","perennial",15,5.457785,0.604566,0.156098,0.015567
"Heliophila coronopifolia","annual",5,6.037643,0.65224,0.291691,0.046702
"Heliophila crithmifolia","annual",13,5.206255,0.7199,0.199664,0.017962
"Heliophila descurva","no_life_form_on_database",4,5.878134,0.268573,0.134287,0.058377
"Heliophila deserticola","annual",16,4.719782,0.695648,0.173912,0.014594
"Heliophila digitata","annual",5,5.741166,0.520175,0.232629,0.046702
"Heliophila dregeana","perennial",3,6.045896,0.56245,0.324731,0.077837
"Heliophila elata","perennial",3,6.045817,0.314201,0.181404,0.077837
"Heliophila elongata","perennial",13,6.650987,0.466408,0.129358,0.017962
"Heliophila ephemera","annual",1,6.100319,NA,NA,0.23351
"Heliophila esterhuyseniae","perennial",NA,NA,NA,NA,NA
"Heliophila eximia","annual",1,3.828641,NA,NA,0.23351
"Heliophila gariepina","annual",2,4.059848,0.266787,0.188647,0.116755
"Heliophila glauca","perennial",4,6.008253,0.535223,0.267612,0.058377
"Heliophila hurkana","perennial",2,5.834759,0.366013,0.25881,0.116755
"Heliophila juncea","perennial",NA,NA,NA,NA,NA
"Heliophila lactea","annual",7,4.694344,0.60323,0.228,0.033359
"Heliophila latisiliqua","no_life_form_on_database",NA,NA,NA,NA,NA
"Heliophila linearis var. linearis","no_life_form_on_database",NA,NA,NA,NA,NA
"Heliophila linoides","annual",3,6.243078,0.056879,0.032839,0.077837
"Heliophila macowaniana","annual",5,5.9376,0.338389,0.151332,0.046702
"Heliophila macra","no_life_form_on_database",3,6.363738,0.322326,0.186095,0.077837
"Heliophila macrosperma","perennial",NA,NA,NA,NA,NA
"Heliophila maraisiana","perennial",5,5.837839,0.051307,0.022945,0.046702
"Heliophila minima","annual",NA,NA,NA,NA,NA
"Heliophila monosperma","perennial",1,5.63479,NA,NA,0.23351
"Heliophila namaquana","annual",6,5.378543,0.780785,0.318754,0.038918
"Heliophila nubigena","perennial",2,5.855777,0.297452,0.21033,0.116755
"Heliophila pectinata","annual",7,5.540874,0.313269,0.118405,0.033359
"Heliophila pinnata","annual",5,5.585587,0.356912,0.159616,0.046702
"Heliophila polygaloides","perennial",1,5.793014,NA,NA,0.23351
"Heliophila pubescens","annual",4,5.665141,0.541686,0.270843,0.058377
"Heliophila pusilla","annual",8,5.971131,0.462638,0.163567,0.029189
"Heliophila refracta","annual",5,6.123286,0.611656,0.273541,0.046702
"Heliophila rigidiuscula","perennial",22,6.709018,0.325036,0.069298,0.010614
"Heliophila scoparia var. aspera","no_life_form_on_database",NA,NA,NA,NA,NA
"Heliophila seselifolia","annual",19,5.063427,0.724087,0.166117,0.01229
"Heliophila suavissima","perennial",21,5.957368,0.482345,0.105256,0.01112
"Heliophila suborbicularis","annual",5,5.676756,0.090962,0.040679,0.046702
"Heliophila subulata","annual",18,6.333016,0.494951,0.116661,0.012973
"Heliophila tricuspidata","perennial",1,6.107023,NA,NA,0.23351
"Heliophila trifurca","annual",19,4.927054,0.62441,0.143249,0.01229
"Heliophila tulbaghensis","perennial",NA,NA,NA,NA,NA
"Heliophila variabilis","annual",11,5.219345,0.577789,0.17421,0.021228
