"species","life_form","n_bio_15","mean_bio_15","sd_bio_15","se_bio_15","within_sp_var_bio_15"
"Agathisanthemum bojeri","perennial",36,4.397172,0.240719,0.04012,0.006116
"Agathisanthemum chlorophyllum","perennial",2,4.02948,0.138104,0.097654,0.110084
"Agathisanthemum globosum","perennial",20,4.419927,0.144302,0.032267,0.011008
"Agathisanthemum quadricostatum","no_life_form_on_database",7,4.501938,0.134486,0.050831,0.031453
"Amphiasma luzuloides","perennial",4,4.51678,0.07752,0.03876,0.055042
"Amphiasma merenskyanum","perennial",6,4.825727,0.054356,0.022191,0.036695
"Amphistemon humbertii","perennial",1,4.615121,NA,NA,0.220168
"Amphistemon rakotonasolianus","perennial",2,4.890349,0,0,0.110084
"Arcytophyllum aristatum","perennial",5,3.218915,0.531089,0.23751,0.044034
"Arcytophyllum capitatum","no_life_form_on_database",NA,NA,NA,NA,NA
"Arcytophyllum ciliolatum","perennial",NA,NA,NA,NA,NA
"Arcytophyllum ericoides","perennial",NA,NA,NA,NA,NA
"Arcytophyllum filiforme","perennial",21,3.846464,0.338501,0.073867,0.010484
"Arcytophyllum lavarum","perennial",NA,NA,NA,NA,NA
"Arcytophyllum macbridei","perennial",NA,NA,NA,NA,NA
"Arcytophyllum muticum","perennial",23,3.625906,0.31711,0.066122,0.009573
"Arcytophyllum nitidum","perennial",22,3.638189,0.232344,0.049536,0.010008
"Arcytophyllum rivetii","perennial",12,3.884298,0.484832,0.139959,0.018347
"Arcytophyllum setosum","perennial",24,3.744826,0.490766,0.100177,0.009174
"Arcytophyllum thymifolium","perennial",29,3.860541,0.506179,0.093995,0.007592
"Arcytophyllum vernicosum","perennial",5,3.689539,0.395328,0.176796,0.044034
"Astiella delicatula","annual",5,4.710782,0.158382,0.070831,0.044034
"Astiella desseinii","no_life_form_on_database",NA,NA,NA,NA,NA
"Astiella latifolia","annual",7,4.555153,0.343077,0.129671,0.031453
"Astiella perrieri","annual",3,4.263652,0.16118,0.093057,0.073389
"Astiella tsaratanensis","no_life_form_on_database",6,4.327725,0.313861,0.128133,0.036695
"Batopedina pulvinellata","perennial",3,4.569216,0.078212,0.045156,0.073389
"Bouvardia glaberrima","perennial",21,4.456679,0.216512,0.047247,0.010484
"Carphalea madagascariensis","perennial",6,4.526973,0.341093,0.139251,0.036695
