"species","life_form","n_bio_6","mean_bio_6","sd_bio_6","se_bio_6","within_sp_var_bio_6"
"Aciphylla aurea","perennial",15,5.604647,0.011678,0.003015,3.4e-05
"Aciphylla colensoi","perennial",15,5.606959,0.008116,0.002096,3.4e-05
"Aciphylla congesta","perennial",3,5.596868,0.005359,0.003094,0.000169
"Aciphylla crenulata","perennial",13,5.601819,0.008067,0.002237,3.9e-05
"Aciphylla dieffenbachii","perennial",NA,NA,NA,NA,NA
"Aciphylla dissecta","perennial",1,5.612581,NA,NA,0.000508
"Aciphylla dobsonii","perennial",5,5.588656,0.011396,0.005096,0.000102
"Aciphylla hectori","perennial",5,5.603865,0.012273,0.005489,0.000102
"Aciphylla horrida","perennial",9,5.603303,0.007378,0.002459,5.6e-05
"Aciphylla kirkii","perennial",1,5.590427,NA,NA,0.000508
"Aciphylla lyallii","perennial",6,5.599482,0.011026,0.004501,8.5e-05
"Aciphylla monroi","perennial",11,5.598308,0.008118,0.002448,4.6e-05
"Aciphylla montana","perennial",4,5.589846,0.007444,0.003722,0.000127
"Aciphylla pinnatifida","perennial",3,5.600893,0.013016,0.007515,0.000169
"Aciphylla scott-thomsonii","perennial",12,5.608692,0.010096,0.002914,4.2e-05
"Aciphylla similis","perennial",7,5.604897,0.014533,0.005493,7.3e-05
"Aciphylla simplex","perennial",1,5.58406,NA,NA,0.000508
"Aciphylla simplicifolia","perennial",7,5.609098,0.017852,0.006747,7.3e-05
"Aciphylla squarrosa","perennial",18,5.618526,0.017414,0.004105,2.8e-05
"Aciphylla subflabellata","perennial",8,5.614997,0.010224,0.003615,6.4e-05
"Aciphylla traillii","perennial",1,5.616225,NA,NA,0.000508
"Aciphylla traversii","perennial",NA,NA,NA,NA,NA
"Acronema astrantiifolium","perennial",9,5.592693,0.011045,0.003682,5.6e-05
"Acronema schneideri","perennial",8,5.592144,0.02339,0.00827,6.4e-05
"Aegopodium alpestre","perennial",159,5.522608,0.035042,0.002779,3e-06
"Aegopodium kashmiricum","perennial",10,5.549861,0.015571,0.004924,5.1e-05
"Aegopodium podagraria","perennial",321,5.581092,0.020003,0.001116,2e-06
"Aethusa cynapium","annual",244,5.596071,0.014138,0.000905,2e-06
"Afrocarum imbricatum","no_life_form_on_database",12,5.651848,0.013613,0.00393,4.2e-05
"Afroligusticum elliotii","perennial",8,5.65255,0.016268,0.005752,6.4e-05
"Afroligusticum petitianum","perennial",4,5.65009,0.008687,0.004344,0.000127
"Agrocharis gracilis","no_life_form_on_database",NA,NA,NA,NA,NA
"Agrocharis incognita","no_life_form_on_database",28,5.648709,0.011486,0.002171,1.8e-05
"Agrocharis melanantha","no_life_form_on_database",28,5.644283,0.019973,0.003775,1.8e-05
"Agrocharis pedunculata","no_life_form_on_database",8,5.640981,0.009437,0.003336,6.4e-05
"Ainsworthia trachycarpa","no_life_form_on_database",8,5.62522,0.015543,0.005495,6.4e-05
"Aletes acaulis","no_life_form_on_database",20,5.583353,0.020469,0.004577,2.5e-05
"Aletes anisatus","no_life_form_on_database",12,5.557392,0.010125,0.002923,4.2e-05
"Aletes calcicola","no_life_form_on_database",NA,NA,NA,NA,NA
"Aletes filifolius","no_life_form_on_database",10,5.597707,0.013817,0.004369,5.1e-05
"Aletes humilis","no_life_form_on_database",1,5.572724,NA,NA,0.000508
"Aletes macdougallii","no_life_form_on_database",NA,NA,NA,NA,NA
"Aletes sessiliflorus","no_life_form_on_database",9,5.582827,0.006938,0.002313,5.6e-05
"Alococarpum erianthum","no_life_form_on_database",NA,NA,NA,NA,NA
"Ammi majus","annual",119,5.630757,0.013363,0.001225,4e-06
"Ammoides pusilla","annual",67,5.627541,0.011674,0.001426,8e-06
"Anethum graveolens","annual",6,5.623801,0.022798,0.009307,8.5e-05
"Angelica acutiloba","perennial",10,5.608106,0.010149,0.003209,5.1e-05
"Angelica ampla","perennial",16,5.568536,0.007084,0.001771,3.2e-05
"Angelica amurensis","no_life_form_on_database",6,5.516976,0.013456,0.005493,8.5e-05
"Angelica anomala","perennial",31,5.557376,0.027605,0.004958,1.6e-05
"Angelica apaensis","perennial",8,5.589683,0.022939,0.00811,6.4e-05
"Angelica archangelica","perennial",212,5.578287,0.020798,0.001428,2e-06
"Angelica arguta","perennial",63,5.583074,0.017835,0.002247,8e-06
"Angelica biserrata","perennial",6,5.615454,0.010198,0.004163,8.5e-05
"Angelica breweri","perennial",11,5.594728,0.008719,0.002629,4.6e-05
"Angelica cartilaginomarginata","perennial",35,5.583987,0.031875,0.005388,1.5e-05
"Angelica cincta","perennial",9,5.521821,0.028959,0.009653,5.6e-05
"Angelica dahurica","perennial",NA,NA,NA,NA,NA
"Angelica decursiva","perennial",109,5.605957,0.024702,0.002366,5e-06
"Angelica fargesii","no_life_form_on_database",NA,NA,NA,NA,NA
"Angelica furcijuga","no_life_form_on_database",NA,NA,NA,NA,NA
"Angelica genuflexa","perennial",56,5.591238,0.020304,0.002713,9e-06
"Angelica gigas","annual",16,5.565913,0.031755,0.007939,3.2e-05
"Angelica grayi","perennial",19,5.549588,0.008088,0.001856,2.7e-05
"Angelica japonica","perennial",13,5.62602,0.014073,0.003903,3.9e-05
"Angelica kangdingensis","perennial",NA,NA,NA,NA,NA
"Angelica keiskei","perennial",7,5.617865,0.017198,0.0065,7.3e-05
"Angelica laxifoliata","perennial",16,5.599061,0.014723,0.003681,3.2e-05
"Angelica lignescens","perennial",NA,NA,NA,NA,NA
"Angelica maowenensis","perennial",8,5.586559,0.019965,0.007059,6.4e-05
"Angelica megaphylla","perennial",5,5.611912,0.005292,0.002367,0.000102
"Angelica morii","perennial",7,5.621711,0.011835,0.004473,7.3e-05
"Angelica nitida","perennial",6,5.552475,0.015285,0.00624,8.5e-05
"Angelica omeiensis","no_life_form_on_database",5,5.612058,0.005347,0.002391,0.000102
"Angelica oncosepala","no_life_form_on_database",4,5.603257,0.020139,0.01007,0.000127
"Angelica paeoniifolia","perennial",5,5.583582,0.008245,0.003687,0.000102
"Angelica pinnata","perennial",34,5.563993,0.010573,0.001813,1.5e-05
"Angelica polymorpha","perennial",66,5.595846,0.020214,0.002488,8e-06
"Angelica pseudoselinum","perennial",11,5.594474,0.023698,0.007145,4.6e-05
"Angelica pubescens","perennial",27,5.608959,0.012182,0.002344,1.9e-05
"Angelica purpuraefolia","no_life_form_on_database",NA,NA,NA,NA,NA
"Angelica purpurascens","no_life_form_on_database",NA,NA,NA,NA,NA
"Angelica roseana","perennial",9,5.561576,0.015637,0.005212,5.6e-05
"Angelica sachalinensis","no_life_form_on_database",21,5.589182,0.016241,0.003544,2.4e-05
"Angelica sinensis","perennial",21,5.60004,0.019927,0.004348,2.4e-05
"Angelica sylvestris","perennial",NA,NA,NA,NA,NA
"Angelica tatianae","no_life_form_on_database",NA,NA,NA,NA,NA
"Angelica tianmuensis","perennial",NA,NA,NA,NA,NA
"Angelica tsinlingensis","no_life_form_on_database",3,5.604943,0.013589,0.007846,0.000169
"Angelica valida","perennial",8,5.609996,0.012722,0.004498,6.4e-05
"Anisosciadium isosciadium","annual",NA,NA,NA,NA,NA
"Anisosciadium orientale","annual",3,5.609557,0.025744,0.014863,0.000169
"Anisotome aromatica","perennial",16,5.61062,0.01176,0.00294,3.2e-05
"Anisotome filifolia","perennial",7,5.607619,0.010329,0.003904,7.3e-05
"Anisotome flexuosa","perennial",13,5.600891,0.010353,0.002871,3.9e-05
"Anisotome imbricata","perennial",10,5.597823,0.009756,0.003085,5.1e-05
"Anisotome lyallii","perennial",6,5.621192,0.011394,0.004652,8.5e-05
"Anisotome procumbens","perennial",3,5.612453,0.004228,0.002441,0.000169
"Anthriscus caucalis","annual",174,5.609529,0.011425,0.000866,3e-06
"Anthriscus cerefolium","annual",44,5.599046,0.008174,0.001232,1.2e-05
"Anthriscus kotschyi","perennial",NA,NA,NA,NA,NA
"Anthriscus lamprocarpa","perennial",NA,NA,NA,NA,NA
"Anthriscus nitidus","perennial",33,5.588304,0.007532,0.001311,1.5e-05
"Anthriscus schmalhausenii","no_life_form_on_database",5,5.592902,0.018392,0.008225,0.000102
"Anthriscus sylvestris","perennial",629,5.579601,0.02855,0.001138,1e-06
"Aphanopleura capillifolia","annual",NA,NA,NA,NA,NA
"Apium australe","perennial",4,5.622865,0.02052,0.01026,0.000127
"Apium chilense","no_life_form_on_database",NA,NA,NA,NA,NA
"Apium commersonii","perennial",13,5.624217,0.011806,0.003274,3.9e-05
"Apium fernandezianum","perennial",NA,NA,NA,NA,NA
"Apium graveolens","perennial",169,5.616599,0.020697,0.001592,3e-06
"Apium insulare","perennial",2,5.642609,0.005262,0.003721,0.000254
"Apium panul","perennial",9,5.61108,0.025229,0.00841,5.6e-05
"Apium prostratum","annual",24,5.642887,0.011972,0.002444,2.1e-05
"Apium sellowianum","perennial",21,5.64462,0.016385,0.003576,2.4e-05
"Arafoe aromatica","no_life_form_on_database",2,5.568301,0.013225,0.009351,0.000254
"Archangelica decurrens","no_life_form_on_database",5,5.547739,0.018029,0.008063,0.000102
"Arcuatopterus thalictrioideus","perennial",2,5.607821,0.001557,0.001101,0.000254
"Arracacia aegopodioides","perennial",30,5.635015,0.014937,0.002727,1.7e-05
"Arracacia bracteata","perennial",10,5.641484,0.023288,0.007364,5.1e-05
"Arracacia brandegeei","perennial",7,5.65175,0.012086,0.004568,7.3e-05
"Arracacia nelsonii","perennial",10,5.636542,0.012227,0.003867,5.1e-05
"Arracacia tolucensis","perennial",25,5.625463,0.014851,0.00297,2e-05
"Artedia squamata","annual",9,5.616955,0.018929,0.00631,5.6e-05
"Astomaea seselifolia","perennial",NA,NA,NA,NA,NA
"Astrodaucus orientalis","annual",42,5.584451,0.013759,0.002123,1.2e-05
"Athamanta cretensis","perennial",24,5.588113,0.016692,0.003407,2.1e-05
"Athamanta macedonica","perennial",11,5.61978,0.017812,0.005371,4.6e-05
"Athamanta turbith","perennial",NA,NA,NA,NA,NA
"Aulacospermum anomalum","perennial",18,5.522248,0.018884,0.004451,2.8e-05
"Aulacospermum simplex","no_life_form_on_database",5,5.548493,0.013884,0.006209,0.000102
"Aulacospermum turkestanicum","perennial",2,5.557511,0.018825,0.013311,0.000254
"Azilia eryngioides","perennial",1,5.584436,NA,NA,0.000508
"Balansaea glaberrima","no_life_form_on_database",NA,NA,NA,NA,NA
"Berula erecta","perennial",395,5.601809,0.020564,0.001035,1e-06
"Bifora americana","no_life_form_on_database",NA,NA,NA,NA,NA
"Bifora radians","annual",48,5.606281,0.013967,0.002016,1.1e-05
"Bilacunaria microcarpa","no_life_form_on_database",15,5.585508,0.013032,0.003365,3.4e-05
"Bilacunaria microcarpa","no_life_form_on_database",15,5.585508,0.013032,0.003365,3.4e-05
"Bunium afghanicum","no_life_form_on_database",1,5.608189,NA,NA,0.000508
"Bunium alpinum","perennial",NA,NA,NA,NA,NA
"Bunium angreni","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium avromanum","perennial",NA,NA,NA,NA,NA
"Bunium badachschanicum","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium balearicum","no_life_form_on_database",6,5.625022,0.013658,0.005576,8.5e-05
"Bunium bulbocastanum","perennial",40,5.60732,0.014874,0.002352,1.3e-05
"Bunium capillifolium","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium capusii","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium caroides","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium chaerophylloides","no_life_form_on_database",5,5.597617,0.008136,0.003639,0.000102
"Bunium cornigerum","perennial",NA,NA,NA,NA,NA
"Bunium cylindricum","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium elegans","perennial",NA,NA,NA,NA,NA
"Bunium fallax","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium fedtschenkoanum","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium ferulaceum","perennial",25,5.629651,0.019195,0.003839,2e-05
"Bunium fontanesii","perennial",NA,NA,NA,NA,NA
"Bunium hissaricum","no_life_form_on_database",7,5.567807,0.023516,0.008888,7.3e-05
