"species","life_form","n_bio_15","mean_bio_15","sd_bio_15","se_bio_15","within_sp_var_bio_15"
"Ammosperma cinerea","no_life_form_on_database",NA,NA,NA,NA,NA
"Brassica aucheri","annual",NA,NA,NA,NA,NA
"Brassica balearica","perennial",1,3.951244,NA,NA,0.220168
"Brassica barrelieri","annual",37,3.838432,0.286609,0.047118,0.00595
"Brassica carinata","annual",25,4.302992,0.271107,0.054221,0.008807
"Brassica cretica","perennial",10,4.372059,0.172536,0.054561,0.022017
"Brassica deflexa","annual",3,4.363319,0.076028,0.043895,0.073389
"Brassica desnottesii","perennial",NA,NA,NA,NA,NA
"Brassica elongata var. integrifolia","annual",NA,NA,NA,NA,NA
"Brassica fruticulosa","annual",24,3.886908,0.303843,0.062022,0.009174
"Brassica gravinae","perennial",5,3.9132,0.382388,0.171009,0.044034
"Brassica incana","perennial",1,3.637586,NA,NA,0.220168
"Brassica insularis","perennial",6,3.93016,0.168485,0.068784,0.036695
"Brassica juncea var. integrifolia","no_life_form_on_database",NA,NA,NA,NA,NA
"Brassica macrocarpa","perennial",NA,NA,NA,NA,NA
"Brassica maurorum","no_life_form_on_database",1,4.060443,NA,NA,0.220168
"Brassica montana","perennial",7,3.347726,0.426671,0.161266,0.031453
"Brassica napus","annual",30,2.637961,0.29801,0.054409,0.007339
"Brassica nigra","annual",NA,NA,NA,NA,NA
"Brassica oleracea var. capitata","no_life_form_on_database",52,3.856826,0.642631,0.089117,0.004234
"Brassica oxyrrhina","annual",22,3.958188,0.307603,0.065581,0.010008
"Brassica procumbens","perennial",NA,NA,NA,NA,NA
"Brassica rapa subsp. rapa","no_life_form_on_database",5,3.078939,0.900272,0.402614,0.044034
"Brassica repanda","perennial",26,3.552301,0.491969,0.096483,0.008468
"Brassica rupestris","perennial",1,4.025352,NA,NA,0.220168
"Brassica tournefortii","no_life_form_on_database",47,4.071335,0.499068,0.072797,0.004684
"Brassica villosa","perennial",NA,NA,NA,NA,NA
"Cakile arabica","annual",4,4.54036,0.204385,0.102192,0.055042
"Cakile constricta","annual",4,3.2492,0.217256,0.108628,0.055042
"Cakile edentula subsp. edentula","annual",5,2.190246,0.130164,0.058211,0.044034
"Cakile edentula subsp. harperi","annual",NA,NA,NA,NA,NA
"Cakile edentula var. lacustris","annual",37,2.897774,0.377372,0.06204,0.00595
"Cakile lanceolata","annual",46,3.939326,0.279129,0.041155,0.004786
"Cakile lanceolata subsp. pseudoconstricta","annual",1,4.077537,NA,NA,0.220168
"Cakile lanceolata var. fusiformis","annual",NA,NA,NA,NA,NA
"Cakile maritima","perennial",147,3.530497,0.530124,0.043724,0.001498
"Cakile maritima f. islandica","annual",NA,NA,NA,NA,NA
"Carrichtera annua","annual",NA,NA,NA,NA,NA
"Ceratocnemum rapistroides","annual",NA,NA,NA,NA,NA
"Coincya longirostra","annual",7,3.96334,0.168965,0.063863,0.031453
"Coincya monensis","annual",35,3.630411,0.414743,0.070104,0.006291
"Coincya rupestris","annual",1,3.367296,NA,NA,0.220168
"Cordylocarpus muricatus","annual",6,4.116358,0.115129,0.047001,0.036695
"Crambe arborea","perennial",NA,NA,NA,NA,NA
"Crambe aspera","perennial",11,3.032261,0.256196,0.077246,0.020015
"Crambe cordifolia","perennial",3,4.290976,0.438314,0.253061,0.073389
"Crambe edentula","perennial",NA,NA,NA,NA,NA
"Crambe feuilleei","perennial",NA,NA,NA,NA,NA
"Crambe filiformis","perennial",24,4.083826,0.274506,0.056033,0.009174
"Crambe fruticosa","perennial",NA,NA,NA,NA,NA
"Crambe gigantea","perennial",NA,NA,NA,NA,NA
"Crambe gomeraea","perennial",NA,NA,NA,NA,NA
"Crambe gordjaginii","perennial",NA,NA,NA,NA,NA
"Crambe grossheimii","perennial",NA,NA,NA,NA,NA
"Crambe hispanica subsp. hispanica","perennial",NA,NA,NA,NA,NA
