"species","life_form","n","mean","sd","se"
"Atelanthera perpusilla","annual",3,-126.333333333333,60.4345375868248,34.8918965441038
"Braya alpina","perennial",3,-94.6666666666667,44.0492149003059,25.4318260802833
"Braya fernaldii","perennial",NA,NA,NA,NA
"Braya forrestii","perennial",NA,NA,NA,NA
"Braya gamosepala","perennial",NA,NA,NA,NA
"Braya glabella","perennial",103,-275.126213592233,67.0398885668224,6.60563650097618
"Braya humilis","annual",NA,NA,NA,NA
"Braya linearis","perennial",37,-108.918918918919,55.5824604521058,9.13770021026627
"Braya longii","perennial",NA,NA,NA,NA
"Braya parvia","perennial",NA,NA,NA,NA
"Braya rosea","perennial",NA,NA,NA,NA
"Braya scharnhorsti","perennial",NA,NA,NA,NA
"Braya siliquosa","perennial",NA,NA,NA,NA
"Catenulina hedysaroides","annual",NA,NA,NA,NA
"Christolea crassifolia","perennial",41,-152.634146341463,51.3915149112969,8.02600621285163
"Cryptospora falcata","annual",3,-12,57.8878225536252,33.4215499341368
"Cymatocarpus pilosissimus","annual",3,40.3333333333333,13.5769412362775,7.83865067753656
"Dichasianthus subtilissimus","annual",NA,NA,NA,NA
"Dilophia salsa","annual",50,-145.48,52.2397299739873,7.38781346239211
"Euclidium syriacum","annual",45,-4.53333333333333,75.8199422075989,11.3025696550864
"Lachnoloma lehmannii","annual",1,-78,NA,NA
"Leiospora beketovii","perennial",NA,NA,NA,NA
"Leiospora eriocalyx","perennial",NA,NA,NA,NA
"Leiospora exscapa","perennial",NA,NA,NA,NA
"Leiospora pamirica","perennial",16,-153.5625,68.336392207959,17.0840980519898
"Leiospora saposhnikovii","perennial",NA,NA,NA,NA
"Lepidostemon glaricola","perennial",NA,NA,NA,NA
"Leptaleum filifolium","annual",52,14.6153846153846,68.6391970124639,9.51854401288898
"Neotorularia contortuplicata","annual",9,-4.88888888888889,43.3342948611272,14.4447649537091
"Neotorularia dentata","annual",NA,NA,NA,NA
"Neotorularia korolkowii","annual",24,-129.625,43.4669414612991,8.87265227163408
"Neotorularia tetracmoides","annual",NA,NA,NA,NA
"Neotorularia torulosa","annual",38,57.9736842105263,44.4974866232855,7.21844551677647
"Octoceras lehmannianum","annual",3,75,26.9629375254255,15.5670592384475
"Pycnoplinthopsis bhutanica","perennial",NA,NA,NA,NA
"Pycnoplinthus uniflora","perennial",NA,NA,NA,NA
"Rhammatophyllum afghanicum","perennial",NA,NA,NA,NA
"Rhammatophyllum erysimoides","perennial",NA,NA,NA,NA
"Rhammatophyllum gaudanense","perennial",NA,NA,NA,NA
"Rhammatophyllum ghoranum","perennial",1,-70,NA,NA
"Rhammatophyllum pachyrhizum","perennial",NA,NA,NA,NA
"Shangrilaia nana","perennial",NA,NA,NA,NA
"Sisymbriopsis mollipila","annual",6,-146.333333333333,38.3544869170045,15.6581537154857
"Sisymbriopsis yechengnica","perennial",NA,NA,NA,NA
"Solms-laubachia baiogoinensis","perennial",NA,NA,NA,NA
"Solms-laubachia eurycarpa","perennial",NA,NA,NA,NA
"Solms-laubachia flabellata","perennial",NA,NA,NA,NA
"Solms-laubachia himalayensis","perennial",NA,NA,NA,NA
"Solms-laubachia incana","perennial",NA,NA,NA,NA
"Solms-laubachia jafrii","perennial",NA,NA,NA,NA
"Solms-laubachia kashgarica","perennial",NA,NA,NA,NA
"Solms-laubachia lanata","perennial",NA,NA,NA,NA
"Solms-laubachia linearifolia","perennial",NA,NA,NA,NA
"Solms-laubachia linearis","perennial",NA,NA,NA,NA
"Solms-laubachia minor","perennial",4,22,39.2767955244145,19.6383977622072
"Solms-laubachia platycarpa","perennial",NA,NA,NA,NA
"Solms-laubachia prolifera","perennial",NA,NA,NA,NA
"Solms-laubachia pulcherrima","perennial",NA,NA,NA,NA
"Solms-laubachia retropilosa","perennial",5,-68,31.5039680040467,14.0890028036054
"Solms-laubachia stewartii","perennial",NA,NA,NA,NA
"Solms-laubachia villosa","perennial",NA,NA,NA,NA
"Solms-laubachia xerophyta","perennial",NA,NA,NA,NA
"Solms-laubachia zhongdianensis","perennial",NA,NA,NA,NA
"Spryginia falcata","annual",NA,NA,NA,NA
"Spryginia winkleri","annual",NA,NA,NA,NA
"Streptoloma desertorum","annual",4,26.5,25.8907963055085,12.9453981527543
"Strigosella africana","annual",34,0.294117647058824,61.8211150609537,10.6022337648858
"Strigosella brevipes","annual",NA,NA,NA,NA
"Strigosella scorpioides","annual",NA,NA,NA,NA
"Tetracme contorta","annual",NA,NA,NA,NA
"Tetracme quadricornis","annual",22,-75.7272727272727,64.5321491072339,13.7583004176293
"Tetracme secunda","annual",NA,NA,NA,NA
