"species","life_form","n_bio_4","mean_bio_4","sd_bio_4","se_bio_4","within_sp_var_bio_4"
"Aimara rollinsii","perennial",NA,NA,NA,NA,NA
"Aschersoniodoxa cachensis","perennial",5,6.243053,0.246762,0.110355,0.009261
"Aschersoniodoxa mandoniana","perennial",2,6.10345,0.003635,0.00257,0.023151
"Aschersoniodoxa peruviana","no_life_form_on_database",NA,NA,NA,NA,NA
"Atacama nivea","no_life_form_on_database",NA,NA,NA,NA,NA
"Brayopsis alpaminae","perennial",NA,NA,NA,NA,NA
"Brayopsis calycina","perennial",16,6.129542,0.296539,0.074135,0.002894
"Brayopsis colombiana","perennial",NA,NA,NA,NA,NA
"Brayopsis diapensioides","perennial",2,6.025816,0.014177,0.010025,0.023151
"Brayopsis gamosepala","perennial",NA,NA,NA,NA,NA
"Brayopsis monimocalyx","perennial",8,6.3244,0.215981,0.076361,0.005788
"Cremolobus chilensis","annual",NA,NA,NA,NA,NA
"Cremolobus peruvianus","perennial",9,5.754755,0.067054,0.022351,0.005145
"Cremolobus rhomboideus","annual",NA,NA,NA,NA,NA
"Dactylocardamum imbricatifolium","perennial",NA,NA,NA,NA,NA
"Eudema nubigena subsp. nubigena","no_life_form_on_database",2,5.697433,0.025617,0.018114,0.023151
"Eudema nubigena subsp. remyana","perennial",1,5.720803,NA,NA,0.046303
"Eudema rupestris","perennial",NA,NA,NA,NA,NA
"Mathewsia auriculata","perennial",3,6.480355,0.202462,0.116891,0.015434
"Mathewsia collina","no_life_form_on_database",NA,NA,NA,NA,NA
"Mathewsia densifolia","no_life_form_on_database",NA,NA,NA,NA,NA
"Mathewsia foliosa","perennial",NA,NA,NA,NA,NA
"Mathewsia incana","perennial",NA,NA,NA,NA,NA
"Mathewsia linearifolia","perennial",NA,NA,NA,NA,NA
"Mathewsia peruviana","no_life_form_on_database",NA,NA,NA,NA,NA
"Menonvillea chilensis","annual",5,6.389844,0.210992,0.094358,0.009261
"Menonvillea cicatricosa","perennial",3,6.739169,0.026132,0.015087,0.015434
"Menonvillea comberi","annual",NA,NA,NA,NA,NA
"Menonvillea cuneata","perennial",15,6.638133,0.099285,0.025635,0.003087
"Menonvillea famatinensis","perennial",1,6.570393,NA,NA,0.046303
"Menonvillea filifolia","annual",NA,NA,NA,NA,NA
"Menonvillea flexuosa","perennial",NA,NA,NA,NA,NA
"Menonvillea frigida","perennial",NA,NA,NA,NA,NA
"Menonvillea hookeri","no_life_form_on_database",12,6.73884,0.018245,0.005267,0.003859
"Menonvillea linearis","perennial",2,6.709358,0.005346,0.00378,0.023151
"Menonvillea litoralis","annual",4,6.562765,0.197603,0.098802,0.011576
"Menonvillea marticorenae","annual",NA,NA,NA,NA,NA
"Menonvillea minima","annual",NA,NA,NA,NA,NA
"Menonvillea nordenskjoeldii","perennial",5,6.475916,0.060686,0.02714,0.009261
"Menonvillea orbiculata","annual",NA,NA,NA,NA,NA
"Menonvillea patagonica","annual",9,6.664747,0.069763,0.023254,0.005145
"Menonvillea pinnatifida","annual",3,6.624486,0.146305,0.084469,0.015434
"Menonvillea purpurea","perennial",2,6.736489,0.043715,0.030911,0.023151
"Menonvillea rigida","perennial",NA,NA,NA,NA,NA
"Menonvillea scapigera","perennial",2,6.755446,0.011199,0.007919,0.023151
"Menonvillea spathulata","perennial",6,6.744208,0.020007,0.008168,0.007717
"Menonvillea virens","perennial",7,6.552626,0.16075,0.060758,0.006615
"Onuris alismatifolia","perennial",3,6.38075,0.122296,0.070608,0.015434
"Onuris graminifolia","perennial",18,6.609236,0.096896,0.022839,0.002572
"Onuris hatcheriana","perennial",3,6.508395,0.027429,0.015836,0.015434
"Onuris hauthalii","no_life_form_on_database",1,6.471496,NA,NA,0.046303
"Onuris papillosa","perennial",7,6.45027,0.066174,0.025011,0.006615
"Onuris spegazziniana","perennial",6,6.542888,0.133364,0.054446,0.007717
"Schizopetalon arcuatum","annual",1,6.252963,NA,NA,0.046303
"Schizopetalon bipinnatifidum","annual",NA,NA,NA,NA,NA
"Schizopetalon biseriatum","annual",NA,NA,NA,NA,NA
"Schizopetalon brachycarpum","annual",NA,NA,NA,NA,NA
"Schizopetalon dentatum","annual",2,6.666535,0.01269,0.008973,0.023151
"Schizopetalon maritimum","annual",NA,NA,NA,NA,NA
"Schizopetalon rupestre","annual",NA,NA,NA,NA,NA
"Schizopetalon tenuifolium","annual",NA,NA,NA,NA,NA
"Schizopetalon walkeri","annual",3,6.56547,0.121348,0.07006,0.015434
"Smelowskia calycina","perennial",31,7.087414,0.130791,0.023491,0.001494
"Thlaspi arvense","annual",613,6.975984,0.189545,0.007656,7.6e-05
"Xerodraba patagonica","perennial",4,6.572212,0.064941,0.03247,0.011576
"Xerodraba pectinata","no_life_form_on_database",4,6.506482,0.064922,0.032461,0.011576
"Xerodraba pycnophylloides","no_life_form_on_database",5,6.547124,0.055817,0.024962,0.009261
