"species","life_form","n_bio_1","mean_bio_1","sd_bio_1","se_bio_1","within_sp_var_bio_1"
"Acnistus arborescens","perennial",133,5.683179,0.013512,0.001172,2e-06
"Anisodus acutangulus","perennial",NA,NA,NA,NA,NA
"Anisodus carniolicoides","perennial",NA,NA,NA,NA,NA
"Anisodus luridus","perennial",17,5.631882,0.019704,0.004779,1.2e-05
"Anisodus tanguticus","perennial",37,5.625313,0.013926,0.002289,5e-06
"Anthocercis angustifolia","perennial",4,5.663995,0.004127,0.002063,5e-05
"Anthocercis gracilis","perennial",1,5.676583,NA,NA,2e-04
"Anthocercis ilicifolia","perennial",NA,NA,NA,NA,NA
"Anthocercis intricata","perennial",4,5.685617,0.002191,0.001095,5e-05
"Anthocercis littorea","perennial",27,5.676185,0.007862,0.001513,7e-06
"Anthocercis myosotidea","perennial",NA,NA,NA,NA,NA
"Anthocercis racemosa","perennial",NA,NA,NA,NA,NA
"Anthocercis sylvicola","perennial",1,5.663481,NA,NA,2e-04
"Anthocercis viscosa","perennial",NA,NA,NA,NA,NA
"Anthotroche blackii","perennial",NA,NA,NA,NA,NA
"Anthotroche myoporoides","perennial",3,5.685561,0.001931,0.001115,6.7e-05
"Anthotroche pannosa","perennial",44,5.683398,0.006354,0.000958,5e-06
"Anthotroche walcottii","perennial",7,5.684716,0.003546,0.00134,2.9e-05
"Athenaea pogogena","perennial",15,5.682618,0.009652,0.002492,1.3e-05
"Atropa belladonna","perennial",146,5.64546,0.009782,0.00081,1e-06
"Atropa komarovii","perennial",NA,NA,NA,NA,NA
"Atropanthe sinensis","perennial",5,5.663057,0.004337,0.00194,4e-05
"Aureliana fasciculata","perennial",80,5.685298,0.010368,0.001159,3e-06
"Benthamiella patagonica","perennial",26,5.63708,0.009314,0.001827,8e-06
"Benthamiella skottsbergii","perennial",3,5.638398,0.006941,0.004007,6.7e-05
"Bouchetia anomala","perennial",9,5.663596,0.009398,0.003133,2.2e-05
"Bouchetia erecta","perennial",6,5.67063,0.011489,0.00469,3.3e-05
"Brachistus stramonifolius","perennial",33,5.674739,0.011814,0.002057,6e-06
"Browallia eludens","annual",4,5.661732,0.005882,0.002941,5e-05
"Browallia speciosa","annual",25,5.678102,0.014168,0.002834,8e-06
"Brugmansia arborea","perennial",10,5.679965,0.019684,0.006225,2e-05
"Brugmansia aurea","perennial",24,5.667901,0.010445,0.002132,8e-06
"Brugmansia sanguinea","perennial",24,5.65359,0.017937,0.003661,8e-06
"Brunfelsia americana","perennial",NA,NA,NA,NA,NA
"Brunfelsia uniflora","perennial",107,5.688882,0.012431,0.001202,2e-06
"Calibrachoa parviflora","perennial",118,5.67822,0.009828,0.000905,2e-06
"Calibrachoa pygmaea","annual",7,5.679705,0.003341,0.001263,2.9e-05
"Calibrachoa sellowiana","perennial",11,5.668254,0.004961,0.001496,1.8e-05
"Capsicum annuum","annual",112,5.688816,0.011966,0.001131,2e-06
"Capsicum baccatum","perennial",71,5.686146,0.010385,0.001232,3e-06
"Capsicum campylopodium","annual",7,5.684126,0.005476,0.00207,2.9e-05
"Capsicum cardenasii","no_life_form_on_database",1,5.64102,NA,NA,2e-04
"Capsicum ceratocalyx","no_life_form_on_database",1,5.668673,NA,NA,2e-04
