"species","life_form","n_bio_5","mean_bio_5","sd_bio_5","se_bio_5","within_sp_var_bio_5"
"Lupinus albescens","perennial",18,5.711919,0.005643,0.00133,9e-06
"Lupinus albicaulis","annual",38,5.703675,0.014196,0.002303,4e-06
"Lupinus albifrons","perennial",45,5.707098,0.015598,0.002325,4e-06
"Lupinus albus","annual",13,5.705965,0.011246,0.003119,1.2e-05
"Lupinus anatolicus","annual",NA,NA,NA,NA,NA
"Lupinus andersonii","perennial",37,5.702892,0.015082,0.002479,4e-06
"Lupinus angustifolius","annual",113,5.705032,0.010217,0.000961,1e-06
"Lupinus arboreus","perennial",28,5.700347,0.011251,0.002126,6e-06
"Lupinus arcticus","perennial",200,5.667656,0.011662,0.000825,1e-06
"Lupinus argenteus","perennial",183,5.705682,0.012353,0.000913,1e-06
"Lupinus arizonicus","annual",59,5.734817,0.015441,0.00201,3e-06
"Lupinus arvensis","perennial",NA,NA,NA,NA,NA
"Lupinus aschenbornii","perennial",12,5.685494,0.022783,0.006577,1.3e-05
"Lupinus atlanticus","annual",NA,NA,NA,NA,NA
"Lupinus aureonitens","annual",1,5.705614,NA,NA,0.000162
"Lupinus ballianus","perennial",14,5.667866,0.014035,0.003751,1.2e-05
"Lupinus bandelierae","perennial",NA,NA,NA,NA,NA
"Lupinus bangii","perennial",NA,NA,NA,NA,NA
"Lupinus benthamii","annual",20,5.718487,0.012069,0.002699,8e-06
"Lupinus bicolor","annual",78,5.71141,0.017928,0.00203,2e-06
"Lupinus bogotensis","perennial",14,5.668883,0.023465,0.006271,1.2e-05
"Lupinus bracteolaris","annual",17,5.703607,0.00772,0.001872,1e-05
"Lupinus brevicaulis","annual",96,5.720419,0.009674,0.000987,2e-06
"Lupinus breweri","perennial",19,5.691753,0.013799,0.003166,9e-06
"Lupinus cervinus","perennial",3,5.679637,0.008325,0.004806,5.4e-05
"Lupinus chachas","perennial",NA,NA,NA,NA,NA
"Lupinus chamissonis","perennial",18,5.708314,0.016212,0.003821,9e-06
"Lupinus chrysanthus","perennial",NA,NA,NA,NA,NA
"Lupinus citrinus","annual",NA,NA,NA,NA,NA
"Lupinus concinnus","annual",89,5.723048,0.017664,0.001872,2e-06
"Lupinus cosentinii","annual",14,5.713151,0.00922,0.002464,1.2e-05
"Lupinus crotalarioides","perennial",9,5.706451,0.005342,0.001781,1.8e-05
"Lupinus cumulicola","perennial",NA,NA,NA,NA,NA
"Lupinus diffusus","perennial",30,5.71527,0.001667,0.000304,5e-06
"Lupinus digitatus","annual",NA,NA,NA,NA,NA
"Lupinus duranii","perennial",1,5.699607,NA,NA,0.000162
"Lupinus elegans","perennial",39,5.693897,0.013576,0.002174,4e-06
"Lupinus ellsworthianus","perennial",NA,NA,NA,NA,NA
"Lupinus excubitus","perennial",31,5.720033,0.014664,0.002634,5e-06
"Lupinus flavoculatus","annual",21,5.728814,0.009185,0.002004,8e-06
"Lupinus formosus","perennial",35,5.707848,0.018067,0.003054,5e-06
"Lupinus gibertianus","annual",27,5.704433,0.012219,0.002352,6e-06
"Lupinus grayi","perennial",16,5.708877,0.011247,0.002812,1e-05
"Lupinus guadalupensis","annual",3,5.674955,0.009152,0.005284,5.4e-05
"Lupinus guaraniticus","perennial",13,5.700666,0.006921,0.00192,1.2e-05
"Lupinus havardii","annual",5,5.729277,0.005117,0.002288,3.2e-05
"Lupinus hirsutissimus","annual",28,5.713586,0.016738,0.003163,6e-06
"Lupinus hispanicus","annual",32,5.710937,0.010027,0.001773,5e-06
"Lupinus huachucanus","perennial",8,5.710523,0.015887,0.005617,2e-05
"Lupinus huaronensis","perennial",NA,NA,NA,NA,NA
"Lupinus huigrensis","annual",NA,NA,NA,NA,NA
"Lupinus lanatus","perennial",13,5.699784,0.007927,0.002199,1.2e-05
"Lupinus latifolius","perennial",65,5.696078,0.016558,0.002054,2e-06
"Lupinus lepidus","perennial",14,5.700022,0.01162,0.003106,1.2e-05
"Lupinus leucophyllus","perennial",66,5.704822,0.009107,0.001121,2e-06
"Lupinus lindleyanus","annual",NA,NA,NA,NA,NA
"Lupinus linearis","annual",12,5.709406,0.007693,0.002221,1.3e-05
"Lupinus littoralis","perennial",12,5.692199,0.012615,0.003642,1.3e-05
"Lupinus luteolus","annual",26,5.705971,0.011631,0.002281,6e-06
"Lupinus luteus","annual",35,5.707213,0.011381,0.001924,5e-06
"Lupinus magnistipulatus","annual",5,5.695849,0.013166,0.005888,3.2e-05
"Lupinus mantaroensis","annual",NA,NA,NA,NA,NA
"Lupinus mexicanus","annual",21,5.697376,0.015178,0.003312,8e-06
