"species","life_form","n_bio_1","mean_bio_1","sd_bio_1","se_bio_1","within_sp_var_bio_1"
"Agathisanthemum bojeri","perennial",36,5.689624,0.011123,0.001854,6e-06
"Agathisanthemum chlorophyllum","perennial",2,5.674865,0.003882,0.002745,1e-04
"Agathisanthemum globosum","perennial",20,5.682792,0.009042,0.002022,1e-05
"Agathisanthemum quadricostatum","no_life_form_on_database",7,5.681286,0.008663,0.003274,2.9e-05
"Amphiasma luzuloides","perennial",4,5.672857,0.009819,0.004909,5e-05
"Amphiasma merenskyanum","perennial",6,5.683445,0.007248,0.002959,3.3e-05
"Amphistemon humbertii","perennial",1,5.696254,NA,NA,0.000201
"Amphistemon rakotonasolianus","perennial",2,5.700443,0.001182,0.000836,1e-04
"Arcytophyllum aristatum","perennial",5,5.659312,0.029297,0.013102,4e-05
"Arcytophyllum capitatum","no_life_form_on_database",NA,NA,NA,NA,NA
"Arcytophyllum ciliolatum","perennial",NA,NA,NA,NA,NA
"Arcytophyllum ericoides","perennial",NA,NA,NA,NA,NA
"Arcytophyllum filiforme","perennial",21,5.642014,0.010555,0.002303,1e-05
"Arcytophyllum lavarum","perennial",NA,NA,NA,NA,NA
"Arcytophyllum macbridei","perennial",NA,NA,NA,NA,NA
"Arcytophyllum muticum","perennial",23,5.649412,0.018569,0.003872,9e-06
"Arcytophyllum nitidum","perennial",22,5.652066,0.015775,0.003363,9e-06
"Arcytophyllum rivetii","perennial",12,5.652905,0.013254,0.003826,1.7e-05
"Arcytophyllum setosum","perennial",24,5.650387,0.011879,0.002425,8e-06
"Arcytophyllum thymifolium","perennial",29,5.654979,0.019637,0.003646,7e-06
"Arcytophyllum vernicosum","perennial",5,5.655787,0.008664,0.003875,4e-05
"Astiella delicatula","annual",5,5.694004,0.008825,0.003947,4e-05
"Astiella desseinii","no_life_form_on_database",NA,NA,NA,NA,NA
"Astiella latifolia","annual",7,5.689002,0.013484,0.005096,2.9e-05
"Astiella perrieri","annual",3,5.667148,0.009101,0.005254,6.7e-05
"Astiella tsaratanensis","no_life_form_on_database",6,5.674704,0.016022,0.006541,3.3e-05
"Batopedina pulvinellata","perennial",3,5.683069,0.001179,0.000681,6.7e-05
"Bouvardia glaberrima","perennial",21,5.66791,0.009128,0.001992,1e-05
"Carphalea madagascariensis","perennial",6,5.690345,0.005865,0.002394,3.3e-05
"Conostomium natalense","perennial",20,5.67404,0.00676,0.001512,1e-05
"Conostomium quadrangulare","annual",9,5.691906,0.013823,0.004608,2.2e-05
"Conostomium zoutpansbergense","perennial",1,5.682389,NA,NA,0.000201
"Cordylostigma microcala","annual",NA,NA,NA,NA,NA
"Cordylostigma virgatum","annual",45,5.688658,0.011748,0.001751,4e-06
"Crusea calocephala","perennial",59,5.686792,0.011061,0.00144,3e-06
"Crusea megalocarpa","annual",19,5.681805,0.011599,0.002661,1.1e-05
"Dentella repens","perennial",86,5.697609,0.007317,0.000789,2e-06
"Diodella teres","annual",160,5.687633,0.016721,0.001322,1e-06
"Diodia aulacosperma","annual",NA,NA,NA,NA,NA
"Diodia spicata","perennial",5,5.698797,0.004063,0.001817,4e-05
"Emmeorhiza umbellata","perennial",162,5.683406,0.012093,0.00095,1e-06
"Ernodea littoralis","perennial",45,5.698163,0.005563,0.000829,4e-06
"Exallage auricularia","perennial",NA,NA,NA,NA,NA
"Exallage chrysotricha","annual",1,5.667983,NA,NA,0.000201
"Exallage pachycarpa","annual",NA,NA,NA,NA,NA
"Galianthe brasiliensis","perennial",83,5.681312,0.008233,0.000904,2e-06
"Galianthe eupatorioides","perennial",39,5.688752,0.008368,0.00134,5e-06
"Hedyotis acutangula","perennial",12,5.683209,0.008149,0.002352,1.7e-05
"Hedyotis albonerva","perennial",NA,NA,NA,NA,NA
"Hedyotis angustifolia","annual",NA,NA,NA,NA,NA
"Hedyotis articularis","perennial",NA,NA,NA,NA,NA
"Hedyotis cantoniensis","perennial",NA,NA,NA,NA,NA
"Hedyotis capitellata","perennial",25,5.696427,0.009379,0.001876,8e-06
"Hedyotis cathayana","perennial",1,5.698937,NA,NA,0.000201
"Hedyotis caudatifolia","perennial",17,5.683505,0.007329,0.001778,1.2e-05
"Hedyotis cheniana","perennial",NA,NA,NA,NA,NA
"Hedyotis communis","perennial",1,5.695246,NA,NA,0.000201
"Hedyotis coprosmoides","perennial",NA,NA,NA,NA,NA
"Hedyotis coronaria","no_life_form_on_database",12,5.696766,0.006635,0.001915,1.7e-05
"Hedyotis corymbiformis","perennial",NA,NA,NA,NA,NA
"Hedyotis costata","no_life_form_on_database",NA,NA,NA,NA,NA
"Hedyotis cyanantha","annual",NA,NA,NA,NA,NA
"Hedyotis dendroides","perennial",NA,NA,NA,NA,NA
"Hedyotis dianxiensis","no_life_form_on_database",NA,NA,NA,NA,NA
"Hedyotis effusa","perennial",8,5.688748,0.003545,0.001253,2.5e-05
"Hedyotis fissistipula","no_life_form_on_database",NA,NA,NA,NA,NA
"Hedyotis flavescens","perennial",NA,NA,NA,NA,NA
"Hedyotis fruticosa","perennial",NA,NA,NA,NA,NA
"Hedyotis fruticulosa","perennial",NA,NA,NA,NA,NA
"Hedyotis fulva","no_life_form_on_database",NA,NA,NA,NA,NA
"Hedyotis gardneri","perennial",NA,NA,NA,NA,NA
"Hedyotis hedyotidea","perennial",57,5.683246,0.008117,0.001075,4e-06
"Hedyotis koana","no_life_form_on_database",NA,NA,NA,NA,NA
"Hedyotis korrorensis","perennial",NA,NA,NA,NA,NA
"Hedyotis kurzii","annual",NA,NA,NA,NA,NA
"Hedyotis lawsoniae","perennial",NA,NA,NA,NA,NA
"Hedyotis lessertiana var. lessertiana","perennial",NA,NA,NA,NA,NA
"Hedyotis lessertiana var. marginata","perennial",NA,NA,NA,NA,NA
"Hedyotis lindleyana","no_life_form_on_database",27,5.672475,0.015487,0.00298,7e-06
"Hedyotis macrosepala","no_life_form_on_database",NA,NA,NA,NA,NA
"Hedyotis macrostegia","no_life_form_on_database",1,5.642084,NA,NA,0.000201
"Hedyotis marginata","perennial",NA,NA,NA,NA,NA
"Hedyotis megalantha","perennial",NA,NA,NA,NA,NA
"Hedyotis minutopuberula","perennial",1,5.697261,NA,NA,0.000201
"Hedyotis nana","no_life_form_on_database",NA,NA,NA,NA,NA
"Hedyotis nodulosa","perennial",NA,NA,NA,NA,NA
"Hedyotis novoguineensis","perennial",3,5.696589,0.002096,0.00121,6.7e-05
"Hedyotis obscura","perennial",NA,NA,NA,NA,NA
"Hedyotis oligocephala","no_life_form_on_database",NA,NA,NA,NA,NA
"Hedyotis ovatifolia","annual",18,5.691858,0.014275,0.003365,1.1e-05
"Hedyotis pahompokae","no_life_form_on_database",NA,NA,NA,NA,NA
"Hedyotis parryi","perennial",NA,NA,NA,NA,NA
"Hedyotis philippensis","perennial",1,5.706279,NA,NA,0.000201
"Hedyotis pinifolia","annual",17,5.694094,0.011682,0.002833,1.2e-05
"Hedyotis pruinosa","perennial",NA,NA,NA,NA,NA
"Hedyotis pulchella","perennial",7,5.691236,0.012213,0.004616,2.9e-05
"Hedyotis purpurascens","perennial",NA,NA,NA,NA,NA
"Hedyotis quinquenervia","no_life_form_on_database",NA,NA,NA,NA,NA
"Hedyotis rhinophylla","perennial",NA,NA,NA,NA,NA
"Hedyotis rigida","annual",NA,NA,NA,NA,NA
"Hedyotis rivalis","perennial",NA,NA,NA,NA,NA
"Hedyotis santapaui","no_life_form_on_database",NA,NA,NA,NA,NA
"Hedyotis scabra","no_life_form_on_database",NA,NA,NA,NA,NA
"Hedyotis scandens","perennial",10,5.670821,0.007404,0.002341,2e-05
"Hedyotis schlechteri","no_life_form_on_database",5,5.685985,0.018892,0.008449,4e-05
"Hedyotis shiuyingiae","no_life_form_on_database",NA,NA,NA,NA,NA
"Hedyotis stipulata","no_life_form_on_database",NA,NA,NA,NA,NA
"Hedyotis stylosa","perennial",NA,NA,NA,NA,NA
"Hedyotis swertioides","perennial",NA,NA,NA,NA,NA
"Hedyotis tenelliflora","annual",76,5.683059,0.010153,0.001165,3e-06
"Hedyotis thwaitesii","perennial",NA,NA,NA,NA,NA
"Hedyotis travancorica","perennial",NA,NA,NA,NA,NA
"Hedyotis trichoclada","no_life_form_on_database",6,5.646356,0.02525,0.010308,3.3e-05
"Hedyotis tridentata","perennial",NA,NA,NA,NA,NA
"Hedyotis trimenii","perennial",NA,NA,NA,NA,NA
"Hedyotis uncinella","perennial",48,5.681693,0.010074,0.001454,4e-06
"Hedyotis uniflora","no_life_form_on_database",NA,NA,NA,NA,NA
"Hedyotis valetoniana","no_life_form_on_database",NA,NA,NA,NA,NA
"Hedyotis verticillata","annual",13,5.690328,0.016306,0.004522,1.5e-05
"Hedyotis vestita","annual",2,5.698602,0,0,1e-04
"Hedythyrsus spermacocinus","perennial",3,5.682045,0.002911,0.001681,6.7e-05
"Houstonia acerosa","perennial",21,5.669032,0.010478,0.002286,1e-05
"Houstonia caerulea","perennial",154,5.653714,0.013762,0.001109,1e-06
"Houstonia canadensis","perennial",12,5.643895,0.006466,0.001867,1.7e-05
"Houstonia correllii","annual",NA,NA,NA,NA,NA
"Houstonia croftiae","annual",2,5.690696,0.002627,0.001858,1e-04
"Houstonia humifusa","annual",NA,NA,NA,NA,NA
"Houstonia longifolia","perennial",158,5.647105,0.016319,0.001298,1e-06
"Houstonia micrantha","annual",32,5.671073,0.005382,0.000951,6e-06
"Houstonia ouachitana","perennial",2,5.665556,0.004408,0.003117,1e-04
"Houstonia palmeri","perennial",11,5.677814,0.009923,0.002992,1.8e-05
"Houstonia parviflora","annual",NA,NA,NA,NA,NA
"Houstonia procumbens","perennial",35,5.682344,0.005708,0.000965,6e-06
"Houstonia purpurea","perennial",76,5.661978,0.009644,0.001106,3e-06
"Houstonia pusilla","annual",124,5.667377,0.008935,0.000802,2e-06
"Houstonia rosea","annual",NA,NA,NA,NA,NA
"Houstonia rubra","perennial",47,5.662565,0.008757,0.001277,4e-06
"Houstonia serpyllifolia","perennial",9,5.649898,0.008776,0.002925,2.2e-05
"Houstonia sharpii","no_life_form_on_database",2,5.670723,0.00877,0.006201,1e-04
"Houstonia spellenbergii","perennial",1,5.659308,NA,NA,0.000201
"Houstonia subviscosa","annual",NA,NA,NA,NA,NA
"Houstonia teretifolia","no_life_form_on_database",1,5.692553,NA,NA,0.000201
"Houstonia wrightii","perennial",55,5.658257,0.013327,0.001797,4e-06
"Kadua acuminata","no_life_form_on_database",3,5.686264,0.016438,0.00949,6.7e-05
"Kadua affinis","perennial",NA,NA,NA,NA,NA
"Kadua axillaris","perennial",NA,NA,NA,NA,NA
"Kadua centranthoides","no_life_form_on_database",6,5.672557,0.013712,0.005598,3.3e-05
"Kadua cordata","perennial",NA,NA,NA,NA,NA
"Kadua coriacea","perennial",NA,NA,NA,NA,NA
"Kadua degeneri","perennial",NA,NA,NA,NA,NA
"Kadua elatior","perennial",NA,NA,NA,NA,NA
"Kadua fluviatilis","no_life_form_on_database",2,5.687989,0.003592,0.00254,1e-04
"Kadua flynnii","perennial",NA,NA,NA,NA,NA
"Kadua foggiana","perennial",NA,NA,NA,NA,NA
"Kadua fosbergii","no_life_form_on_database",NA,NA,NA,NA,NA
"Kadua laxiflora","no_life_form_on_database",NA,NA,NA,NA,NA
"Kadua littoralis","perennial",NA,NA,NA,NA,NA
"Kadua parvula","no_life_form_on_database",1,5.6939,NA,NA,0.000201
"Kadua romanzoffiensis","no_life_form_on_database",NA,NA,NA,NA,NA
"Kadua tahuatensis","perennial",NA,NA,NA,NA,NA
"Kohautia amatymbica","annual",25,5.666726,0.009099,0.00182,8e-06
"Kohautia caespitosa","annual",18,5.69566,0.013841,0.003262,1.1e-05
"Kohautia coccinea","annual",54,5.678358,0.010125,0.001378,4e-06
"Kohautia cynanchica","annual",58,5.679199,0.008029,0.001054,3e-06
"Kohautia longifolia","annual",19,5.68801,0.009609,0.002204,1.1e-05
"Kohautia obtusiloba","annual",10,5.696343,0.005215,0.001649,2e-05
"Kohautia subverticillata","annual",NA,NA,NA,NA,NA
"Kohautia virgata","perennial",84,5.686668,0.010752,0.001173,2e-06
"Lathraeocarpa acicularis","perennial",0,NA,NA,NA,Inf
"Lelya osteocarpa","perennial",7,5.678101,0.01042,0.003938,2.9e-05
"Lelya prostrata","perennial",5,5.675332,0.006502,0.002908,4e-05
"Leptopetalum foetidum","no_life_form_on_database",NA,NA,NA,NA,NA
"Leptopetalum grayi","no_life_form_on_database",NA,NA,NA,NA,NA
"Manettia alba","perennial",19,5.694296,0.010068,0.00231,1.1e-05
"Manettia lygistum","perennial",NA,NA,NA,NA,NA
"Metabolos decipiens","no_life_form_on_database",NA,NA,NA,NA,NA
"Metabolos rugosus","no_life_form_on_database",NA,NA,NA,NA,NA
"Mitracarpus frigidus","perennial",70,5.69119,0.01363,0.001629,3e-06
"Mitracarpus microspermus","no_life_form_on_database",21,5.697668,0.004199,0.000916,1e-05
"Mitrasacmopsis quadrivalvis","no_life_form_on_database",19,5.680875,0.00721,0.001654,1.1e-05
"Neanotis calycina","annual",2,5.658262,0.000493,0.000349,1e-04
"Neanotis gracilis","annual",NA,NA,NA,NA,NA
"Neanotis hirsuta","annual",67,5.669832,0.011668,0.001425,3e-06
"Neanotis indica","annual",2,5.676176,0.015991,0.011307,1e-04
"Neanotis kwangtungensis","annual",9,5.682314,0.009154,0.003051,2.2e-05
"Neanotis monosperma","annual",NA,NA,NA,NA,NA
"Neanotis nummularia","annual",NA,NA,NA,NA,NA
