"species","life_form","n_bio_1","mean_bio_1","sd_bio_1","se_bio_1","within_sp_var_bio_1"
"Lupinus albescens","perennial",18,5.679441,0.00481,0.001134,1.1e-05
"Lupinus albicaulis","annual",38,5.648212,0.012563,0.002038,5e-06
"Lupinus albifrons","perennial",45,5.656471,0.011799,0.001759,4e-06
"Lupinus albus","annual",13,5.666596,0.008142,0.002258,1.5e-05
"Lupinus anatolicus","annual",NA,NA,NA,NA,NA
"Lupinus andersonii","perennial",37,5.644608,0.017286,0.002842,5e-06
"Lupinus angustifolius","annual",113,5.662055,0.008704,0.000819,2e-06
"Lupinus arboreus","perennial",28,5.658751,0.011113,0.0021,7e-06
"Lupinus arcticus","perennial",200,5.591988,0.016751,0.001184,1e-06
"Lupinus argenteus","perennial",183,5.638102,0.01442,0.001066,1e-06
"Lupinus arizonicus","annual",59,5.685272,0.012265,0.001597,3e-06
"Lupinus arvensis","perennial",NA,NA,NA,NA,NA
"Lupinus aschenbornii","perennial",12,5.655278,0.020255,0.005847,1.7e-05
"Lupinus atlanticus","annual",NA,NA,NA,NA,NA
"Lupinus aureonitens","annual",1,5.667637,NA,NA,0.000201
"Lupinus ballianus","perennial",14,5.650696,0.01376,0.003678,1.4e-05
"Lupinus bandelierae","perennial",NA,NA,NA,NA,NA
"Lupinus bangii","perennial",NA,NA,NA,NA,NA
"Lupinus benthamii","annual",20,5.665113,0.008257,0.001846,1e-05
"Lupinus bicolor","annual",78,5.661846,0.012862,0.001456,3e-06
"Lupinus bogotensis","perennial",14,5.653827,0.022611,0.006043,1.4e-05
"Lupinus bracteolaris","annual",17,5.674731,0.005985,0.001452,1.2e-05
"Lupinus brevicaulis","annual",96,5.653482,0.011589,0.001183,2e-06
"Lupinus breweri","perennial",19,5.633294,0.012597,0.00289,1.1e-05
"Lupinus cervinus","perennial",3,5.641716,0.006441,0.003719,6.7e-05
"Lupinus chachas","perennial",NA,NA,NA,NA,NA
"Lupinus chamissonis","perennial",18,5.663311,0.012537,0.002955,1.1e-05
"Lupinus chrysanthus","perennial",NA,NA,NA,NA,NA
"Lupinus citrinus","annual",NA,NA,NA,NA,NA
"Lupinus concinnus","annual",89,5.670918,0.013641,0.001446,2e-06
"Lupinus cosentinii","annual",14,5.673537,0.00379,0.001013,1.4e-05
"Lupinus crotalarioides","perennial",9,5.684496,0.004471,0.00149,2.2e-05
"Lupinus cumulicola","perennial",NA,NA,NA,NA,NA
"Lupinus diffusus","perennial",30,5.682244,0.007987,0.001458,7e-06
"Lupinus digitatus","annual",NA,NA,NA,NA,NA
"Lupinus duranii","perennial",1,5.634254,NA,NA,0.000201
"Lupinus elegans","perennial",39,5.665561,0.012072,0.001933,5e-06
"Lupinus ellsworthianus","perennial",NA,NA,NA,NA,NA
"Lupinus excubitus","perennial",31,5.666893,0.014192,0.002549,6e-06
"Lupinus flavoculatus","annual",21,5.663635,0.009614,0.002098,1e-05
"Lupinus formosus","perennial",35,5.657104,0.014439,0.002441,6e-06
"Lupinus gibertianus","annual",27,5.674329,0.009501,0.001828,7e-06
"Lupinus grayi","perennial",16,5.647058,0.011831,0.002958,1.3e-05
"Lupinus guadalupensis","annual",3,5.661726,0.007407,0.004276,6.7e-05
"Lupinus guaraniticus","perennial",13,5.674609,0.006947,0.001927,1.5e-05
"Lupinus havardii","annual",5,5.677599,0.00505,0.002258,4e-05
"Lupinus hirsutissimus","annual",28,5.669041,0.012532,0.002368,7e-06
"Lupinus hispanicus","annual",32,5.659453,0.00774,0.001368,6e-06
"Lupinus huachucanus","perennial",8,5.661083,0.010945,0.00387,2.5e-05
"Lupinus huaronensis","perennial",NA,NA,NA,NA,NA
