"species","life_form","n_bio_15","mean_bio_15","sd_bio_15","se_bio_15","within_sp_var_bio_15"
"Chaunanthus acuminatus","perennial",1,4.615121,NA,NA,0.220168
"Chaunanthus petiolatus","perennial",2,4.297262,0.009621,0.006803,0.110084
"Chilocardamum castellanosii","perennial",3,3.835179,0.045396,0.026209,0.073389
"Chilocardamum patagonicum","perennial",10,3.46249,0.300775,0.095113,0.022017
"Chlorocrambe hastata","perennial",5,3.371019,0.449529,0.201035,0.044034
"Dictyophragmus englerianus","annual",NA,NA,NA,NA,NA
"Dictyophragmus punensis","annual",1,4.65396,NA,NA,0.220168
"Dryopetalon auriculatum","annual",NA,NA,NA,NA,NA
"Dryopetalon paysonii","no_life_form_on_database",NA,NA,NA,NA,NA
"Dryopetalon runcinatum","annual",29,4.407208,0.278782,0.051769,0.007592
"Englerocharis pauciflora","perennial",NA,NA,NA,NA,NA
"Hesperidanthus argillaceus","perennial",NA,NA,NA,NA,NA
"Hesperidanthus barnebyi","perennial",NA,NA,NA,NA,NA
"Hesperidanthus jaegeri","perennial",1,3.931826,NA,NA,0.220168
"Hesperidanthus linearifolius","perennial",69,4.106984,0.378621,0.045581,0.003191
"Ivania cremnophila","perennial",1,4.75359,NA,NA,0.220168
"Ivania juncalensis","no_life_form_on_database",NA,NA,NA,NA,NA
"Mostacillastrum andinum","perennial",7,3.889548,0.456263,0.172451,0.031453
"Mostacillastrum commune","perennial",12,3.923758,0.399358,0.115285,0.018347
"Mostacillastrum gracile","perennial",3,4.972313,0.302437,0.174612,0.073389
"Mostacillastrum leptocarpum","perennial",5,3.805217,0.301931,0.135028,0.044034
"Mostacillastrum orbignyanum","perennial",25,4.312532,0.446452,0.08929,0.008807
"Mostacillastrum sagittatum","no_life_form_on_database",NA,NA,NA,NA,NA
"Mostacillastrum stenophyllum","perennial",12,4.341965,0.141646,0.04089,0.018347
"Mostacillastrum subauriculatum","annual",NA,NA,NA,NA,NA
"Mostacillastrum subscandens","perennial",3,3.171774,0.311132,0.179632,0.073389
"Mostacillastrum vaseyi","no_life_form_on_database",NA,NA,NA,NA,NA
"Neuontobotrys frutescens","perennial",12,4.432419,0.280263,0.080905,0.018347
"Neuontobotrys grayana","no_life_form_on_database",NA,NA,NA,NA,NA
"Neuontobotrys lanata","perennial",7,4.979644,0.382204,0.14446,0.031453
"Neuontobotrys linearifolia","perennial",NA,NA,NA,NA,NA
"Neuontobotrys tarapacana","perennial",15,4.880777,0.320374,0.08272,0.014678
"Parodiodoxa chionophila","perennial",8,4.666644,0.167547,0.059237,0.027521
"Phlebolobium maclovianum","perennial",NA,NA,NA,NA,NA
"Phravenia viereckii","no_life_form_on_database",NA,NA,NA,NA,NA
"Polypsecadium adscendens","perennial",NA,NA,NA,NA,NA
"Polypsecadium effusum","no_life_form_on_database",NA,NA,NA,NA,NA
"Polypsecadium grandiflorum","annual",4,4.59681,0.148559,0.07428,0.055042
"Polypsecadium harmsianum","annual",4,4.504794,0.093955,0.046978,0.055042
"Polypsecadium magellanicum","perennial",6,3.164575,0.357792,0.146068,0.036695
"Polypsecadium rusbyi","no_life_form_on_database",NA,NA,NA,NA,NA
"Polypsecadium solidagineum","no_life_form_on_database",NA,NA,NA,NA,NA
"Polypsecadium tucumanense","perennial",1,4.521789,NA,NA,0.220168
"Pringlea antiscorbutica","no_life_form_on_database",NA,NA,NA,NA,NA
"Romanschulzia arabiformis","annual",15,4.500637,0.161844,0.041788,0.014678
"Romanschulzia costaricensis","annual",2,3.93775,0.123888,0.087602,0.110084
"Sarcodraba dusenii","perennial",2,3.342306,0.490129,0.346574,0.110084
"Sibara angelorum","no_life_form_on_database",10,4.400897,0.113471,0.035883,0.022017
"Sibara deserti","annual",6,3.880706,0.338324,0.13812,0.036695
"Sibara laxa","no_life_form_on_database",17,4.404157,0.118047,0.028631,0.012951
"Sibara macrostachya","no_life_form_on_database",NA,NA,NA,NA,NA
"Sibara mendocina","no_life_form_on_database",NA,NA,NA,NA,NA
"Sibara tehuelches","no_life_form_on_database",NA,NA,NA,NA,NA
"Stanleya elata","perennial",16,3.665431,0.479182,0.119796,0.01376
"Stanleya pinnata","perennial",150,3.701387,0.495336,0.040444,0.001468
"Stanleya tomentosa","perennial",NA,NA,NA,NA,NA
"Streptanthella longirostris","no_life_form_on_database",94,3.674676,0.420266,0.043347,0.002342
"Streptanthus amplexicaulis","annual",NA,NA,NA,NA,NA
"Streptanthus anceps","annual",NA,NA,NA,NA,NA
"Streptanthus barbatus","perennial",6,4.283218,0.135328,0.055247,0.036695
"Streptanthus barbiger","annual",3,4.457795,0.035598,0.020553,0.073389
"Streptanthus batrachopus","annual",1,4.49981,NA,NA,0.220168
"Streptanthus bernardinus","perennial",4,4.393202,0.057548,0.028774,0.055042
"Streptanthus brachiatus","perennial",1,4.49981,NA,NA,0.220168
"Streptanthus bracteatus","annual",3,3.366899,0.034498,0.019917,0.073389
"Streptanthus breweri","annual",9,4.47398,0.068999,0.023,0.024463
"Streptanthus californicus","annual",NA,NA,NA,NA,NA
"Streptanthus callistus","annual",NA,NA,NA,NA,NA
"Streptanthus campestris","perennial",15,4.246516,0.259701,0.067055,0.014678
"Streptanthus carinatus","annual",19,4.324126,0.148995,0.034182,0.011588
"Streptanthus cooperi","annual",NA,NA,NA,NA,NA
"Streptanthus cordatus","perennial",62,3.504425,0.504429,0.064063,0.003551
"Streptanthus coulteri","annual",1,4.532599,NA,NA,0.220168
"Streptanthus crassicaulis","perennial",NA,NA,NA,NA,NA
"Streptanthus cutleri","annual",1,4.110874,NA,NA,0.220168
"Streptanthus diversifolius","annual",5,4.423121,0.036173,0.016177,0.044034
"Streptanthus farnsworthianus","annual",2,4.424829,0.008468,0.005988,0.110084
"Streptanthus fenestratus","annual",1,4.442651,NA,NA,0.220168
