"species","life_form","n_bio_5","mean_bio_5","sd_bio_5","se_bio_5","within_sp_var_bio_5"
"Cyphocardamum aretioides","perennial",NA,NA,NA,NA,NA
"Delpinophytum patagonicum","perennial",3,5.685311,0.008519,0.004918,5.4e-05
"Lepidium aegrum","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium affghanum","perennial",NA,NA,NA,NA,NA
"Lepidium afghanicum","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium africanum","annual",8,5.697144,0.016426,0.005807,2e-05
"Lepidium alluaudii","no_life_form_on_database",4,5.738119,0.013229,0.006614,4e-05
"Lepidium alyssoides","perennial",55,5.717799,0.013723,0.00185,3e-06
"Lepidium angustissimum","annual",NA,NA,NA,NA,NA
"Lepidium apetalum","annual",192,5.691098,0.022616,0.001632,1e-06
"Lepidium appelianum","perennial",NA,NA,NA,NA,NA
"Lepidium apterum","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium arbuscula","perennial",NA,NA,NA,NA,NA
"Lepidium armoracia","perennial",3,5.698155,0.000844,0.000487,5.4e-05
"Lepidium aschersonii","perennial",12,5.704403,0.009984,0.002882,1.3e-05
"Lepidium aucheri","annual",5,5.748017,0.013184,0.005896,3.2e-05
"Lepidium auriculatum","annual",45,5.703163,0.018796,0.002802,4e-06
"Lepidium austrinum","annual",58,5.723813,0.008639,0.001134,3e-06
"Lepidium banksii","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium bidentatum","perennial",NA,NA,NA,NA,NA
"Lepidium bipinnatifidum","perennial",31,5.671748,0.02166,0.00389,5e-06
"Lepidium biplicatum","perennial",5,5.722662,0.010017,0.00448,3.2e-05
"Lepidium bonariense","annual",99,5.702979,0.016566,0.001665,2e-06
"Lepidium botschantsevianum","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium brachyotum","perennial",1,5.704282,NA,NA,0.000162
"Lepidium brevicaule","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium campestre","annual",108,5.690579,0.011458,0.001103,1e-06
"Lepidium capense","perennial",4,5.702673,0.008337,0.004169,4e-05
"Lepidium capitatum","annual",44,5.663206,0.011925,0.001798,4e-06
"Lepidium cardamines","no_life_form_on_database",8,5.71862,0.004786,0.001692,2e-05
"Lepidium cardiophyllum","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium cartilagineum","perennial",21,5.703524,0.011271,0.00246,8e-06
"Lepidium chalepense","perennial",15,5.719304,0.02117,0.005466,1.1e-05
"Lepidium chichicara","perennial",16,5.671492,0.018133,0.004533,1e-05
"Lepidium cordatum","perennial",6,5.68809,0.021016,0.00858,2.7e-05
"Lepidium coronopifolium","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium coronopus","annual",66,5.693921,0.014362,0.001768,2e-06
"Lepidium costaricense","no_life_form_on_database",25,5.701864,0.01777,0.003554,6e-06
"Lepidium crassum","no_life_form_on_database",1,5.673839,NA,NA,0.000162
"Lepidium davisii","perennial",6,5.719318,0.004833,0.001973,2.7e-05
"Lepidium depressum","no_life_form_on_database",5,5.65095,0.015778,0.007056,3.2e-05
"Lepidium desertorum","annual",14,5.713837,0.008924,0.002385,1.2e-05
"Lepidium desvauxii","perennial",16,5.683888,0.012571,0.003143,1e-05
"Lepidium dictyotum","annual",36,5.722791,0.010995,0.001832,4e-06
"Lepidium didymum","annual",63,5.697826,0.021891,0.002758,3e-06
"Lepidium divaricatum subsp. trifurcum","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium draba","perennial",168,5.706032,0.013308,0.001027,1e-06
"Lepidium echinatum","perennial",20,5.73824,0.004245,0.000949,8e-06
"Lepidium englerianum","annual",NA,NA,NA,NA,NA
"Lepidium fasciculatum","annual",70,5.717484,0.007455,0.000891,2e-06
"Lepidium ferganense","perennial",5,5.704148,0.013068,0.005844,3.2e-05
"Lepidium flavum","annual",28,5.727726,0.013455,0.002543,6e-06
"Lepidium flexicaule","perennial",6,5.6776,0.004815,0.001966,2.7e-05
"Lepidium foliosum","perennial",17,5.688761,0.012759,0.003095,1e-05
"Lepidium fremontii","perennial",52,5.730205,0.013868,0.001923,3e-06
"Lepidium graminifolium","perennial",84,5.705644,0.009976,0.001088,2e-06
"Lepidium heterophyllum","perennial",56,5.701288,0.014592,0.00195,3e-06
"Lepidium hirtum subsp. hirtum","no_life_form_on_database",15,5.703905,0.00683,0.001763,1.1e-05
"Lepidium jaredii","annual",2,5.72031,0.00255,0.001803,8.1e-05
"Lepidium johnstonii","annual",NA,NA,NA,NA,NA
"Lepidium juvencum","no_life_form_on_database",1,5.67212,NA,NA,0.000162
"Lepidium kawarau","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium kirilowii","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium kirkii","no_life_form_on_database",1,5.675554,NA,NA,0.000162
"Lepidium lacerum","perennial",NA,NA,NA,NA,NA
"Lepidium lacerum subsp. rubtzovii","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium lasiocarpum","annual",135,5.728596,0.013633,0.001173,1e-06
"Lepidium latifolium","perennial",224,5.698837,0.018194,0.001216,1e-06
"Lepidium latipes","annual",19,5.71487,0.016022,0.003676,9e-06
"Lepidium leptopetalum","perennial",32,5.716481,0.006776,0.001198,5e-06
"Lepidium limenophylax de","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium linifolium","perennial",7,5.721401,0.01163,0.004396,2.3e-05
"Lepidium lipskyi","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium litwinowii","perennial",NA,NA,NA,NA,NA
"Lepidium lyratum","perennial",NA,NA,NA,NA,NA
"Lepidium meyenii","perennial",20,5.658867,0.018456,0.004127,8e-06
"Lepidium montanum","annual",94,5.718876,0.013083,0.001349,2e-06
"Lepidium myriocarpum","perennial",3,5.694655,0.009655,0.005574,5.4e-05
"Lepidium naufragorum","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium navasii","perennial",NA,NA,NA,NA,NA
"Lepidium nesophilum","perennial",NA,NA,NA,NA,NA
"Lepidium niloticum","annual",NA,NA,NA,NA,NA
"Lepidium nitidum","annual",47,5.715472,0.018418,0.002687,3e-06
"Lepidium oblongum","annual",136,5.718121,0.017769,0.001524,1e-06
"Lepidium obtusatum","perennial",1,5.675554,NA,NA,0.000162
"Lepidium oleraceum","annual",NA,NA,NA,NA,NA
"Lepidium oligodontum de","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium orbiculare","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium orientale","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium oxycarpum","annual",11,5.715228,0.013115,0.003954,1.5e-05
"Lepidium oxytrichum","annual",210,5.72941,0.008082,0.000558,1e-06
"Lepidium paniculatum","no_life_form_on_database",3,5.709928,0.00239,0.00138,5.4e-05
"Lepidium papilliferum","annual",3,5.722761,0.004538,0.00262,5.4e-05
"Lepidium papillosum","annual",62,5.720652,0.007816,0.000993,3e-06
"Lepidium patrinoides","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium pavlovii","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium pedicellosum","perennial",24,5.737901,0.005581,0.001139,7e-06
"Lepidium perfoliatum","annual",108,5.708259,0.012964,0.001247,1e-06
"Lepidium phlebopetalum","annual",235,5.728736,0.010003,0.000653,1e-06
"Lepidium pholidogynum","annual",26,5.737281,0.00859,0.001685,6e-06
"Lepidium pinnatifidum","annual",14,5.713464,0.018092,0.004835,1.2e-05
"Lepidium pinnatum","perennial",4,5.69987,0.013811,0.006906,4e-05
"Lepidium platypetalum","perennial",46,5.734465,0.007735,0.00114,4e-06
"Lepidium pseudohyssopifolium","annual",63,5.710604,0.01027,0.001294,3e-06
"Lepidium pseudopapillosum","annual",4,5.714447,0.008721,0.00436,4e-05
"Lepidium pseudotasmanicum","annual",46,5.695601,0.011261,0.00166,4e-06
"Lepidium quitense","no_life_form_on_database",1,5.678294,NA,NA,0.000162
"Lepidium rahmeri","annual",7,5.669355,0.004347,0.001643,2.3e-05
"Lepidium ramosissimum","annual",107,5.693891,0.012666,0.001224,2e-06
"Lepidium rekohuense de","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium rhytidocarpum","perennial",NA,NA,NA,NA,NA
"Lepidium rigidum","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium rotundum","perennial",53,5.713277,0.010491,0.001441,3e-06
"Lepidium ruderale","annual",349,5.692596,0.011297,0.000605,0
"Lepidium sagittatum","perennial",NA,NA,NA,NA,NA
"Lepidium sativum","annual",91,5.714141,0.027437,0.002876,2e-06
"Lepidium schinzii","perennial",12,5.700613,0.015409,0.004448,1.3e-05
"Lepidium seditiosum de","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium serra","perennial",1,5.701613,NA,NA,0.000162
"Lepidium serratum","perennial",NA,NA,NA,NA,NA
"Lepidium silaifolium","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium sisymbrioides","no_life_form_on_database",4,5.672807,0.001611,0.000806,4e-05
"Lepidium solomonii","no_life_form_on_database",1,5.657564,NA,NA,0.000162
"Lepidium songaricum","perennial",NA,NA,NA,NA,NA
"Lepidium spinescens","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium spinosum","annual",13,5.703183,0.010151,0.002815,1.2e-05
"Lepidium strictum","annual",37,5.71385,0.015636,0.002571,4e-06
"Lepidium subcordatum","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium subulatum","perennial",27,5.714175,0.00917,0.001765,6e-06
"Lepidium tenuicaule","no_life_form_on_database",5,5.676775,0.005683,0.002542,3.2e-05
"Lepidium thurberi","annual",32,5.727948,0.011112,0.001964,5e-06
"Lepidium tiehmii","perennial",1,5.708272,NA,NA,0.000162
"Lepidium vesicarium","annual",8,5.714959,0.010907,0.003856,2e-05
"Lepidium villarsii subsp. villarsii","no_life_form_on_database",10,5.696915,0.015739,0.004977,1.6e-05
"Lepidium violaceum","perennial",NA,NA,NA,NA,NA
"Lepidium virginicum","annual",502,5.711226,0.012385,0.000553,0
"Lithodraba mendocinensis","perennial",5,5.687335,0.014229,0.006363,3.2e-05
