"species","life_form","n","mean","sd","se"
"Agathisanthemum bojeri","perennial",36,619.5,220.274568923164,36.7124281538607
"Agathisanthemum chlorophyllum","perennial",2,388.5,27.5771644662754,19.5
"Agathisanthemum globosum","perennial",20,681.55,118.528466489789,26.5037708339974
"Agathisanthemum quadricostatum","no_life_form_on_database",7,693.285714285714,147.676125677911,55.8163290178959
"Amphiasma luzuloides","perennial",4,978.75,437.102867374108,218.551433687054
"Amphiasma merenskyanum","perennial",6,174.333333333333,71.1074304603019,29.0294869246963
"Amphistemon humbertii","perennial",1,314,NA,NA
"Amphistemon rakotonasolianus","perennial",2,516,199.404112294606,141
"Arcytophyllum aristatum","perennial",5,738.6,270.376219368494,120.91592120147
"Arcytophyllum capitatum","no_life_form_on_database",NA,NA,NA,NA
"Arcytophyllum ciliolatum","perennial",NA,NA,NA,NA
"Arcytophyllum ericoides","perennial",NA,NA,NA,NA
"Arcytophyllum filiforme","perennial",21,570.428571428571,147.856542441845,32.2649427492479
"Arcytophyllum lavarum","perennial",NA,NA,NA,NA
"Arcytophyllum macbridei","perennial",NA,NA,NA,NA
"Arcytophyllum muticum","perennial",23,787.347826086957,338.719998160944,70.6280019459428
"Arcytophyllum nitidum","perennial",22,630,235.53020228938,50.2152078514776
"Arcytophyllum rivetii","perennial",12,458.083333333333,146.399489773908,42.2618924150948
"Arcytophyllum setosum","perennial",24,540.333333333333,183.885991774834,37.5355708911641
"Arcytophyllum thymifolium","perennial",29,441,204.223616935666,37.9233736106092
"Arcytophyllum vernicosum","perennial",5,478.2,85.5610892871286,38.2640823749897
"Astiella delicatula","annual",5,813,331.331405091639,148.175908973085
"Astiella desseinii","no_life_form_on_database",NA,NA,NA,NA
"Astiella latifolia","annual",7,875.285714285714,391.98797357645,148.157527858778
"Astiella perrieri","annual",3,913.666666666667,324.829698970604,187.540514141463
"Astiella tsaratanensis","no_life_form_on_database",6,1107.83333333333,333.10683971763,135.990297856542
"Batopedina pulvinellata","perennial",3,655.333333333333,34.4286702231343,19.8774020211674
"Bouvardia glaberrima","perennial",21,417.380952380952,244.574012558668,53.3704250271037
"Carphalea madagascariensis","perennial",6,546.166666666667,65.0581790912308,26.5598903946868
"Conostomium natalense","perennial",20,535.6,280.20263344493,62.6552135857319
"Conostomium quadrangulare","annual",9,371.555555555556,207.239662656012,69.0798875520041
"Conostomium zoutpansbergense","perennial",1,525,NA,NA
"Cordylostigma microcala","annual",NA,NA,NA,NA
"Cordylostigma virgatum","annual",45,831.022222222222,341.142764628807,50.8545607828149
"Crusea calocephala","perennial",59,825.694915254237,293.044027187471,38.1510827689718
"Crusea megalocarpa","annual",19,634,239.407370164097,54.9238175202175
"Dentella repens","perennial",86,713.43023255814,365.514030975482,39.4143916048537
"Diodella teres","annual",160,582.55,256.727611811949,20.2960997895326
"Diodia aulacosperma","annual",NA,NA,NA,NA
"Diodia spicata","perennial",5,982.4,184.418816827351,82.4746021512077
"Emmeorhiza umbellata","perennial",162,681.981481481482,265.854241861596,20.8874819141715
"Ernodea littoralis","perennial",45,529.066666666667,108.259872529022,16.138428947357
"Exallage auricularia","perennial",NA,NA,NA,NA
"Exallage chrysotricha","annual",1,821,NA,NA
"Exallage pachycarpa","annual",NA,NA,NA,NA
"Galianthe brasiliensis","perennial",83,589.867469879518,169.443117377034,18.5987983892364
"Galianthe eupatorioides","perennial",39,554.871794871795,154.337664585971,24.7138052927402
"Hedyotis acutangula","perennial",12,880,145.663372821784,42.049393754863
"Hedyotis albonerva","perennial",NA,NA,NA,NA
"Hedyotis angustifolia","annual",NA,NA,NA,NA
"Hedyotis articularis","perennial",NA,NA,NA,NA
"Hedyotis cantoniensis","perennial",NA,NA,NA,NA
"Hedyotis capitellata","perennial",25,1190.16,401.560983330469,80.3121966660938
"Hedyotis cathayana","perennial",1,809,NA,NA
"Hedyotis caudatifolia","perennial",17,851.176470588235,174.595688411154,42.345674417448
"Hedyotis cheniana","perennial",NA,NA,NA,NA
"Hedyotis communis","perennial",1,684,NA,NA
"Hedyotis coprosmoides","perennial",NA,NA,NA,NA
"Hedyotis coronaria","no_life_form_on_database",12,932.333333333333,327.054994912124,94.4126446761634
"Hedyotis corymbiformis","perennial",NA,NA,NA,NA
"Hedyotis costata","no_life_form_on_database",NA,NA,NA,NA
"Hedyotis cyanantha","annual",NA,NA,NA,NA
"Hedyotis dendroides","perennial",NA,NA,NA,NA
"Hedyotis dianxiensis","no_life_form_on_database",NA,NA,NA,NA
"Hedyotis effusa","perennial",8,867.25,169.038245883671,59.7640449721115
"Hedyotis fissistipula","no_life_form_on_database",NA,NA,NA,NA
"Hedyotis flavescens","perennial",NA,NA,NA,NA
"Hedyotis fruticosa","perennial",NA,NA,NA,NA
"Hedyotis fruticulosa","perennial",NA,NA,NA,NA
"Hedyotis fulva","no_life_form_on_database",NA,NA,NA,NA
"Hedyotis gardneri","perennial",NA,NA,NA,NA
"Hedyotis hedyotidea","perennial",57,861.929824561404,214.27851199258,28.3818822557923
"Hedyotis koana","no_life_form_on_database",NA,NA,NA,NA
"Hedyotis korrorensis","perennial",NA,NA,NA,NA
"Hedyotis kurzii","annual",NA,NA,NA,NA
"Hedyotis lawsoniae","perennial",NA,NA,NA,NA
"Hedyotis lessertiana var. lessertiana","perennial",NA,NA,NA,NA
"Hedyotis lessertiana var. marginata","perennial",NA,NA,NA,NA
"Hedyotis lindleyana","no_life_form_on_database",27,907.222222222222,358.385303327335,68.9712837832141
"Hedyotis macrosepala","no_life_form_on_database",NA,NA,NA,NA
"Hedyotis macrostegia","no_life_form_on_database",1,783,NA,NA
"Hedyotis marginata","perennial",NA,NA,NA,NA
"Hedyotis megalantha","perennial",NA,NA,NA,NA
"Hedyotis minutopuberula","perennial",1,847,NA,NA
"Hedyotis nana","no_life_form_on_database",NA,NA,NA,NA
"Hedyotis nodulosa","perennial",NA,NA,NA,NA
"Hedyotis novoguineensis","perennial",3,1396.66666666667,336.021328688126,194.002004571545
"Hedyotis obscura","perennial",NA,NA,NA,NA
"Hedyotis oligocephala","no_life_form_on_database",NA,NA,NA,NA
"Hedyotis ovatifolia","annual",18,804.666666666667,215.693682582227,50.8394885376637
