"species","life_form","n_bio_12","mean_bio_12","sd_bio_12","se_bio_12","within_sp_var_bio_12"
"Aciphylla aurea","perennial",15,7.055882,0.546051,0.14099,0.015567
"Aciphylla colensoi","perennial",15,7.642706,0.401428,0.103648,0.015567
"Aciphylla congesta","perennial",3,8.122813,0.241794,0.1396,0.077837
"Aciphylla crenulata","perennial",13,7.819127,0.681051,0.18889,0.017962
"Aciphylla dieffenbachii","perennial",NA,NA,NA,NA,NA
"Aciphylla dissecta","perennial",1,7.563201,NA,NA,0.23351
"Aciphylla dobsonii","perennial",5,7.197144,0.677354,0.302922,0.046702
"Aciphylla hectori","perennial",5,6.791448,0.523062,0.23392,0.046702
"Aciphylla horrida","perennial",9,7.879761,0.700475,0.233492,0.025946
"Aciphylla kirkii","perennial",1,7.853216,NA,NA,0.23351
"Aciphylla lyallii","perennial",6,7.595702,0.572572,0.233752,0.038918
"Aciphylla monroi","perennial",11,7.314478,0.528308,0.159291,0.021228
"Aciphylla montana","perennial",4,7.129323,0.501997,0.250998,0.058377
"Aciphylla pinnatifida","perennial",3,7.583518,0.935078,0.539868,0.077837
"Aciphylla scott-thomsonii","perennial",12,7.033558,0.391943,0.113144,0.019459
"Aciphylla similis","perennial",7,7.556085,0.440166,0.166367,0.033359
"Aciphylla simplex","perennial",1,6.428105,NA,NA,0.23351
"Aciphylla simplicifolia","perennial",7,6.916881,0.273237,0.103274,0.033359
"Aciphylla squarrosa","perennial",18,7.26742,0.442496,0.104297,0.012973
"Aciphylla subflabellata","perennial",8,6.837471,0.230947,0.081652,0.029189
"Aciphylla traillii","perennial",1,7.421178,NA,NA,0.23351
"Aciphylla traversii","perennial",NA,NA,NA,NA,NA
"Acronema astrantiifolium","perennial",9,6.150024,0.438999,0.146333,0.025946
"Acronema schneideri","perennial",8,6.188022,0.278963,0.098628,0.029189
"Aegopodium alpestre","perennial",159,6.310614,0.572203,0.045379,0.001469
"Aegopodium kashmiricum","perennial",10,4.937885,0.847258,0.267927,0.023351
"Aegopodium podagraria","perennial",320,6.462021,0.255541,0.014285,0.00073
"Aethusa cynapium","annual",243,6.574757,0.311402,0.019976,0.000961
"Afrocarum imbricatum","no_life_form_on_database",12,7.159628,0.327464,0.094531,0.019459
