"species","life_form","n_bio_4","mean_bio_4","sd_bio_4","se_bio_4","within_sp_var_bio_4"
"Agalinis purpurea","annual",143,6.928014,0.17981,0.015036,0.000324
"Aphyllon arizonicum","annual",NA,NA,NA,NA,NA
"Aphyllon chilensis","no_life_form_on_database",NA,NA,NA,NA,NA
"Aphyllon corymbosum","annual",12,6.920268,0.081537,0.023538,0.003859
"Aphyllon dugesii","annual",NA,NA,NA,NA,NA
"Aphyllon fasciculatum","perennial",84,6.88043,0.262725,0.028666,0.000551
"Aphyllon ludovicianum","annual",NA,NA,NA,NA,NA
"Aphyllon multiflorum","annual",NA,NA,NA,NA,NA
"Aphyllon pinorum","annual",NA,NA,NA,NA,NA
"Aphyllon purpureum","annual",29,6.778384,0.188306,0.034968,0.001597
"Aphyllon riparium","annual",NA,NA,NA,NA,NA
"Aphyllon robbinsii","annual",NA,NA,NA,NA,NA
"Aphyllon tacnaense","annual",NA,NA,NA,NA,NA
"Aphyllon tarapacanum","annual",NA,NA,NA,NA,NA
"Aphyllon tuberosum","perennial",19,6.548423,0.204896,0.047006,0.002437
"Aphyllon uniflorum","annual",32,6.970748,0.155993,0.027576,0.001447
"Aphyllon vallicolum","annual",6,6.62255,0.109509,0.044707,0.007717
"Bellardia trixago","annual",122,6.686633,0.208468,0.018874,0.00038
"Boschniakia himalaica","annual",NA,NA,NA,NA,NA
"Boschniakia rossica","perennial",174,7.287667,0.238177,0.018056,0.000266
"Castilleja exserta","annual",47,6.729923,0.225413,0.03288,0.000985
"Castilleja miniata","perennial",300,6.946065,0.165887,0.009577,0.000154
"Castilleja rubicundula","annual",NA,NA,NA,NA,NA
"Castilleja sulphurea","no_life_form_on_database",60,7.006942,0.048,0.006197,0.000772
"Cistanche deserticola","perennial",6,7.242541,0.120502,0.049195,0.007717
"Cistanche salsa","perennial",7,7.126557,0.151018,0.057079,0.006615
"Cistanche tubulosa","perennial",10,6.477752,0.506813,0.160268,0.00463
"Cistanche violacea","perennial",NA,NA,NA,NA,NA
"Conopholis alpina","perennial",67,6.450408,0.340093,0.041549,0.000691
"Conopholis americana","perennial",NA,NA,NA,NA,NA
"Cordylanthus ramosus","annual",14,7.060174,0.021296,0.005692,0.003307
"Diphelypaea coccinea","perennial",NA,NA,NA,NA,NA
"Diphelypaea tournefortii","perennial",NA,NA,NA,NA,NA
"Epifagus virginiana","annual",177,7.003835,0.115043,0.008647,0.000262
"Euphrasia pectinata","annual",201,7.113301,0.233872,0.016496,0.00023
"Harveya capensis","annual",7,6.427989,0.089708,0.033906,0.006615
"Hyobanche atropurpurea","annual",4,6.536339,0.090369,0.045184,0.011576
"Hyobanche sanguinea","annual",21,6.489957,0.136496,0.029786,0.002205
"Kopsiopsis hookeri","perennial",NA,NA,NA,NA,NA
"Kopsiopsis strobilacea","perennial",16,6.634695,0.191328,0.047832,0.002894
"Lamourouxia rhinanthifolia","perennial",45,6.245923,0.201828,0.030087,0.001029
"Lathraea squamaria","perennial",187,6.9028,0.155214,0.01135,0.000248
"Lindenbergia indica","annual",2,6.799066,0.025066,0.017724,0.023151
"Lindenbergia muraria","annual",15,6.454203,0.244863,0.063223,0.003087
"Lindenbergia philippensis","perennial",42,6.429994,0.300551,0.046376,0.001102
"Mannagettaea hummelii","perennial",7,7.130734,0.226378,0.085563,0.006615
"Melampyrum arvense","annual",201,6.933064,0.176713,0.012464,0.00023
"Melampyrum carstiense","annual",1,6.874147,NA,NA,0.046303
"Monochasma sheareri","annual",8,6.973015,0.023786,0.00841,0.005788
"Nesogenes africanus","annual",NA,NA,NA,NA,NA
"Orobanche alba","perennial",NA,NA,NA,NA,NA
"Orobanche amethystea","perennial",80,6.741764,0.095141,0.010637,0.000579
"Orobanche anatolica","perennial",NA,NA,NA,NA,NA
"Orobanche artemisiae-campestris","perennial",30,6.72617,0.127191,0.023222,0.001543
"Orobanche austrohispanica","perennial",NA,NA,NA,NA,NA
"Orobanche ballotae","perennial",11,6.761995,0.083749,0.025251,0.004209
"Orobanche bartlingii","perennial",6,6.926931,0.090551,0.036967,0.007717
"Orobanche caryophyllacea","perennial",93,6.821144,0.12908,0.013385,0.000498
"Orobanche coerulescens","perennial",30,7.049944,0.203196,0.037098,0.001543
"Orobanche colorata","annual",NA,NA,NA,NA,NA
"Orobanche crenata","annual",77,6.733996,0.106136,0.012095,0.000601
"Orobanche crinita","no_life_form_on_database",NA,NA,NA,NA,NA
"Orobanche densiflora","perennial",3,6.584685,0.232758,0.134383,0.015434
"Orobanche elatior","perennial",55,6.908247,0.199316,0.026876,0.000842
"Orobanche flava","perennial",9,6.888005,0.034855,0.011618,0.005145
"Orobanche foetida","perennial",27,6.672539,0.147652,0.028416,0.001715
"Orobanche gracilis","perennial",126,6.774166,0.096863,0.008629,0.000367
"Orobanche gratiosa","perennial",NA,NA,NA,NA,NA
"Orobanche grenieri","perennial",NA,NA,NA,NA,NA
"Orobanche grossheimii","perennial",NA,NA,NA,NA,NA
"Orobanche haenseleri","perennial",8,6.771835,0.057986,0.020501,0.005788
"Orobanche hederae","perennial",87,6.728861,0.142148,0.01524,0.000532
"Orobanche krylowii","perennial",NA,NA,NA,NA,NA
"Orobanche lucorum","perennial",4,6.868625,0.011706,0.005853,0.011576
"Orobanche lutea","perennial",67,6.903876,0.089059,0.01088,0.000691
"Orobanche lycoctoni","perennial",NA,NA,NA,NA,NA
"Orobanche macrolepis","no_life_form_on_database",NA,NA,NA,NA,NA
"Orobanche minor","perennial",183,6.581039,0.320085,0.023661,0.000253
"Orobanche owerinii","perennial",1,6.981517,NA,NA,0.046303
"Orobanche ozanonis","no_life_form_on_database",NA,NA,NA,NA,NA
"Orobanche pancicii","perennial",NA,NA,NA,NA,NA
"Orobanche picridis","perennial",21,6.827992,0.112515,0.024553,0.002205
"Orobanche pubescens","perennial",27,6.741126,0.094856,0.018255,0.001715
"Orobanche pycnostachya","perennial",25,7.220912,0.099837,0.019967,0.001852
