"species","life_form","n","mean","sd","se"
"Acanthonema strigosum","no_life_form_on_database",11,40.0909090909091,7.36823649803052,2.22160689368814
"Achimenes admirabilis","perennial",2,74,9.89949493661167,7
"Achimenes antirrhina","perennial",37,91.2162162162162,15.4796194597483,2.54483376305492
"Achimenes candida","perennial",12,64,16.0113596038449,4.62208138868588
"Achimenes dulcis","perennial",3,89,7.81024967590665,4.50924975282289
"Achimenes erecta","perennial",35,76.2285714285714,15.3317926396824,2.59154595640858
"Achimenes fimbriata","perennial",11,93.0909090909091,12.4776163224756,3.76214287451506
"Achimenes flava","perennial",22,93.6818181818182,16.2872616413838,3.47245584941428
"Achimenes glabrata","perennial",NA,NA,NA,NA
"Achimenes grandiflora","perennial",64,83.359375,19.724585567095,2.46557319588687
"Achimenes hintoniana","no_life_form_on_database",4,102.75,17.9513230710162,8.97566153550812
"Achimenes longiflora","perennial",47,65.0212765957447,21.787001870583,3.17796084261721
"Achimenes mexicana","perennial",12,108.5,12.5372173221101,3.61918289790456
"Achimenes misera","perennial",13,71,12.5631736966952,3.48439745738422
"Achimenes nayaritensis","perennial",NA,NA,NA,NA
"Achimenes patens","perennial",12,92.25,13.9683082856743,4.03230327442886
"Achimenes pedunculata","perennial",20,67.8,17.801833140379,3.98061090259959
"Achimenes warszewicziana","no_life_form_on_database",NA,NA,NA,NA
"Achimenes woodii","perennial",NA,NA,NA,NA
"Aeschynanthus andersonii","perennial",4,69.75,1.70782512765993,0.853912563829966
"Aeschynanthus bracteatus","perennial",NA,NA,NA,NA
"Aeschynanthus lancilimbus","perennial",NA,NA,NA,NA
"Aeschynanthus longiflorus","perennial",NA,NA,NA,NA
"Aeschynanthus micranthus","perennial",4,64,4.24264068711928,2.12132034355964
"Aeschynanthus rhododendron","perennial",6,52.5,5.9916608715781,2.44608530786098
"Aeschynanthus roseoflorus","perennial",1,33,NA,NA
"Agalmyla biflora","perennial",1,13,NA,NA
"Agalmyla bilirana","perennial",1,23,NA,NA
"Agalmyla clarkei","perennial",3,37.3333333333333,15.0443787951957,8.68587614719692
"Agalmyla glabra","perennial",NA,NA,NA,NA
"Agalmyla parasitica","perennial",NA,NA,NA,NA
"Agalmyla paucipilosa","perennial",1,41,NA,NA
"Agalmyla sojoliana","perennial",1,22,NA,NA
"Allocheilos guangxiensis","no_life_form_on_database",1,66,NA,NA
"Alloplectus aquatilis","perennial",5,62.6,3.286335345031,1.46969384566991
"Alloplectus hispidus","perennial",26,59.7692307692308,10.2773836838281,2.01556076740459
"Alloplectus tessmannii","perennial",4,68.75,4.03112887414927,2.01556443707464
"Allostigma guangxiense","perennial",NA,NA,NA,NA
"Alsobia dianthiflora","perennial",NA,NA,NA,NA
"Alsobia punctata","perennial",1,70,NA,NA
"Anetanthus gracilis","perennial",14,66.1428571428571,12.4767916416974,3.3345628292426
"Anna mollifolia","perennial",1,61,NA,NA
"Anna ophiorrhizoides","perennial",4,66.75,3.77491721763537,1.88745860881769
"Anna submontana","perennial",NA,NA,NA,NA
"Asteranthera ovata","perennial",NA,NA,NA,NA
"Bellonia aspera","perennial",NA,NA,NA,NA
"Besleria aggregata","perennial",65,53.0615384615385,12.661305376862,1.57044165197199
"Besleria angustiflora","perennial",12,48.75,6.87716907931269,1.98526770960188
"Besleria divaricata","perennial",19,64.8947368421053,9.49792221045158,2.17897279415626
"Besleria emendata","no_life_form_on_database",5,62,11.4236596587959,5.10881590977792
"Besleria formicaria","perennial",11,32.6363636363636,8.72092572233851,2.62945804050509
"Besleria formosa","no_life_form_on_database",31,52.5806451612903,14.3312576641605,2.57396986119508
"Besleria gracilenta","no_life_form_on_database",5,71,11.5974135047432,5.18652099195597
"Besleria lutea","perennial",6,22.6666666666667,18.0185090023194,7.35602549690464
"Besleria melancholica","no_life_form_on_database",4,64.25,9.94568583189046,4.97284291594523
