"species","life_form","n_bio_14","mean_bio_14","sd_bio_14","se_bio_14","within_sp_var_bio_14"
"Andrzeiowskia cardamine","annual",0,NA,NA,NA,0.299425
"Aplanodes doidgeana","perennial",1,1.94591,NA,NA,0.299425
"Armoracia rusticana","perennial",6,3.25913,0.280906,0.114679,0.049904
"Barbarea australis","annual",4,4.015381,0.248536,0.124268,0.074856
"Barbarea grayi","annual",8,4.025937,0.251511,0.088923,0.037428
"Barbarea intermedia","annual",83,3.160345,0.919882,0.10097,0.003608
"Barbarea orthoceras","annual",428,2.771799,0.995275,0.048108,0.000696
"Barbarea stricta","annual",222,3.305686,0.353611,0.023733,0.001349
"Barbarea verna","annual",30,3.234881,0.769077,0.140414,0.009981
"Barbarea vulgaris","annual",223,3.497476,0.639246,0.042807,0.001343
"Cardamine abchasica","perennial",NA,NA,NA,NA,NA
"Cardamine acris","perennial",NA,NA,NA,NA,NA
"Cardamine africana","perennial",93,3.206159,1.068697,0.110819,0.003185
"Cardamine alpina","no_life_form_on_database",14,3.76181,0.802042,0.214355,0.021387
"Cardamine altigena","perennial",10,5.263789,0.463383,0.146535,0.029942
"Cardamine amara","perennial",343,3.518562,0.329456,0.017789,0.000873
"Cardamine amporitana","no_life_form_on_database",3,3.58294,0.387499,0.223723,0.099808
"Cardamine angulata","perennial",27,3.045465,1.028196,0.197876,0.01109
"Cardamine angustata","perennial",33,4.253164,0.146398,0.025485,0.009073
"Cardamine apennina","perennial",4,3.565657,0.379801,0.1899,0.074856
"Cardamine appendiculata","perennial",19,4.248965,0.494895,0.113537,0.015759
"Cardamine asarifolia","perennial",5,3.849192,0.155667,0.069616,0.059885
"Cardamine barbaraeoides","perennial",1,2.944439,NA,NA,0.299425
"Cardamine bellidifolia","perennial",552,2.712211,1.072204,0.045636,0.000542
"Cardamine bilobata","perennial",9,4.300343,0.480647,0.160216,0.033269
"Cardamine bipinnata","perennial",5,3.898711,0.714298,0.319444,0.059885
"Cardamine blaisdellii","perennial",18,2.49704,0.491732,0.115902,0.016635
"Cardamine bonariensis","perennial",88,3.334962,1.221106,0.13017,0.003327
"Cardamine breweri","perennial",63,2.539812,0.86335,0.108772,0.004679
"Cardamine bulbifera","perennial",176,3.667633,0.429859,0.032402,0.001701
"Cardamine bulbosa","perennial",194,3.854107,0.556487,0.039953,0.001543
"Cardamine californica","perennial",42,1.110047,1.002315,0.154661,0.006509
"Cardamine carnosa","perennial",5,3.183069,0.559169,0.250068,0.059885
"Cardamine castellana","no_life_form_on_database",NA,NA,NA,NA,NA
"Cardamine clematitis","perennial",NA,NA,NA,NA,NA
"Cardamine concatenata","perennial",22,4.123071,0.160084,0.03413,0.01361
"Cardamine conferta","perennial",2,2.047172,0.61905,0.437734,0.149712
"Cardamine constancei","perennial",NA,NA,NA,NA,NA
"Cardamine cordifolia","perennial",70,2.761891,0.454936,0.054375,0.004277
"Cardamine corymbosa","perennial",38,4.482066,0.559341,0.090737,0.00788
"Cardamine crassifolia","perennial",2,3.364912,0.097687,0.069075,0.149712
"Cardamine cubita","perennial",NA,NA,NA,NA,NA
"Cardamine debilis","perennial",41,4.562403,0.499278,0.077974,0.007303
"Cardamine delavayi","perennial",NA,NA,NA,NA,NA
"Cardamine densiflora","no_life_form_on_database",NA,NA,NA,NA,NA
"Cardamine dentata","no_life_form_on_database",171,3.433872,0.420218,0.032135,0.001751
"Cardamine digitata","perennial",110,1.805492,0.508397,0.048474,0.002722
"Cardamine diphylla","perennial",131,4.056961,0.301497,0.026342,0.002286
"Cardamine dissecta","perennial",NA,NA,NA,NA,NA
"Cardamine douglassii","perennial",65,3.933062,0.306876,0.038063,0.004607
"Cardamine enneaphyllos","perennial",22,3.791942,0.377823,0.080552,0.01361
"Cardamine fallax","no_life_form_on_database",NA,NA,NA,NA,NA
"Cardamine fialae","annual",1,3.555348,NA,NA,0.299425
"Cardamine flexuosa","annual",261,3.625037,0.5894,0.036483,0.001147
"Cardamine fragariifolia","perennial",9,2.715173,0.609478,0.203159,0.033269
"Cardamine franchetiana","perennial",7,1.023863,0.562058,0.212438,0.042775
"Cardamine fulcrata","perennial",26,3.198878,0.952319,0.186765,0.011516
"Cardamine gallaecica","no_life_form_on_database",NA,NA,NA,NA,NA
"Cardamine glacialis","perennial",22,3.467038,0.957365,0.204111,0.01361
"Cardamine glanduligera","perennial",12,3.600031,0.34464,0.099489,0.024952
"Cardamine glandulosa","no_life_form_on_database",NA,NA,NA,NA,NA
"Cardamine glauca","perennial",1,3.367296,NA,NA,0.299425
