"species","life_form","n_bio_6","mean_bio_6","sd_bio_6","se_bio_6","within_sp_var_bio_6"
"Acanthorrhinum ramosissimum","perennial",NA,NA,NA,NA,NA
"Albraunia foveopilosa","annual",NA,NA,NA,NA,NA
"Anarrhinum bellidifolium","annual",NA,NA,NA,NA,NA
"Anarrhinum corsicum","perennial",1,5.61768,NA,NA,0.000508
"Anarrhinum duriminium","annual",5,5.627533,0.011455,0.005123,0.000102
"Anarrhinum forskaohlii","perennial",NA,NA,NA,NA,NA
"Anarrhinum fruticosum","perennial",NA,NA,NA,NA,NA
"Anarrhinum laxiflorum","annual",15,5.617535,0.01017,0.002626,3.4e-05
"Anarrhinum longipedicellatum","annual",1,5.634611,NA,NA,0.000508
"Anarrhinum pedatum","annual",11,5.632535,0.011581,0.003492,4.6e-05
"Antirrhinum australe","perennial",15,5.615459,0.011604,0.002996,3.4e-05
"Antirrhinum charidemi","perennial",3,5.615573,0.035175,0.020308,0.000169
"Antirrhinum cirrhigerum","perennial",NA,NA,NA,NA,NA
"Antirrhinum controversum","perennial",10,5.625603,0.00911,0.002881,5.1e-05
"Antirrhinum graniticum","perennial",25,5.617041,0.007636,0.001527,2e-05
"Antirrhinum grosii","perennial",2,5.59705,0.017308,0.012239,0.000254
"Antirrhinum hispanicum","perennial",12,5.612956,0.010525,0.003038,4.2e-05
"Antirrhinum latifolium","perennial",16,5.61374,0.012437,0.003109,3.2e-05
"Antirrhinum linkianum","no_life_form_on_database",2,5.645623,5e-04,0.000354,0.000254
"Antirrhinum litigiosum","no_life_form_on_database",27,5.619698,0.010375,0.001997,1.9e-05
"Antirrhinum lopesianum","no_life_form_on_database",2,5.615675,0.004376,0.003094,0.000254
"Antirrhinum majus","perennial",45,5.6201,0.014585,0.002174,1.1e-05
"Antirrhinum meonanthum","perennial",23,5.61548,0.012982,0.002707,2.2e-05
"Antirrhinum microphyllum","perennial",1,5.613675,NA,NA,0.000508
"Antirrhinum molle","perennial",6,5.609209,0.006646,0.002713,8.5e-05
"Antirrhinum mollissimum","no_life_form_on_database",3,5.611067,0.012485,0.007208,0.000169
"Antirrhinum onubense","no_life_form_on_database",3,5.63143,0.015474,0.008934,0.000169
"Antirrhinum pertegasii","perennial",3,5.612213,0.002855,0.001648,0.000169
"Antirrhinum pulverulentum","perennial",6,5.610317,0.004711,0.001923,8.5e-05
"Antirrhinum rothmaleri","perennial",NA,NA,NA,NA,NA
"Antirrhinum sempervirens","perennial",8,5.605974,0.018529,0.006551,6.4e-05
"Antirrhinum siculum","perennial",9,5.632436,0.012484,0.004161,5.6e-05
"Antirrhinum subbaeticum","no_life_form_on_database",1,5.609655,NA,NA,0.000508
"Antirrhinum tortuosum","perennial",9,5.627001,0.013474,0.004491,5.6e-05
"Antirrhinum valentinum","perennial",5,5.631412,0.011319,0.005062,0.000102
"Asarina procumbens","perennial",4,5.617277,0.010213,0.005106,0.000127
"Chaenorhinum calycinum","annual",NA,NA,NA,NA,NA
"Chaenorhinum crassifolium","no_life_form_on_database",13,5.615262,0.00929,0.002577,3.9e-05
"Chaenorhinum cryptarum","annual",NA,NA,NA,NA,NA
"Chaenorhinum exile","no_life_form_on_database",13,5.624343,0.006819,0.001891,3.9e-05
"Chaenorhinum flexuosum","perennial",4,5.604933,0.024504,0.012252,0.000127
"Chaenorhinum formenterae","no_life_form_on_database",NA,NA,NA,NA,NA
"Chaenorhinum glareosum","perennial",1,5.563946,NA,NA,0.000508
"Chaenorhinum grandiflorum","annual",4,5.615766,0.003614,0.001807,0.000127
"Chaenorhinum johnstonii","annual",4,5.599643,0.034436,0.017218,0.000127
"Chaenorhinum litorale","annual",NA,NA,NA,NA,NA
"Chaenorhinum litorale subsp. pterosporum","annual",NA,NA,NA,NA,NA
"Chaenorhinum macropodum","perennial",5,5.611849,0.01357,0.006069,0.000102
"Chaenorhinum minus","annual",280,5.590856,0.017952,0.001073,2e-06
"Chaenorhinum origanifolium","perennial",27,5.611547,0.006287,0.00121,1.9e-05
"Chaenorhinum raveyi","annual",2,5.616586,0.0036,0.002546,0.000254
"Chaenorhinum reyesii","no_life_form_on_database",13,5.615816,0.006128,0.0017,3.9e-05
"Chaenorhinum robustum","annual",15,5.612284,0.007798,0.002013,3.4e-05
"Chaenorhinum rubrifolium","annual",NA,NA,NA,NA,NA
"Chaenorhinum segoviense","no_life_form_on_database",NA,NA,NA,NA,NA
"Chaenorhinum serpyllifolium","annual",NA,NA,NA,NA,NA
"Chaenorhinum spicatum","no_life_form_on_database",NA,NA,NA,NA,NA
"Chaenorhinum tenellum","perennial",1,5.630315,NA,NA,0.000508
"Chaenorhinum tuberculatum","annual",1,5.558179,NA,NA,0.000508
"Chaenorhinum villosum","perennial",20,5.618954,0.01036,0.002317,2.5e-05
"Cymbalaria aequitriloba","perennial",7,5.615251,0.024007,0.009074,7.3e-05
"Cymbalaria fragilis","perennial",2,5.647036,0,0,0.000254
"Cymbalaria glutinosa","perennial",1,5.623476,NA,NA,0.000508
"Cymbalaria glutinosa subsp. brevicalcarata","perennial",1,5.621668,NA,NA,0.000508
"Cymbalaria hepaticifolia","perennial",2,5.62362,0.012002,0.008487,0.000254
"Cymbalaria longipes","perennial",7,5.64258,0.004924,0.001861,7.3e-05
"Cymbalaria microcalyx","perennial",10,5.63096,0.015569,0.004923,5.1e-05
"Cymbalaria microcalyx subsp. acutiloba","no_life_form_on_database",NA,NA,NA,NA,NA
"Cymbalaria microcalyx subsp. ebelii","no_life_form_on_database",NA,NA,NA,NA,NA
"Cymbalaria microcalyx subsp. minor","no_life_form_on_database",1,5.608922,NA,NA,0.000508
"Cymbalaria muelleri","perennial",NA,NA,NA,NA,NA
"Cymbalaria muralis","perennial",20,5.605955,0.014816,0.003313,2.5e-05
"Cymbalaria muralis f. visianii","perennial",NA,NA,NA,NA,NA
"Cymbalaria pallida","perennial",NA,NA,NA,NA,NA
"Cymbalaria pubescens","perennial",4,5.638746,0.011954,0.005977,0.000127
"Epixiphium wislizenii","perennial",13,5.61029,0.009385,0.002603,3.9e-05
"Gadoria falukei","no_life_form_on_database",1,5.631033,NA,NA,0.000508
"Galvezia ballii","no_life_form_on_database",NA,NA,NA,NA,NA
"Galvezia elisensii","no_life_form_on_database",NA,NA,NA,NA,NA
"Galvezia fruticosa","perennial",7,5.667534,0.011159,0.004218,7.3e-05
"Galvezia lanceolata","perennial",NA,NA,NA,NA,NA
"Galvezia leucantha","no_life_form_on_database",NA,NA,NA,NA,NA
"Galvezia leucantha subsp. porphyrantha","no_life_form_on_database",1,5.68409,NA,NA,0.000508
"Galvezia leucantha subsp. pubescens","no_life_form_on_database",NA,NA,NA,NA,NA
"Gambelia juncea","perennial",21,5.646574,0.011137,0.00243,2.4e-05
"Gambelia speciosa","perennial",5,5.644716,0.012235,0.005472,0.000102
"Holmgrenanthe petrophila","perennial",1,5.600087,NA,NA,0.000508
"Howelliella ovata","annual",NA,NA,NA,NA,NA
"Kickxia aegyptiaca","perennial",10,5.633424,0.009832,0.003109,5.1e-05
"Kickxia aegyptiaca subsp. fruticosa","no_life_form_on_database",NA,NA,NA,NA,NA
"Kickxia caucasica","annual",NA,NA,NA,NA,NA
"Kickxia cirrhosa","annual",30,5.633011,0.010253,0.001872,1.7e-05
"Kickxia commutata","perennial",35,5.634444,0.011518,0.001947,1.5e-05
"Kickxia elatine","annual",105,5.61194,0.016928,0.001652,5e-06
"Kickxia elatine subsp. crinita","no_life_form_on_database",46,5.632187,0.013671,0.002016,1.1e-05
"Kickxia floribunda","perennial",NA,NA,NA,NA,NA
"Kickxia lanigera","annual",NA,NA,NA,NA,NA
"Kickxia scariosa","no_life_form_on_database",NA,NA,NA,NA,NA
"Kickxia sieberi","no_life_form_on_database",NA,NA,NA,NA,NA
"Kickxia spuria","annual",93,5.615308,0.015986,0.001658,5e-06
"Kickxia spuria subsp. integrifolia","annual",57,5.622761,0.012281,0.001627,9e-06
"Limaria orientalis","no_life_form_on_database",NA,NA,NA,NA,NA
"Linaria accitensis","no_life_form_on_database",NA,NA,NA,NA,NA
"Linaria aeruginea","annual",4,5.609548,0.006496,0.003248,0.000127
"Linaria albifrons","annual",NA,NA,NA,NA,NA
"Linaria algarviana","annual",1,5.652665,NA,NA,0.000508
"Linaria almijarensis","perennial",1,5.605618,NA,NA,0.000508
"Linaria alpina","annual",43,5.586753,0.020852,0.00318,1.2e-05
"Linaria altaica","no_life_form_on_database",NA,NA,NA,NA,NA
"Linaria amethystea","no_life_form_on_database",39,5.617101,0.00989,0.001584,1.3e-05
"Linaria amethystea f. broussonetii","no_life_form_on_database",NA,NA,NA,NA,NA
"Linaria amoi","perennial",2,5.603225,0.000782,0.000553,0.000254
"Linaria angustissima","perennial",20,5.597121,0.01557,0.003482,2.5e-05
"Linaria anticaria","perennial",8,5.610677,0.008335,0.002947,6.4e-05
"Linaria antilibanotica","perennial",NA,NA,NA,NA,NA
"Linaria arenaria","annual",NA,NA,NA,NA,NA
"Linaria armeniaca","annual",2,5.577265,0.005885,0.004161,0.000254
"Linaria arvensis","annual",65,5.61652,0.015193,0.001884,8e-06
"Linaria atlantica","no_life_form_on_database",4,5.643315,0.005157,0.002578,0.000127
"Linaria atrofusca","no_life_form_on_database",NA,NA,NA,NA,NA
"Linaria azerbaijanensis","perennial",NA,NA,NA,NA,NA
"Linaria badalii","annual",21,5.603594,0.009588,0.002092,2.4e-05
"Linaria baligaliensis","no_life_form_on_database",NA,NA,NA,NA,NA
"Linaria bamianica","perennial",4,5.559891,0.007561,0.00378,0.000127
"Linaria becerrae","annual",NA,NA,NA,NA,NA
"Linaria benitoi","no_life_form_on_database",2,5.624675,0.016071,0.011364,0.000254
"Linaria bipartita","annual",7,5.641641,0.01811,0.006845,7.3e-05
"Linaria bipunctata","annual",NA,NA,NA,NA,NA
"Linaria bordiana","annual",2,5.626363,0.026739,0.018907,0.000254
