"species","life_form","n_bio_14","mean_bio_14","sd_bio_14","se_bio_14","within_sp_var_bio_14"
"Acanthorrhinum ramosissimum","perennial",NA,NA,NA,NA,NA
"Albraunia foveopilosa","annual",NA,NA,NA,NA,NA
"Anarrhinum bellidifolium","perennial",NA,NA,NA,NA,NA
"Anarrhinum corsicum","perennial",1,2.564949,NA,NA,0.296594
"Anarrhinum duriminium","perennial",5,2.957712,0.397468,0.177753,0.059319
"Anarrhinum forskaohlii","perennial",NA,NA,NA,NA,NA
"Anarrhinum fruticosum","perennial",NA,NA,NA,NA,NA
"Anarrhinum laxiflorum","perennial",15,1.360182,0.981147,0.253331,0.019773
"Anarrhinum longipedicellatum","perennial",1,2.833213,NA,NA,0.296594
"Anarrhinum pedatum","perennial",11,0.614688,0.659603,0.198878,0.026963
"Antirrhinum australe","perennial",15,1.418547,0.734722,0.189704,0.019773
"Antirrhinum charidemi","perennial",3,1.155245,0.400189,0.231049,0.098865
"Antirrhinum cirrhigerum","perennial",NA,NA,NA,NA,NA
"Antirrhinum controversum","perennial",10,1.862909,0.776338,0.2455,0.029659
"Antirrhinum graniticum","perennial",25,2.182425,0.751432,0.150286,0.011864
"Antirrhinum grosii","perennial",2,2.858514,0.121516,0.085925,0.148297
"Antirrhinum hispanicum","perennial",12,1.729425,0.915282,0.264219,0.024716
"Antirrhinum latifolium","perennial",16,3.414684,0.468479,0.11712,0.018537
"Antirrhinum linkianum","no_life_form_on_database",2,1.354025,0.361208,0.255413,0.148297
"Antirrhinum litigiosum","no_life_form_on_database",27,2.376471,0.92158,0.177358,0.010985
"Antirrhinum lopesianum","no_life_form_on_database",2,2.25543,0.437727,0.30952,0.148297
"Antirrhinum majus","perennial",45,2.873759,1.060503,0.15809,0.006591
"Antirrhinum meonanthum","perennial",23,2.740019,0.929029,0.193716,0.012895
"Antirrhinum microphyllum","perennial",1,2.833213,NA,NA,0.296594
"Antirrhinum molle","perennial",6,2.951993,0.984062,0.401742,0.049432
"Antirrhinum mollissimum","no_life_form_on_database",3,1.656604,0.468191,0.27031,0.098865
"Antirrhinum onubense","no_life_form_on_database",3,1.229626,0.477814,0.275866,0.098865
"Antirrhinum pertegasii","perennial",3,2.762845,0.173749,0.100314,0.098865
"Antirrhinum pulverulentum","perennial",6,2.750115,0.605932,0.247371,0.049432
"Antirrhinum rothmaleri","perennial",NA,NA,NA,NA,NA
"Antirrhinum sempervirens","perennial",8,3.446891,0.584936,0.206806,0.037074
"Antirrhinum siculum","perennial",9,2.158722,1.116376,0.372125,0.032955
"Antirrhinum subbaeticum","no_life_form_on_database",1,2.302585,NA,NA,0.296594
"Antirrhinum tortuosum","perennial",9,0.919316,0.979222,0.326407,0.032955
"Antirrhinum valentinum","perennial",5,2.223977,0.753217,0.336849,0.059319
"Asarina procumbens","perennial",4,3.503008,0.257782,0.128891,0.074148
"Chaenorhinum calycinum","annual",NA,NA,NA,NA,NA
"Chaenorhinum crassifolium","no_life_form_on_database",13,2.520724,0.996506,0.276381,0.022815
"Chaenorhinum cryptarum","annual",NA,NA,NA,NA,NA
"Chaenorhinum exile","no_life_form_on_database",13,2.257348,0.688789,0.191036,0.022815
"Chaenorhinum flexuosum","perennial",4,0.621227,0.45613,0.228065,0.074148
"Chaenorhinum formenterae","no_life_form_on_database",NA,NA,NA,NA,NA
"Chaenorhinum glareosum","perennial",1,1.609438,NA,NA,0.296594
"Chaenorhinum grandiflorum","annual",4,1.68335,1.161408,0.580704,0.074148
"Chaenorhinum johnstonii","annual",3,1.341784,0.627566,0.362325,0.074148
"Chaenorhinum litorale","annual",NA,NA,NA,NA,NA
"Chaenorhinum litorale subsp. pterosporum","annual",NA,NA,NA,NA,NA
"Chaenorhinum macropodum","perennial",5,1.86113,0.456937,0.204348,0.059319
"Chaenorhinum minus","annual",280,3.396455,0.559305,0.033425,0.001059
"Chaenorhinum origanifolium","perennial",27,3.124223,0.561636,0.108087,0.010985
"Chaenorhinum raveyi","annual",2,0.549306,0.776836,0.549306,0.148297
"Chaenorhinum reyesii","no_life_form_on_database",13,2.066963,0.964579,0.267526,0.022815
"Chaenorhinum robustum","annual",15,2.681788,0.584244,0.150851,0.019773
"Chaenorhinum rubrifolium","annual",NA,NA,NA,NA,NA
"Chaenorhinum segoviense","no_life_form_on_database",NA,NA,NA,NA,NA
"Chaenorhinum serpyllifolium","annual",NA,NA,NA,NA,NA
"Chaenorhinum spicatum","no_life_form_on_database",NA,NA,NA,NA,NA
"Chaenorhinum tenellum","perennial",1,2.302585,NA,NA,0.296594
"Chaenorhinum tuberculatum","annual",0,NA,NA,NA,0.296594
"Chaenorhinum villosum","perennial",20,1.504755,0.984604,0.220164,0.01483
"Cymbalaria aequitriloba","perennial",7,2.601499,0.870088,0.328862,0.042371
"Cymbalaria fragilis","perennial",2,1.386294,0,0,0.148297
"Cymbalaria glutinosa","perennial",1,3.496508,NA,NA,0.296594
"Cymbalaria glutinosa subsp. brevicalcarata","perennial",1,2.995732,NA,NA,0.296594
"Cymbalaria hepaticifolia","perennial",2,2.6365,0.101188,0.071551,0.148297
"Cymbalaria longipes","perennial",4,0.951666,0.678606,0.339303,0.042371
"Cymbalaria microcalyx","perennial",7,1.282449,0.928266,0.350852,0.029659
"Cymbalaria microcalyx subsp. acutiloba","no_life_form_on_database",NA,NA,NA,NA,NA
"Cymbalaria microcalyx subsp. ebelii","no_life_form_on_database",NA,NA,NA,NA,NA
"Cymbalaria microcalyx subsp. minor","no_life_form_on_database",1,2.079442,NA,NA,0.296594
"Cymbalaria muelleri","perennial",NA,NA,NA,NA,NA
"Cymbalaria muralis","perennial",20,3.659194,0.551632,0.123349,0.01483
"Cymbalaria muralis f. visianii","perennial",NA,NA,NA,NA,NA
"Cymbalaria pallida","perennial",NA,NA,NA,NA,NA
"Cymbalaria pubescens","perennial",4,1.497866,0.663335,0.331668,0.074148
"Epixiphium wislizenii","perennial",13,2.106941,0.431331,0.11963,0.022815
"Gadoria falukei","no_life_form_on_database",1,1.098612,NA,NA,0.296594
"Galvezia ballii","no_life_form_on_database",NA,NA,NA,NA,NA
"Galvezia elisensii","no_life_form_on_database",NA,NA,NA,NA,NA
"Galvezia fruticosa","perennial",5,0.277259,0.379652,0.169786,0.042371
"Galvezia lanceolata","perennial",NA,NA,NA,NA,NA
"Galvezia leucantha","no_life_form_on_database",NA,NA,NA,NA,NA
"Galvezia leucantha subsp. porphyrantha","no_life_form_on_database",1,3.295837,NA,NA,0.296594
"Galvezia leucantha subsp. pubescens","no_life_form_on_database",NA,NA,NA,NA,NA
"Gambelia juncea","perennial",6,0,0,0,0.014124
"Gambelia speciosa","perennial",2,0,0,0,0.059319
"Holmgrenanthe petrophila","perennial",1,1.386294,NA,NA,0.296594
"Howelliella ovata","annual",NA,NA,NA,NA,NA
"Kickxia aegyptiaca","perennial",6,1.165961,1.033199,0.421802,0.029659
"Kickxia aegyptiaca subsp. fruticosa","no_life_form_on_database",NA,NA,NA,NA,NA
"Kickxia caucasica","annual",NA,NA,NA,NA,NA
"Kickxia cirrhosa","annual",30,1.654228,0.930835,0.169946,0.009886
"Kickxia commutata","perennial",33,1.788349,1.140208,0.198485,0.008474
"Kickxia elatine","annual",103,3.233776,0.978042,0.096369,0.002825
"Kickxia elatine subsp. crinita","no_life_form_on_database",41,2.178547,1.191243,0.186041,0.006448
"Kickxia floribunda","perennial",NA,NA,NA,NA,NA
"Kickxia lanigera","annual",NA,NA,NA,NA,NA
"Kickxia scariosa","no_life_form_on_database",NA,NA,NA,NA,NA
"Kickxia sieberi","no_life_form_on_database",NA,NA,NA,NA,NA
"Kickxia spuria","annual",92,2.999236,1.129976,0.117808,0.003189
"Kickxia spuria subsp. integrifolia","annual",57,2.097083,1.076704,0.142613,0.005203
"Limaria orientalis","no_life_form_on_database",NA,NA,NA,NA,NA
"Linaria accitensis","no_life_form_on_database",NA,NA,NA,NA,NA
"Linaria aeruginea","annual",4,1.988769,1.352079,0.67604,0.074148
"Linaria albifrons","annual",NA,NA,NA,NA,NA
"Linaria algarviana","annual",1,0,NA,NA,0.296594
"Linaria almijarensis","perennial",1,1.098612,NA,NA,0.296594
"Linaria alpina","annual",43,3.843347,0.621347,0.094755,0.006898
"Linaria altaica","no_life_form_on_database",NA,NA,NA,NA,NA
"Linaria amethystea","no_life_form_on_database",39,2.164282,0.923868,0.147937,0.007605
"Linaria amethystea f. broussonetii","no_life_form_on_database",NA,NA,NA,NA,NA
"Linaria amoi","perennial",2,1.445186,0.490129,0.346574,0.148297
"Linaria angustissima","perennial",20,3.599862,0.3264,0.072985,0.01483
"Linaria anticaria","perennial",8,1.420843,0.569682,0.201413,0.037074
"Linaria antilibanotica","perennial",NA,NA,NA,NA,NA
"Linaria arenaria","annual",NA,NA,NA,NA,NA
"Linaria armeniaca","annual",2,3.020127,0.0345,0.024395,0.148297
"Linaria arvensis","annual",64,2.678016,1.035313,0.129414,0.004563
"Linaria atlantica","no_life_form_on_database",4,0.51986,0.346574,0.173287,0.074148
"Linaria atrofusca","no_life_form_on_database",NA,NA,NA,NA,NA
"Linaria azerbaijanensis","perennial",NA,NA,NA,NA,NA
"Linaria badalii","annual",21,3.297627,0.58688,0.128068,0.014124
"Linaria baligaliensis","no_life_form_on_database",NA,NA,NA,NA,NA
"Linaria bamianica","perennial",0,NA,NA,NA,0.074148
"Linaria becerrae","annual",NA,NA,NA,NA,NA
"Linaria benitoi","no_life_form_on_database",2,1.868835,1.089259,0.770222,0.148297
"Linaria bipartita","annual",4,0.274653,0.549306,0.274653,0.042371
"Linaria bipunctata","annual",NA,NA,NA,NA,NA
"Linaria bordiana","annual",2,1.386294,0.980258,0.693147,0.148297
"Linaria bordiana subsp. kralikiana","no_life_form_on_database",3,3.365707,0.069089,0.039889,0.098865
"Linaria boushehrensis","annual",NA,NA,NA,NA,NA
"Linaria brachyceras","no_life_form_on_database",NA,NA,NA,NA,NA
