"species","life_form","n_bio_4","mean_bio_4","sd_bio_4","se_bio_4","within_sp_var_bio_4"
"Aciphylla aurea","perennial",15,6.423795,0.064443,0.016639,0.003087
"Aciphylla colensoi","perennial",15,6.402302,0.049407,0.012757,0.003087
"Aciphylla congesta","perennial",3,6.39846,0.044761,0.025843,0.015434
"Aciphylla crenulata","perennial",13,6.425605,0.047062,0.013053,0.003562
"Aciphylla dieffenbachii","perennial",NA,NA,NA,NA,NA
"Aciphylla dissecta","perennial",1,6.369815,NA,NA,0.046303
"Aciphylla dobsonii","perennial",5,6.482409,0.01825,0.008162,0.009261
"Aciphylla hectori","perennial",5,6.474656,0.061976,0.027717,0.009261
"Aciphylla horrida","perennial",9,6.41459,0.051945,0.017315,0.005145
"Aciphylla kirkii","perennial",1,6.46451,NA,NA,0.046303
"Aciphylla lyallii","perennial",6,6.389674,0.102883,0.042002,0.007717
"Aciphylla monroi","perennial",11,6.461517,0.038225,0.011525,0.004209
"Aciphylla montana","perennial",4,6.47264,0.018703,0.009352,0.011576
"Aciphylla pinnatifida","perennial",3,6.359731,0.073604,0.042495,0.015434
"Aciphylla scott-thomsonii","perennial",12,6.414911,0.048462,0.01399,0.003859
"Aciphylla similis","perennial",7,6.425788,0.058604,0.02215,0.006615
"Aciphylla simplex","perennial",1,6.489129,NA,NA,0.046303
"Aciphylla simplicifolia","perennial",7,6.582874,0.085699,0.032391,0.006615
"Aciphylla squarrosa","perennial",18,6.386533,0.065218,0.015372,0.002572
"Aciphylla subflabellata","perennial",8,6.410497,0.084533,0.029887,0.005788
"Aciphylla traillii","perennial",1,6.169715,NA,NA,0.046303
"Aciphylla traversii","perennial",NA,NA,NA,NA,NA
"Acronema astrantiifolium","perennial",9,6.695126,0.038695,0.012898,0.005145
"Acronema schneideri","perennial",8,6.707298,0.081096,0.028672,0.005788
"Aegopodium alpestre","perennial",159,7.330903,0.192659,0.015279,0.000291
"Aegopodium kashmiricum","perennial",10,7.06959,0.154518,0.048863,0.00463
"Aegopodium podagraria","perennial",320,6.985904,0.167448,0.009361,0.000145
"Aethusa cynapium","annual",243,6.855113,0.141271,0.009063,0.000191
"Afrocarum imbricatum","no_life_form_on_database",12,6.10022,0.091059,0.026286,0.003859
"Afroligusticum elliotii","perennial",8,5.788035,0.086037,0.030419,0.005788
"Afroligusticum petitianum","perennial",4,5.921852,0.065307,0.032654,0.011576
"Agrocharis gracilis","no_life_form_on_database",NA,NA,NA,NA,NA
"Agrocharis incognita","no_life_form_on_database",28,5.927555,0.132332,0.025008,0.001654
"Agrocharis melanantha","no_life_form_on_database",28,6.118311,0.193406,0.03655,0.001654
"Agrocharis pedunculata","no_life_form_on_database",8,6.106287,0.084616,0.029916,0.005788
"Ainsworthia trachycarpa","no_life_form_on_database",8,6.886237,0.16295,0.057612,0.005788
"Aletes acaulis","no_life_form_on_database",20,6.947075,0.07496,0.016762,0.002315
"Aletes anisatus","no_life_form_on_database",12,6.991823,0.034943,0.010087,0.003859
"Aletes calcicola","no_life_form_on_database",NA,NA,NA,NA,NA
"Aletes filifolius","no_life_form_on_database",10,6.921832,0.040175,0.012704,0.00463
"Aletes humilis","no_life_form_on_database",1,6.973777,NA,NA,0.046303
"Aletes macdougallii","no_life_form_on_database",NA,NA,NA,NA,NA
"Aletes sessiliflorus","no_life_form_on_database",9,7.024549,0.025591,0.00853,0.005145
"Alococarpum erianthum","no_life_form_on_database",NA,NA,NA,NA,NA
"Ammi majus","annual",119,6.707473,0.179131,0.016421,0.000389
"Ammoides pusilla","annual",67,6.721355,0.113224,0.013833,0.000691
"Anethum graveolens","annual",6,6.82776,0.227337,0.09281,0.007717
"Angelica acutiloba","perennial",10,6.962402,0.034778,0.010998,0.00463
