"species","life_form","n_bio_4","mean_bio_4","sd_bio_4","se_bio_4","within_sp_var_bio_4"
"Ammosperma cinerea","no_life_form_on_database",NA,NA,NA,NA,NA
"Brassica aucheri","annual",NA,NA,NA,NA,NA
"Brassica balearica","perennial",1,6.618539,NA,NA,0.0463
"Brassica barrelieri","annual",37,6.761846,0.108997,0.017919,0.001251
"Brassica carinata","annual",25,5.960065,0.098716,0.019743,0.001852
"Brassica cretica","perennial",10,6.715161,0.100675,0.031836,0.00463
"Brassica deflexa","annual",3,6.946257,0.021726,0.012544,0.015433
"Brassica desnottesii","perennial",NA,NA,NA,NA,NA
"Brassica elongata var. integrifolia","annual",NA,NA,NA,NA,NA
"Brassica fruticulosa","annual",24,6.735324,0.086553,0.017668,0.001929
"Brassica gravinae","perennial",5,6.713015,0.090908,0.040655,0.00926
"Brassica incana","perennial",1,6.748701,NA,NA,0.0463
"Brassica insularis","perennial",6,6.658767,0.024493,0.009999,0.007717
"Brassica juncea var. integrifolia","no_life_form_on_database",NA,NA,NA,NA,NA
"Brassica macrocarpa","perennial",NA,NA,NA,NA,NA
"Brassica maurorum","no_life_form_on_database",1,6.687171,NA,NA,0.0463
"Brassica montana","perennial",7,6.745178,0.039722,0.015014,0.006614
"Brassica napus","annual",30,6.720442,0.069277,0.012648,0.001543
"Brassica nigra","annual",NA,NA,NA,NA,NA
"Brassica oleracea var. capitata","no_life_form_on_database",52,6.726352,0.167236,0.023191,0.00089
"Brassica oxyrrhina","annual",22,6.727205,0.133601,0.028484,0.002105
"Brassica procumbens","perennial",NA,NA,NA,NA,NA
"Brassica rapa subsp. rapa","no_life_form_on_database",5,6.748713,0.156523,0.069999,0.00926
"Brassica repanda","perennial",26,6.761733,0.077277,0.015155,0.001781
"Brassica rupestris","perennial",1,6.666384,NA,NA,0.0463
"Brassica tournefortii","no_life_form_on_database",48,6.751561,0.125758,0.018152,0.000965
"Brassica villosa","perennial",NA,NA,NA,NA,NA
"Cakile arabica","annual",4,6.994176,0.08069,0.040345,0.011575
"Cakile constricta","annual",4,6.715459,0.016842,0.008421,0.011575
"Cakile edentula subsp. edentula","annual",5,6.969196,0.066737,0.029846,0.00926
"Cakile edentula subsp. harperi","annual",NA,NA,NA,NA,NA
"Cakile edentula var. lacustris","annual",37,7.057043,0.031034,0.005102,0.001251
"Cakile lanceolata","annual",46,6.267035,0.247105,0.036434,0.001007
"Cakile lanceolata subsp. pseudoconstricta","annual",1,6.510035,NA,NA,0.0463
"Cakile lanceolata var. fusiformis","annual",NA,NA,NA,NA,NA
"Cakile maritima","perennial",149,6.714195,0.16138,0.013221,0.000311
"Cakile maritima f. islandica","annual",NA,NA,NA,NA,NA
"Carrichtera annua","annual",NA,NA,NA,NA,NA
"Ceratocnemum rapistroides","annual",NA,NA,NA,NA,NA
"Coincya longirostra","perennial",7,6.829693,0.064375,0.024331,0.006614
"Coincya monensis","annual",35,6.708086,0.133606,0.022584,0.001323
"Coincya rupestris","perennial",1,6.823776,NA,NA,0.0463
"Cordylocarpus muricatus","annual",6,6.687319,0.062694,0.025595,0.007717
"Crambe arborea","perennial",NA,NA,NA,NA,NA
"Crambe aspera","perennial",11,7.202405,0.128495,0.038743,0.004209
"Crambe cordifolia","perennial",3,7.007659,0.01192,0.006882,0.015433
"Crambe edentula","perennial",NA,NA,NA,NA,NA
"Crambe feuilleei","perennial",NA,NA,NA,NA,NA
"Crambe filiformis","perennial",24,6.70763,0.11023,0.022501,0.001929
"Crambe fruticosa","perennial",NA,NA,NA,NA,NA
"Crambe gigantea","perennial",NA,NA,NA,NA,NA
"Crambe gomeraea","perennial",NA,NA,NA,NA,NA
"Crambe gordjaginii","perennial",NA,NA,NA,NA,NA
"Crambe grossheimii","perennial",NA,NA,NA,NA,NA
"Crambe hispanica subsp. hispanica","perennial",NA,NA,NA,NA,NA
