"species","life_form","n_bio_5","mean_bio_5","sd_bio_5","se_bio_5","within_sp_var_bio_5"
"Croton abutiloides","perennial",7,5.69207,0.010718,0.004051,2.3e-05
"Croton acapulcensis","perennial",2,5.715875,0.001863,0.001317,8.1e-05
"Croton acutifolius","perennial",3,5.706077,0.01662,0.009596,5.4e-05
"Croton adenophyllum","no_life_form_on_database",NA,NA,NA,NA,NA
"Croton adspersus","perennial",29,5.708475,0.008876,0.001648,6e-06
"Croton aequatoris","perennial",5,5.705012,0.002894,0.001294,3.2e-05
"Croton alabamensis var. alabamensis","perennial",1,5.716863,NA,NA,0.000162
"Croton alabamensis var. texensis","perennial",3,5.728746,0.000188,0.000109,5.4e-05
"Croton alainii","perennial",1,5.705947,NA,NA,0.000162
"Croton alamosanus","perennial",36,5.722517,0.009311,0.001552,4e-06
"Croton alchorneicarpus","perennial",6,5.692187,0.008272,0.003377,2.7e-05
"Croton ameliae","perennial",3,5.720692,0.002789,0.00161,5.4e-05
"Croton andinus","perennial",37,5.714725,0.008835,0.001452,4e-06
"Croton antisyphiliticus","perennial",61,5.709131,0.008162,0.001045,3e-06
"Croton arboreus","perennial",25,5.719601,0.004296,0.000859,6e-06
"Croton argenteus","annual",108,5.71824,0.004889,0.00047,1e-06
"Croton argentinus","perennial",13,5.701418,0.012074,0.003349,1.2e-05
"Croton argyranthemus","annual",51,5.721368,0.006399,0.000896,3e-06
"Croton argyratus","perennial",95,5.709438,0.008847,0.000908,2e-06
"Croton argyrophyllus","perennial",56,5.716369,0.007869,0.001052,3e-06
"Croton astroites","perennial",NA,NA,NA,NA,NA
"Croton ater","perennial",NA,NA,NA,NA,NA
"Croton atrostellatus","no_life_form_on_database",NA,NA,NA,NA,NA
"Croton axillaris","perennial",11,5.717517,0.008656,0.00261,1.5e-05
"Croton beetlei","perennial",9,5.709691,0.006469,0.002156,1.8e-05
"Croton betulinus","perennial",10,5.712074,0.004123,0.001304,1.6e-05
"Croton billbergianus","perennial",34,5.709937,0.009301,0.001595,5e-06
"Croton bispinosus","perennial",NA,NA,NA,NA,NA
"Croton bixoides","perennial",2,5.708438,0.000235,0.000166,8.1e-05
"Croton blanchetianus","perennial",76,5.723129,0.006675,0.000766,2e-06
"Croton boiteaui","perennial",5,5.71235,0.008452,0.00378,3.2e-05
"Croton bojerianus","perennial",10,5.709792,0.012649,0.004,1.6e-05
"Croton bonplandianus","perennial",85,5.714086,0.010317,0.001119,2e-06
"Croton bracteatus","perennial",1,5.707608,NA,NA,0.000162
"Croton breedlovei","perennial",1,5.715217,NA,NA,0.000162
"Croton brevipes","perennial",9,5.710392,0.00614,0.002047,1.8e-05
"Croton brittonianus","perennial",NA,NA,NA,NA,NA
"Croton burchellii","perennial",NA,NA,NA,NA,NA
"Croton caboensis","perennial",7,5.726985,0.007752,0.00293,2.3e-05
"Croton cajucara","perennial",42,5.716657,0.004504,0.000695,4e-06
"Croton californicus","perennial",85,5.729067,0.017109,0.001856,2e-06
"Croton campanulatus","perennial",1,5.702615,NA,NA,0.000162
"Croton capitatus","annual",145,5.719421,0.005269,0.000438,1e-06
"Croton caracasanus","perennial",6,5.707785,0.010386,0.00424,2.7e-05
"Croton cascarilloides","perennial",55,5.712818,0.006928,0.000934,3e-06
"Croton catamarcensis","perennial",NA,NA,NA,NA,NA
"Croton caudatus","perennial",78,5.712579,0.008554,0.000969,2e-06
"Croton ceanothifolius","perennial",26,5.69695,0.007492,0.001469,6e-06
"Croton celtidifolius","perennial",43,5.700909,0.006454,0.000984,4e-06
"Croton cerinus","perennial",5,5.712643,0.0012,0.000537,3.2e-05
"Croton chamelensis","perennial",5,5.715195,0.00741,0.003314,3.2e-05
"Croton chichenensis","perennial",17,5.71602,0.008015,0.001944,1e-05
"Croton chilensis","perennial",1,5.703616,NA,NA,0.000162
"Croton chocoanus","perennial",9,5.701252,0.012075,0.004025,1.8e-05
"Croton chrysodaphne","perennial",13,5.706754,0.004835,0.001341,1.2e-05
"Croton ciliatoglandulifer","perennial",107,5.717053,0.010035,0.00097,2e-06
"Croton columnaris","perennial",NA,NA,NA,NA,NA
"Croton conduplicatus","perennial",34,5.715114,0.008461,0.001451,5e-06
"Croton conspurcatus","perennial",NA,NA,NA,NA,NA
"Croton cordiifolius","perennial",14,5.714062,0.010097,0.002699,1.2e-05
"Croton coriaceus","perennial",3,5.668112,0.031407,0.018133,5.4e-05
"Croton coriifolius","perennial",NA,NA,NA,NA,NA
"Croton corinthius","perennial",NA,NA,NA,NA,NA
"Croton coryi","annual",2,5.727173,0.001151,0.000814,8.1e-05
"Croton corylifolius","perennial",11,5.707109,0.010165,0.003065,1.5e-05
"Croton craspedotrichus","perennial",2,5.712907,0.000934,0.00066,8.1e-05
"Croton crassifolius","perennial",19,5.719774,0.004907,0.001126,9e-06
"Croton crocodilorum","perennial",15,5.713754,0.008536,0.002204,1.1e-05
"Croton culiacanensis","perennial",5,5.716663,0.002753,0.001231,3.2e-05
"Croton cuneatus","perennial",128,5.712327,0.007236,0.00064,1e-06
"Croton cupreatus","perennial",NA,NA,NA,NA,NA
"Croton cupulifer","perennial",2,5.709567,0.011248,0.007954,8.1e-05
"Croton curiosus","perennial",NA,NA,NA,NA,NA
"Croton cuyabensis","perennial",6,5.721895,0.000447,0.000182,2.7e-05
"Croton decalobus","perennial",6,5.699467,0.008328,0.0034,2.7e-05
"Croton decalvatus","perennial",2,5.716364,0.004888,0.003456,8.1e-05
"Croton dichrous","perennial",7,5.689629,0.013517,0.005109,2.3e-05
"Croton dioicus","perennial",94,5.719245,0.012395,0.001278,2e-06
"Croton discolor","perennial",7,5.712473,0.004824,0.001823,2.3e-05
