"species","life_form","n","mean","sd","se"
"Aciphylla aurea","perennial",14,13.7857142857143,3.33232585507414,0.890601546483996
"Aciphylla colensoi","perennial",15,15.5333333333333,3.7581657126595,0.970354214494533
"Aciphylla congesta","perennial",3,12,2,1.15470053837925
"Aciphylla crenulata","perennial",13,13.7692307692308,2.86222076232909,0.793837209251934
"Aciphylla dieffenbachii","perennial",NA,NA,NA,NA
"Aciphylla dissecta","perennial",1,21,NA,NA
"Aciphylla dobsonii","perennial",5,14.2,3.3466401061363,1.49666295470958
"Aciphylla hectori","perennial",4,15.25,2.21735578260835,1.10867789130417
"Aciphylla horrida","perennial",9,11.7777777777778,2.16666666666667,0.722222222222222
"Aciphylla kirkii","perennial",1,11,NA,NA
"Aciphylla lyallii","perennial",6,13.3333333333333,3.38624669312008,1.38242942355518
"Aciphylla monroi","perennial",11,13.9090909090909,2.73695251893581,0.825222234029834
"Aciphylla montana","perennial",4,11.25,1.70782512765993,0.853912563829966
"Aciphylla pinnatifida","perennial",3,11.3333333333333,3.21455025366432,1.85592145427667
"Aciphylla scott-thomsonii","perennial",12,15.1666666666667,2.94906251153984,0.851321017447282
"Aciphylla similis","perennial",7,13.2857142857143,2.21466970556828,0.837066468154616
"Aciphylla simplex","perennial",1,14,NA,NA
"Aciphylla simplicifolia","perennial",7,18.5714285714286,5.96816953672126,2.25575605377657
"Aciphylla squarrosa","perennial",17,17.8823529411765,5.51001761500334,1.33637556621604
"Aciphylla subflabellata","perennial",8,12.875,5.74300817143271,2.03046001121491
"Aciphylla traillii","perennial",1,13,NA,NA
"Aciphylla traversii","perennial",NA,NA,NA,NA
"Acronema astrantiifolium","perennial",9,108.777777777778,11.3001966551226,3.76673221837421
"Acronema schneideri","perennial",8,94.75,16.2546696587253,5.74689357081595
"Aegopodium alpestre","perennial",161,75.0869565217391,27.1772863123666,2.14187021561156
"Aegopodium kashmiricum","perennial",10,57.5,14.3081173542232,4.52462398683274
"Aegopodium podagraria","perennial",320,28.2,9.56535021653103,0.534719332818893
"Aethusa cynapium","annual",243,25.843621399177,8.97334381532157,0.575640274145219
"Afrocarum imbricatum","no_life_form_on_database",12,91.5,16.2676477597827,4.69606540659628
"Afroligusticum elliotii","perennial",9,47.5555555555556,19.615753306406,6.53858443546866
"Afroligusticum petitianum","perennial",4,71,21.556128285633,10.7780641428165
"Agrocharis gracilis","no_life_form_on_database",NA,NA,NA,NA
"Agrocharis incognita","no_life_form_on_database",28,60.1785714285714,20.4632526494375,3.86719125184965
"Agrocharis melanantha","no_life_form_on_database",28,79.7142857142857,25.5355339098969,4.82576230863171
"Agrocharis pedunculata","no_life_form_on_database",8,92.375,23.5974423553547,8.34295575406497
"Ainsworthia trachycarpa","no_life_form_on_database",8,86.75,20.3241587420348,7.18567523420232
"Aletes acaulis","no_life_form_on_database",18,56.5,20.3361457392843,4.79327551848195
"Aletes anisatus","no_life_form_on_database",12,29.8333333333333,14.3072348725031,4.13014295249944
"Aletes calcicola","no_life_form_on_database",NA,NA,NA,NA
"Aletes filifolius","no_life_form_on_database",10,73.2,16.1781745983078,5.11598801145325
"Aletes humilis","no_life_form_on_database",1,38,NA,NA
"Aletes macdougallii","no_life_form_on_database",NA,NA,NA,NA
"Aletes sessiliflorus","no_life_form_on_database",9,46.1111111111111,15.7277179244514,5.24257264148381
"Alococarpum erianthum","no_life_form_on_database",NA,NA,NA,NA
"Ammi majus","annual",120,56.4666666666667,24.1639822714652,2.20585969487274
"Ammoides pusilla","annual",67,50.910447761194,16.0564641408239,1.96160930241139
"Anethum graveolens","annual",6,68.5,16.1214143300146,6.58153984008808
"Angelica acutiloba","perennial",10,36.6,12.6508673396113,4.00055551698067
"Angelica ampla","perennial",16,34.5,24.4267612807483,6.10669032018709
"Angelica amurensis","no_life_form_on_database",6,97,8.60232526704263,3.51188458428425
"Angelica anomala","perennial",30,69.7,27.4542252259761,5.01243281836482
"Angelica apaensis","perennial",8,81.75,13.9565652753718,4.93439097414405
"Angelica archangelica","perennial",212,27.9575471698113,7.43968414089253,0.510959604596558
"Angelica arguta","perennial",63,42.3015873015873,17.7215332117546,2.23270332043211
"Angelica biserrata","perennial",6,54.5,4.80624593627917,1.96214168703486
