"species","life_form","n_bio_6","mean_bio_6","sd_bio_6","se_bio_6","within_sp_var_bio_6"
"Chaunanthus acuminatus","perennial",1,5.642793,NA,NA,0.000508
"Chaunanthus petiolatus","perennial",2,5.618748,0.009238,0.006532,0.000254
"Chilocardamum castellanosii","perennial",3,5.60672,0.001683,0.000972,0.000169
"Chilocardamum patagonicum","perennial",10,5.605723,0.003522,0.001114,5.1e-05
"Chlorocrambe hastata","perennial",5,5.582069,0.009395,0.004202,0.000102
"Dictyophragmus englerianus","annual",NA,NA,NA,NA,NA
"Dictyophragmus punensis","annual",1,5.578408,NA,NA,0.000508
"Dryopetalon auriculatum","annual",NA,NA,NA,NA,NA
"Dryopetalon paysonii","no_life_form_on_database",NA,NA,NA,NA,NA
"Dryopetalon runcinatum","annual",29,5.620622,0.01898,0.003524,1.8e-05
"Englerocharis pauciflora","perennial",NA,NA,NA,NA,NA
"Hesperidanthus argillaceus","perennial",NA,NA,NA,NA,NA
"Hesperidanthus barnebyi","perennial",NA,NA,NA,NA,NA
"Hesperidanthus jaegeri","perennial",1,5.58406,NA,NA,0.000508
"Hesperidanthus linearifolius","perennial",69,5.599578,0.017782,0.002141,7e-06
"Ivania cremnophila","perennial",1,5.586312,NA,NA,0.000508
"Ivania juncalensis","no_life_form_on_database",NA,NA,NA,NA,NA
"Mostacillastrum andinum","perennial",7,5.584639,0.016591,0.006271,7.3e-05
"Mostacillastrum commune","perennial",12,5.598136,0.012361,0.003568,4.2e-05
"Mostacillastrum gracile","perennial",3,5.602045,0.00619,0.003574,0.000169
"Mostacillastrum leptocarpum","perennial",5,5.596318,0.018674,0.008351,0.000102
"Mostacillastrum orbignyanum","perennial",25,5.603263,0.019144,0.003829,2e-05
"Mostacillastrum sagittatum","no_life_form_on_database",NA,NA,NA,NA,NA
"Mostacillastrum stenophyllum","perennial",12,5.618747,0.019604,0.005659,4.2e-05
"Mostacillastrum subauriculatum","annual",NA,NA,NA,NA,NA
"Mostacillastrum subscandens","perennial",3,5.618043,0.00109,0.000629,0.000169
"Mostacillastrum vaseyi","no_life_form_on_database",NA,NA,NA,NA,NA
"Neuontobotrys frutescens","perennial",12,5.608202,0.015442,0.004458,4.2e-05
"Neuontobotrys grayana","no_life_form_on_database",NA,NA,NA,NA,NA
"Neuontobotrys lanata","perennial",7,5.598843,0.017755,0.006711,7.3e-05
"Neuontobotrys linearifolia","perennial",NA,NA,NA,NA,NA
"Neuontobotrys tarapacana","perennial",15,5.588248,0.013582,0.003507,3.4e-05
"Parodiodoxa chionophila","perennial",8,5.580312,0.019843,0.007016,6.4e-05
"Phlebolobium maclovianum","perennial",NA,NA,NA,NA,NA
"Phravenia viereckii","no_life_form_on_database",NA,NA,NA,NA,NA
"Polypsecadium adscendens","perennial",NA,NA,NA,NA,NA
"Polypsecadium effusum","no_life_form_on_database",NA,NA,NA,NA,NA
"Polypsecadium grandiflorum","annual",4,5.58829,0.026737,0.013368,0.000127
"Polypsecadium harmsianum","annual",4,5.604668,0.032679,0.01634,0.000127
"Polypsecadium magellanicum","perennial",6,5.603214,0.005267,0.00215,8.5e-05
"Polypsecadium rusbyi","no_life_form_on_database",NA,NA,NA,NA,NA
"Polypsecadium solidagineum","no_life_form_on_database",NA,NA,NA,NA,NA
"Polypsecadium tucumanense","perennial",1,5.632465,NA,NA,0.000508
"Pringlea antiscorbutica","no_life_form_on_database",NA,NA,NA,NA,NA
"Romanschulzia arabiformis","annual",15,5.6238,0.013464,0.003476,3.4e-05
"Romanschulzia costaricensis","annual",2,5.647212,0.001247,0.000882,0.000254
"Sarcodraba dusenii","perennial",2,5.605434,0.00026,0.000184,0.000254
"Sibara angelorum","no_life_form_on_database",10,5.65208,0.007121,0.002252,5.1e-05
"Sibara deserti","annual",6,5.617899,0.007351,0.003001,8.5e-05
"Sibara laxa","no_life_form_on_database",17,5.649457,0.007221,0.001751,3e-05
"Sibara macrostachya","no_life_form_on_database",NA,NA,NA,NA,NA
"Sibara mendocina","no_life_form_on_database",NA,NA,NA,NA,NA
"Sibara tehuelches","no_life_form_on_database",NA,NA,NA,NA,NA
"Stanleya elata","perennial",16,5.598826,0.014921,0.00373,3.2e-05
"Stanleya pinnata","perennial",150,5.591956,0.019254,0.001572,3e-06
"Stanleya tomentosa","perennial",NA,NA,NA,NA,NA
"Streptanthella longirostris","no_life_form_on_database",94,5.601736,0.019785,0.002041,5e-06
"Streptanthus amplexicaulis","annual",NA,NA,NA,NA,NA
"Streptanthus anceps","annual",NA,NA,NA,NA,NA
"Streptanthus barbatus","perennial",6,5.595178,0.008395,0.003427,8.5e-05
"Streptanthus barbiger","annual",3,5.620803,0.007787,0.004496,0.000169
"Streptanthus batrachopus","annual",1,5.620944,NA,NA,0.000508
"Streptanthus bernardinus","perennial",4,5.609166,0.009042,0.004521,0.000127
"Streptanthus brachiatus","perennial",1,5.610387,NA,NA,0.000508
"Streptanthus bracteatus","annual",3,5.627077,0.003437,0.001984,0.000169
"Streptanthus breweri","annual",9,5.61068,0.012884,0.004295,5.6e-05
"Streptanthus californicus","annual",NA,NA,NA,NA,NA
"Streptanthus callistus","annual",NA,NA,NA,NA,NA
"Streptanthus campestris","perennial",15,5.611221,0.014163,0.003657,3.4e-05
"Streptanthus carinatus","annual",19,5.617432,0.008942,0.002051,2.7e-05
"Streptanthus cooperi","annual",NA,NA,NA,NA,NA
"Streptanthus cordatus","perennial",62,5.585098,0.013847,0.001759,8e-06
"Streptanthus coulteri","annual",1,5.609289,NA,NA,0.000508
"Streptanthus crassicaulis","perennial",NA,NA,NA,NA,NA
"Streptanthus cutleri","annual",1,5.62492,NA,NA,0.000508
"Streptanthus diversifolius","annual",5,5.613149,0.006324,0.002828,0.000102
"Streptanthus farnsworthianus","annual",2,5.604514,0.001041,0.000736,0.000254
"Streptanthus fenestratus","annual",1,5.582932,NA,NA,0.000508
"Streptanthus flavescens","annual",NA,NA,NA,NA,NA
"Streptanthus glandulosus subsp. glandulosus","no_life_form_on_database",9,5.616359,0.007897,0.002632,5.6e-05
"Streptanthus glandulosus var. albidus","no_life_form_on_database",NA,NA,NA,NA,NA
"Streptanthus glandulosus var. niger","annual",NA,NA,NA,NA,NA
"Streptanthus glaucus","perennial",NA,NA,NA,NA,NA
"Streptanthus hallii","annual",NA,NA,NA,NA,NA
"Streptanthus hammittii","annual",NA,NA,NA,NA,NA
"Streptanthus hesperidis","annual",2,5.607528,0.02102,0.014863,0.000254
"Streptanthus heterophyllus","annual",6,5.627636,0.010372,0.004234,8.5e-05
"Streptanthus hispidus","annual",1,5.619495,NA,NA,0.000508
"Streptanthus howellii","perennial",2,5.611261,0.012669,0.008958,0.000254
"Streptanthus hyacinthoides","annual",17,5.613528,0.014912,0.003617,3e-05
"Streptanthus inflatus","annual",NA,NA,NA,NA,NA
"Streptanthus insignis subsp. insignis","no_life_form_on_database",1,5.619495,NA,NA,0.000508
"Streptanthus lasiophyllus","annual",6,5.627097,0.010354,0.004227,8.5e-05
"Streptanthus lemmonii","annual",NA,NA,NA,NA,NA
"Streptanthus longirostris","annual",8,5.604877,0.025346,0.008961,6.4e-05
"Streptanthus longisiliquus","perennial",5,5.610293,0.007247,0.003241,0.000102
"Streptanthus maculatus","annual",NA,NA,NA,NA,NA
"Streptanthus major","annual",NA,NA,NA,NA,NA
"Streptanthus morrisonii","perennial",1,5.618043,NA,NA,0.000508
"Streptanthus petiolaris","annual",NA,NA,NA,NA,NA
"Streptanthus pilosus","perennial",NA,NA,NA,NA,NA
"Streptanthus platycarpus","annual",11,5.617379,0.008942,0.002696,4.6e-05
"Streptanthus polygaloides","annual",7,5.613456,0.012169,0.004599,7.3e-05
"Streptanthus simulans","annual",NA,NA,NA,NA,NA
"Streptanthus tortuosus","perennial",26,5.595639,0.018912,0.003709,2e-05
"Streptanthus vernalis","annual",1,5.61185,NA,NA,0.000508
"Thelypodiopsis ambigua","annual",7,5.610261,0.013138,0.004966,7.3e-05
"Thelypodiopsis elegans","annual",26,5.577074,0.009164,0.001797,2e-05
"Thelypodium crispum","perennial",9,5.58819,0.008943,0.002981,5.6e-05
"Thelypodium flexuosum","perennial",34,5.588627,0.008016,0.001375,1.5e-05
"Thelypodium integrifolium","perennial",32,5.58265,0.011009,0.001946,1.6e-05
"Thelypodium laciniatum","annual",43,5.594776,0.010302,0.001571,1.2e-05
"Thelypodium sagittatum","perennial",13,5.575797,0.010396,0.002883,3.9e-05
"Thelypodium wrightii","perennial",48,5.600235,0.018067,0.002608,1.1e-05
"Thysanocarpus conchuliferus","no_life_form_on_database",2,5.637576,0.016369,0.011575,0.000254
"Thysanocarpus curvipes var. curvipes","no_life_form_on_database",38,5.610773,0.015984,0.002593,1.3e-05
"Thysanocarpus erectus","no_life_form_on_database",9,5.639435,0.010146,0.003382,5.6e-05
