species,life_form,n_bio_5,mean_bio_5,sd_bio_5,se_bio_5,within_sp_var_bio_5
Acnistus arborescens,perennial,133,5.701511,0.014052,0.001218,1.00E-06
Anisodus acutangulus,perennial,NA,NA,NA,NA,NA
Anisodus carniolicoides,perennial,NA,NA,NA,NA,NA
Anisodus luridus,perennial,17,5.670761,0.013262,0.003217,1.00E-05
Anisodus tanguticus,perennial,37,5.669699,0.00977,0.001606,4.00E-06
Anthocercis angustifolia,perennial,4,5.706256,0.007984,0.003992,4.00E-05
Anthocercis gracilis,perennial,1,5.713568,NA,NA,0.000162
Anthocercis ilicifolia,perennial,NA,NA,NA,NA,NA
Anthocercis intricata,perennial,4,5.712903,0.003594,0.001797,4.00E-05
Anthocercis littorea,perennial,27,5.706263,0.011701,0.002252,6.00E-06
Anthocercis myosotidea,perennial,NA,NA,NA,NA,NA
Anthocercis racemosa,perennial,NA,NA,NA,NA,NA
Anthocercis sylvicola,perennial,1,5.690191,NA,NA,0.000162
Anthocercis viscosa,perennial,NA,NA,NA,NA,NA
Anthotroche blackii,perennial,NA,NA,NA,NA,NA
Anthotroche myoporoides,perennial,3,5.725379,0.002546,0.00147,5.40E-05
Anthotroche pannosa,perennial,44,5.728305,0.006821,0.001028,4.00E-06
Anthotroche walcottii,perennial,7,5.725351,0.008369,0.003163,2.30E-05
Athenaea pogogena,perennial,15,5.701335,0.008421,0.002174,1.10E-05
Atropa belladonna,perennial,146,5.692549,0.0109,0.000902,1.00E-06
Atropa komarovii,perennial,NA,NA,NA,NA,NA
Atropanthe sinensis,perennial,5,5.710512,0.006005,0.002686,3.20E-05
Aureliana fasciculata,perennial,80,5.705691,0.00796,0.00089,2.00E-06
Benthamiella patagonica,perennial,26,5.674301,0.01479,0.002901,6.00E-06
Benthamiella skottsbergii,perennial,3,5.676652,0.011613,0.006705,5.40E-05
Bouchetia anomala,perennial,9,5.696014,0.010956,0.003652,1.80E-05
Bouchetia erecta,perennial,6,5.705206,0.013407,0.005473,2.70E-05
Brachistus stramonifolius,perennial,33,5.698869,0.015713,0.002735,5.00E-06
Browallia eludens,annual,4,5.714201,0.008482,0.004241,4.00E-05
Browallia speciosa,annual,25,5.691311,0.014065,0.002813,6.00E-06
Brugmansia arborea,perennial,10,5.696496,0.018948,0.005992,1.60E-05
Brugmansia aurea,perennial,24,5.682209,0.010389,0.002121,7.00E-06
Brugmansia sanguinea,perennial,24,5.669789,0.017581,0.003589,7.00E-06
Brunfelsia americana,perennial,NA,NA,NA,NA,NA
Brunfelsia uniflora,perennial,107,5.709962,0.010857,0.00105,2.00E-06
Calibrachoa parviflora,perennial,118,5.716646,0.011836,0.00109,1.00E-06
Calibrachoa pygmaea,annual,7,5.713284,0.00134,0.000506,2.30E-05
Calibrachoa sellowiana,perennial,11,5.694837,0.005153,0.001554,1.50E-05
Capsicum annuum,annual,112,5.71707,0.009957,0.000941,1.00E-06
Capsicum baccatum,perennial,71,5.709758,0.00925,0.001098,2.00E-06
Capsicum campylopodium,annual,7,5.705034,0.004741,0.001792,2.30E-05
Capsicum cardenasii,no_life_form_on_database,1,5.66244,NA,NA,0.000162
Capsicum ceratocalyx,no_life_form_on_database,1,5.686467,NA,NA,0.000162
Capsicum chacoense,perennial,76,5.71385,0.008455,0.00097,2.00E-06
Capsicum chinense,perennial,28,5.71533,0.005876,0.00111,6.00E-06
Capsicum ciliatum,no_life_form_on_database,34,5.703431,0.014835,0.002544,5.00E-06
Capsicum coccineum,perennial,17,5.712513,0.003577,0.000868,1.00E-05
Capsicum eximium,perennial,11,5.685984,0.015766,0.004754,1.50E-05
Capsicum flexuosum,perennial,49,5.704995,0.007585,0.001084,3.00E-06
Capsicum frutescens,perennial,18,5.713717,0.008483,0.001999,9.00E-06
