"species","life_form","n","mean","sd","se"
"Heliophila acuminata","annual",5,240,34.036744850235,15.2216950435883
"Heliophila africana","annual",5,172.8,52.7892034416129,23.6080494747025
"Heliophila amplexicaulis","annual",9,249.888888888889,24.1476937016998,8.04923123389993
"Heliophila arenaria","annual",6,195.833333333333,42.4848992780572,17.3443875007963
"Heliophila arenosa","annual",4,240,34.3511280746353,17.1755640373177
"Heliophila bulbostyla","annual",4,199.25,28.8833862280724,14.4416931140362
"Heliophila carnosa","perennial",27,251.185185185185,24.6108747649318,4.73636505684185
"Heliophila cedarbergensis","perennial",NA,NA,NA,NA
"Heliophila collina","annual",4,267,6.78232998312527,3.39116499156263
"Heliophila cornellsbergia","annual",NA,NA,NA,NA
"Heliophila cornuta","perennial",15,239.933333333333,33.4503185264925,8.63683510522927
"Heliophila coronopifolia","annual",5,177.4,40.2156685882505,17.9849937447862
"Heliophila crithmifolia","annual",13,245.769230769231,28.8304059578131,7.99611592102598
"Heliophila descurva","no_life_form_on_database",4,248.5,24.8394846967484,12.4197423483742
"Heliophila deserticola","annual",16,252.375,49.6264378465081,12.406609461627
"Heliophila digitata","annual",5,218,65.935574616439,29.4872853955735
"Heliophila dregeana","perennial",3,222.666666666667,64.2365420405966,37.0869848389492
"Heliophila elata","perennial",3,219.666666666667,43.0155010819743,24.8350111290045
"Heliophila elongata","perennial",13,179.153846153846,35.5055069762569,9.84745584340297
"Heliophila ephemera","annual",1,256,NA,NA
"Heliophila esterhuyseniae","perennial",NA,NA,NA,NA
"Heliophila eximia","annual",1,246,NA,NA
"Heliophila gariepina","annual",2,237.5,9.19238815542512,6.5
"Heliophila glauca","perennial",4,220.25,41.4839326326069,20.7419663163034
"Heliophila hurkana","perennial",2,254,7.07106781186548,5
"Heliophila juncea","perennial",NA,NA,NA,NA
"Heliophila lactea","annual",7,222.285714285714,37.097683151891,14.0216062623678
"Heliophila latisiliqua","no_life_form_on_database",NA,NA,NA,NA
"Heliophila linearis var. linearis","no_life_form_on_database",NA,NA,NA,NA
"Heliophila linoides","annual",3,187,56.3116329012043,32.5115364140177
"Heliophila macowaniana","annual",5,221.4,36.610107893859,16.3725379828541
"Heliophila macra","no_life_form_on_database",3,147.666666666667,22.0302821891444,12.7191893522259
"Heliophila macrosperma","perennial",NA,NA,NA,NA
"Heliophila maraisiana","perennial",5,254.6,10.2371871136558,4.57820925690384
"Heliophila minima","annual",NA,NA,NA,NA
"Heliophila monosperma","perennial",1,262,NA,NA
"Heliophila namaquana","annual",6,258.666666666667,10.2111050658911,4.16866618689693
"Heliophila nubigena","perennial",2,253.5,2.12132034355964,1.5
"Heliophila pectinata","annual",7,264.857142857143,17.468338705866,6.60241143330934
"Heliophila pinnata","annual",5,260,11.379806676741,5.08920425999979
"Heliophila polygaloides","perennial",1,265,NA,NA
"Heliophila pubescens","annual",4,267.25,15.8403493227475,7.92017466137374
"Heliophila pusilla","annual",8,214.625,60.9471375162819,21.548067115836
"Heliophila refracta","annual",5,189.8,43.6886713004642,19.5381677748964
"Heliophila rigidiuscula","perennial",22,216.318181818182,39.4345586457414,8.40747615243939
"Heliophila scoparia var. aspera","no_life_form_on_database",NA,NA,NA,NA
"Heliophila seselifolia","annual",19,262.842105263158,35.4530411763923,8.13348545942529
"Heliophila suavissima","perennial",21,259.095238095238,31.6336921049453,6.90303755151612
"Heliophila suborbicularis","annual",5,260.8,13.718600511714,6.13514466007119
"Heliophila subulata","annual",18,187.944444444444,44.5427385277955,10.4988241552078
"Heliophila tricuspidata","perennial",1,199,NA,NA
"Heliophila trifurca","annual",19,277.315789473684,29.2062638479011,6.70037645428349
"Heliophila tulbaghensis","perennial",NA,NA,NA,NA
"Heliophila variabilis","annual",11,242.454545454545,28.8213935692348,8.68997712766489
