"species","life_form","n_bio_1","mean_bio_1","sd_bio_1","se_bio_1","within_sp_var_bio_1"
"Aimara rollinsii","perennial",NA,NA,NA,NA,NA
"Aschersoniodoxa cachensis","perennial",5,5.632703,0.021814,0.009756,4e-05
"Aschersoniodoxa mandoniana","perennial",2,5.623649,0.005363,0.003792,1e-04
"Aschersoniodoxa peruviana","no_life_form_on_database",NA,NA,NA,NA,NA
"Atacama nivea","no_life_form_on_database",NA,NA,NA,NA,NA
"Brayopsis alpaminae","perennial",NA,NA,NA,NA,NA
"Brayopsis calycina","perennial",16,5.635078,0.019575,0.004894,1.3e-05
"Brayopsis colombiana","perennial",NA,NA,NA,NA,NA
"Brayopsis diapensioides","perennial",2,5.62834,0.001271,0.000899,1e-04
"Brayopsis gamosepala","perennial",NA,NA,NA,NA,NA
"Brayopsis monimocalyx","perennial",8,5.625561,0.016841,0.005954,2.5e-05
"Cremolobus chilensis","annual",NA,NA,NA,NA,NA
"Cremolobus peruvianus","perennial",9,5.658293,0.023219,0.00774,2.2e-05
"Cremolobus rhomboideus","annual",NA,NA,NA,NA,NA
"Dactylocardamum imbricatifolium","perennial",NA,NA,NA,NA,NA
"Eudema nubigena subsp. nubigena","no_life_form_on_database",2,5.62292,0.007411,0.00524,1e-04
"Eudema nubigena subsp. remyana","perennial",1,5.626721,NA,NA,0.000201
"Eudema rupestris","perennial",NA,NA,NA,NA,NA
"Mathewsia auriculata","perennial",3,5.660247,0.01777,0.01026,6.7e-05
"Mathewsia collina","no_life_form_on_database",NA,NA,NA,NA,NA
"Mathewsia densifolia","no_life_form_on_database",NA,NA,NA,NA,NA
"Mathewsia foliosa","perennial",NA,NA,NA,NA,NA
"Mathewsia incana","perennial",NA,NA,NA,NA,NA
"Mathewsia linearifolia","perennial",NA,NA,NA,NA,NA
"Mathewsia peruviana","no_life_form_on_database",NA,NA,NA,NA,NA
"Menonvillea chilensis","annual",5,5.671842,0.013402,0.005994,4e-05
"Menonvillea cicatricosa","perennial",3,5.625478,0.011287,0.006517,6.7e-05
"Menonvillea comberi","annual",NA,NA,NA,NA,NA
"Menonvillea cuneata","perennial",15,5.639819,0.024385,0.006296,1.3e-05
"Menonvillea famatinensis","perennial",1,5.616589,NA,NA,0.000201
"Menonvillea filifolia","annual",NA,NA,NA,NA,NA
"Menonvillea flexuosa","perennial",NA,NA,NA,NA,NA
"Menonvillea frigida","perennial",NA,NA,NA,NA,NA
"Menonvillea hookeri","no_life_form_on_database",12,5.634156,0.014633,0.004224,1.7e-05
"Menonvillea linearis","perennial",2,5.660283,0.01674,0.011837,1e-04
"Menonvillea litoralis","annual",4,5.667049,0.013662,0.006831,5e-05
"Menonvillea marticorenae","annual",NA,NA,NA,NA,NA
"Menonvillea minima","annual",NA,NA,NA,NA,NA
"Menonvillea nordenskjoeldii","perennial",5,5.620393,0.017096,0.007646,4e-05
"Menonvillea orbiculata","annual",NA,NA,NA,NA,NA
"Menonvillea patagonica","annual",9,5.639824,0.01082,0.003607,2.2e-05
"Menonvillea pinnatifida","annual",3,5.653758,0.015049,0.008689,6.7e-05
"Menonvillea purpurea","perennial",2,5.636683,0.016636,0.011763,1e-04
"Menonvillea rigida","perennial",NA,NA,NA,NA,NA
"Menonvillea scapigera","perennial",2,5.626528,0.007384,0.005221,1e-04
"Menonvillea spathulata","perennial",6,5.631396,0.020425,0.008338,3.3e-05
"Menonvillea virens","perennial",7,5.625413,0.025389,0.009596,2.9e-05
"Onuris alismatifolia","perennial",3,5.628617,0.008287,0.004785,6.7e-05
"Onuris graminifolia","perennial",18,5.637025,0.011588,0.002731,1.1e-05
"Onuris hatcheriana","perennial",3,5.625412,0.018098,0.010449,6.7e-05
"Onuris hauthalii","no_life_form_on_database",1,5.614769,NA,NA,0.000201
"Onuris papillosa","perennial",7,5.630235,0.008195,0.003097,2.9e-05
"Onuris spegazziniana","perennial",6,5.628041,0.020744,0.008469,3.3e-05
"Schizopetalon arcuatum","annual",1,5.680343,NA,NA,0.000201
"Schizopetalon bipinnatifidum","annual",NA,NA,NA,NA,NA
"Schizopetalon biseriatum","annual",NA,NA,NA,NA,NA
"Schizopetalon brachycarpum","annual",NA,NA,NA,NA,NA
"Schizopetalon dentatum","annual",2,5.649657,0.009206,0.00651,1e-04
"Schizopetalon maritimum","annual",NA,NA,NA,NA,NA
"Schizopetalon rupestre","annual",NA,NA,NA,NA,NA
"Schizopetalon tenuifolium","annual",NA,NA,NA,NA,NA
"Schizopetalon walkeri","annual",3,5.663654,0.013306,0.007682,6.7e-05
"Smelowskia calycina","perennial",31,5.595305,0.016404,0.002946,6e-06
"Thlaspi arvense","annual",613,5.633681,0.016479,0.000666,0
"Xerodraba patagonica","perennial",4,5.634312,0.00908,0.00454,5e-05
"Xerodraba pectinata","no_life_form_on_database",4,5.627962,0.00701,0.003505,5e-05
"Xerodraba pycnophylloides","no_life_form_on_database",5,5.636822,0.001736,0.000776,4e-05
