"species","life_form","n_bio_1","mean_bio_1","sd_bio_1","se_bio_1","within_sp_var_bio_1"
"Cyphocardamum aretioides","perennial",NA,NA,NA,NA,NA
"Delpinophytum patagonicum","perennial",3,5.646203,0.005398,0.003117,6.7e-05
"Lepidium aegrum","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium affghanum","perennial",NA,NA,NA,NA,NA
"Lepidium afghanicum","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium africanum","annual",8,5.660404,0.016759,0.005925,2.5e-05
"Lepidium alluaudii","no_life_form_on_database",4,5.678133,0.014223,0.007111,5e-05
"Lepidium alyssoides","perennial",55,5.657759,0.018457,0.002489,4e-06
"Lepidium angustissimum","annual",NA,NA,NA,NA,NA
"Lepidium apetalum","annual",192,5.63194,0.024262,0.001751,1e-06
"Lepidium appelianum","perennial",NA,NA,NA,NA,NA
"Lepidium apterum","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium arbuscula","perennial",NA,NA,NA,NA,NA
"Lepidium armoracia","perennial",3,5.666368,0.001742,0.001006,6.7e-05
"Lepidium aschersonii","perennial",12,5.665537,0.007334,0.002117,1.7e-05
"Lepidium aucheri","annual",5,5.689794,0.012122,0.005421,4e-05
"Lepidium auriculatum","annual",45,5.668589,0.019885,0.002964,4e-06
"Lepidium austrinum","annual",58,5.679096,0.009742,0.001279,3e-06
"Lepidium banksii","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium bidentatum","perennial",NA,NA,NA,NA,NA
"Lepidium bipinnatifidum","perennial",31,5.654962,0.020902,0.003754,6e-06
"Lepidium biplicatum","perennial",5,5.689576,0.0038,0.001699,4e-05
"Lepidium bonariense","annual",99,5.668404,0.017502,0.001759,2e-06
"Lepidium botschantsevianum","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium brachyotum","perennial",1,5.62492,NA,NA,2e-04
"Lepidium brevicaule","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium campestre","annual",108,5.643853,0.008428,0.000811,2e-06
"Lepidium capense","perennial",4,5.66892,0.005793,0.002897,5e-05
"Lepidium capitatum","annual",44,5.615169,0.018203,0.002744,5e-06
"Lepidium cardamines","no_life_form_on_database",8,5.663856,0.00593,0.002097,2.5e-05
"Lepidium cardiophyllum","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium cartilagineum","perennial",21,5.633145,0.018046,0.003938,1e-05
"Lepidium chalepense","perennial",15,5.656817,0.021258,0.005489,1.3e-05
"Lepidium chichicara","perennial",16,5.652365,0.018945,0.004736,1.3e-05
"Lepidium cordatum","perennial",6,5.612284,0.020481,0.008361,3.3e-05
"Lepidium coronopifolium","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium coronopus","annual",66,5.648886,0.013341,0.001642,3e-06
