"species","life_form","n_bio_15","mean_bio_15","sd_bio_15","se_bio_15","within_sp_var_bio_15"
"Agalinis purpurea","annual",143,3.03613,0.469471,0.039259,0.00154
"Aphyllon arizonicum","annual",NA,NA,NA,NA,NA
"Aphyllon chilensis","no_life_form_on_database",NA,NA,NA,NA,NA
"Aphyllon corymbosum","annual",12,3.855373,0.522467,0.150823,0.018347
"Aphyllon dugesii","annual",NA,NA,NA,NA,NA
"Aphyllon fasciculatum","perennial",84,3.994212,0.482537,0.052649,0.002621
"Aphyllon ludovicianum","annual",NA,NA,NA,NA,NA
"Aphyllon multiflorum","annual",NA,NA,NA,NA,NA
"Aphyllon pinorum","annual",NA,NA,NA,NA,NA
"Aphyllon purpureum","annual",29,4.334726,0.259283,0.048148,0.007592
"Aphyllon riparium","annual",NA,NA,NA,NA,NA
"Aphyllon robbinsii","annual",NA,NA,NA,NA,NA
"Aphyllon tacnaense","annual",NA,NA,NA,NA,NA
"Aphyllon tarapacanum","annual",NA,NA,NA,NA,NA
"Aphyllon tuberosum","perennial",19,4.478195,0.151855,0.034838,0.011588
"Aphyllon uniflorum","annual",32,2.981752,0.60777,0.10744,0.00688
"Aphyllon vallicolum","annual",6,4.52884,0.02015,0.008226,0.036695
"Bellardia trixago","annual",122,3.910383,0.447773,0.040539,0.001805
"Boschniakia himalaica","annual",NA,NA,NA,NA,NA
"Boschniakia rossica","perennial",174,3.961682,0.388754,0.029471,0.001265
"Castilleja exserta","annual",47,4.31144,0.261249,0.038107,0.004684
"Castilleja miniata","perennial",300,3.677784,0.444859,0.025684,0.000734
"Castilleja rubicundula","annual",NA,NA,NA,NA,NA
"Castilleja sulphurea","no_life_form_on_database",60,3.349956,0.495962,0.064028,0.003669
"Cistanche deserticola","perennial",6,3.850668,0.380536,0.155353,0.036695
"Cistanche salsa","perennial",7,4.065227,0.277522,0.104893,0.031453
"Cistanche tubulosa","perennial",10,4.506524,0.184542,0.058357,0.022017
"Cistanche violacea","perennial",NA,NA,NA,NA,NA
"Conopholis alpina","perennial",67,4.347759,0.251411,0.030715,0.003286
"Conopholis americana","perennial",NA,NA,NA,NA,NA
"Cordylanthus ramosus","annual",14,3.356566,0.334541,0.08941,0.015726
"Diphelypaea coccinea","perennial",NA,NA,NA,NA,NA
"Diphelypaea tournefortii","perennial",NA,NA,NA,NA,NA
"Epifagus virginiana","annual",177,2.794575,0.327137,0.024589,0.001244
"Euphrasia pectinata","annual",201,3.70985,0.60298,0.042531,0.001095
"Harveya capensis","annual",7,3.387803,0.721639,0.272754,0.031453
"Hyobanche atropurpurea","annual",4,3.935119,0.385792,0.192896,0.055042
"Hyobanche sanguinea","annual",21,3.769124,0.382164,0.083395,0.010484
"Kopsiopsis hookeri","perennial",NA,NA,NA,NA,NA
"Kopsiopsis strobilacea","perennial",16,4.441373,0.118374,0.029593,0.01376
"Lamourouxia rhinanthifolia","perennial",45,4.520503,0.168803,0.025164,0.004893
"Lathraea squamaria","perennial",187,3.269177,0.337658,0.024692,0.001177
"Lindenbergia indica","annual",2,4.870984,0.12991,0.09186,0.110084
"Lindenbergia muraria","annual",15,4.491884,0.140781,0.036349,0.014678
"Lindenbergia philippensis","perennial",42,4.371963,0.161253,0.024882,0.005242
"Mannagettaea hummelii","perennial",7,4.489709,0.235181,0.08889,0.031453
"Melampyrum arvense","annual",201,3.141277,0.380939,0.026869,0.001095
"Melampyrum carstiense","annual",1,2.833213,NA,NA,0.220168
"Monochasma sheareri","annual",8,3.77195,0.148148,0.052378,0.027521
