"species","life_form","n_bio_1","mean_bio_1","sd_bio_1","se_bio_1","within_sp_var_bio_1"
"Heliophila acuminata","annual",5,5.670661,0.005657,0.00253,4e-05
"Heliophila africana","annual",5,5.671569,0.001255,0.000561,4e-05
"Heliophila amplexicaulis","annual",9,5.667472,0.005056,0.001685,2.2e-05
"Heliophila arenaria","annual",6,5.671972,0.008991,0.003671,3.3e-05
"Heliophila arenosa","annual",4,5.662563,0.011519,0.005759,5e-05
"Heliophila bulbostyla","annual",4,5.670733,0.005138,0.002569,5e-05
"Heliophila carnosa","perennial",27,5.659478,0.011385,0.002191,7e-06
"Heliophila cedarbergensis","perennial",NA,NA,NA,NA,NA
"Heliophila collina","annual",4,5.665208,0.004341,0.00217,5e-05
"Heliophila cornellsbergia","annual",NA,NA,NA,NA,NA
"Heliophila cornuta","perennial",15,5.666566,0.004812,0.001242,1.3e-05
"Heliophila coronopifolia","annual",5,5.673354,0.002815,0.001259,4e-05
"Heliophila crithmifolia","annual",13,5.672395,0.00584,0.00162,1.5e-05
"Heliophila descurva","no_life_form_on_database",4,5.658472,0.011776,0.005888,5e-05
"Heliophila deserticola","annual",16,5.677678,0.006136,0.001534,1.3e-05
"Heliophila digitata","annual",5,5.668107,0.005911,0.002643,4e-05
"Heliophila dregeana","perennial",3,5.663,0.007475,0.004316,6.7e-05
"Heliophila elata","perennial",3,5.670279,0.00359,0.002073,6.7e-05
"Heliophila elongata","perennial",13,5.67295,0.00963,0.002671,1.5e-05
"Heliophila ephemera","annual",1,5.646683,NA,NA,0.000201
"Heliophila esterhuyseniae","perennial",NA,NA,NA,NA,NA
"Heliophila eximia","annual",1,5.679661,NA,NA,0.000201
"Heliophila gariepina","annual",2,5.673838,0.000971,0.000687,1e-04
"Heliophila glauca","perennial",4,5.665437,0.010034,0.005017,5e-05
"Heliophila hurkana","perennial",2,5.665667,0.016405,0.0116,1e-04
"Heliophila juncea","perennial",NA,NA,NA,NA,NA
"Heliophila lactea","annual",7,5.672453,0.005124,0.001937,2.9e-05
"Heliophila latisiliqua","no_life_form_on_database",NA,NA,NA,NA,NA
"Heliophila linearis var. linearis","no_life_form_on_database",NA,NA,NA,NA,NA
"Heliophila linoides","annual",3,5.659657,0.018653,0.010769,6.7e-05
"Heliophila macowaniana","annual",5,5.670858,0.007481,0.003346,4e-05
"Heliophila macra","no_life_form_on_database",3,5.668897,0.004403,0.002542,6.7e-05
"Heliophila macrosperma","perennial",NA,NA,NA,NA,NA
"Heliophila maraisiana","perennial",5,5.667679,0.008191,0.003663,4e-05
"Heliophila minima","annual",NA,NA,NA,NA,NA
"Heliophila monosperma","perennial",1,5.671431,NA,NA,0.000201
"Heliophila namaquana","annual",6,5.662379,0.012089,0.004935,3.3e-05
"Heliophila nubigena","perennial",2,5.656164,0.002966,0.002097,1e-04
"Heliophila pectinata","annual",7,5.661788,0.011434,0.004322,2.9e-05
"Heliophila pinnata","annual",5,5.666642,0.008276,0.003701,4e-05
"Heliophila polygaloides","perennial",1,5.655117,NA,NA,0.000201
"Heliophila pubescens","annual",4,5.665552,0.005029,0.002514,5e-05
"Heliophila pusilla","annual",8,5.668473,0.007944,0.002809,2.5e-05
"Heliophila refracta","annual",5,5.670946,0.003012,0.001347,4e-05
"Heliophila rigidiuscula","perennial",22,5.663758,0.013442,0.002866,9e-06
"Heliophila scoparia var. aspera","no_life_form_on_database",NA,NA,NA,NA,NA
"Heliophila seselifolia","annual",19,5.670988,0.009734,0.002233,1.1e-05
"Heliophila suavissima","perennial",21,5.66212,0.008905,0.001943,1e-05
"Heliophila suborbicularis","annual",5,5.661154,0.009175,0.004103,4e-05
"Heliophila subulata","annual",18,5.673616,0.008182,0.001929,1.1e-05
"Heliophila tricuspidata","perennial",1,5.655117,NA,NA,0.000201
"Heliophila trifurca","annual",19,5.674812,0.006513,0.001494,1.1e-05
"Heliophila tulbaghensis","perennial",NA,NA,NA,NA,NA
"Heliophila variabilis","annual",11,5.671595,0.007304,0.002202,1.8e-05
