"species","life_form","n_bio_4","mean_bio_4","sd_bio_4","se_bio_4","within_sp_var_bio_4"
"Croton abutiloides","perennial",7,5.746149,0.049165,0.018583,0.006615
"Croton acapulcensis","perennial",2,5.951987,0.170061,0.120251,0.023151
"Croton acutifolius","perennial",3,6.209612,0.03262,0.018833,0.015434
"Croton adenophyllum","no_life_form_on_database",NA,NA,NA,NA,NA
"Croton adspersus","perennial",29,6.172035,0.171806,0.031904,0.001597
"Croton aequatoris","perennial",5,5.822916,0.085613,0.038287,0.009261
"Croton alabamensis var. alabamensis","perennial",1,6.891372,NA,NA,0.046303
"Croton alabamensis var. texensis","perennial",3,6.896271,0.026814,0.015481,0.015434
"Croton alainii","perennial",1,6.014571,NA,NA,0.046303
"Croton alamosanus","perennial",36,6.332915,0.282299,0.04705,0.001286
"Croton alchorneicarpus","perennial",6,6.178444,0.011271,0.004601,0.007717
"Croton ameliae","perennial",3,6.093786,0.024339,0.014052,0.015434
"Croton andinus","perennial",37,6.352972,0.179495,0.029509,0.001251
"Croton antisyphiliticus","perennial",61,6.084296,0.134909,0.017273,0.000759
"Croton arboreus","perennial",25,6.146591,0.120132,0.024026,0.001852
"Croton argenteus","annual",108,6.208346,0.264197,0.025422,0.000429
"Croton argentinus","perennial",13,6.567733,0.191634,0.05315,0.003562
"Croton argyranthemus","annual",51,6.771585,0.106789,0.014953,0.000908
"Croton argyratus","perennial",94,5.774981,0.102841,0.010607,0.000493
"Croton argyrophyllus","perennial",56,5.993148,0.108494,0.014498,0.000827
"Croton astroites","perennial",NA,NA,NA,NA,NA
"Croton ater","perennial",NA,NA,NA,NA,NA
"Croton atrostellatus","no_life_form_on_database",NA,NA,NA,NA,NA
"Croton axillaris","perennial",11,6.061667,0.211642,0.063812,0.004209
"Croton beetlei","perennial",9,6.297625,0.208356,0.069452,0.005145
"Croton betulinus","perennial",10,6.021861,0.115063,0.036386,0.00463
"Croton billbergianus","perennial",34,5.892184,0.190504,0.032671,0.001362
"Croton bispinosus","perennial",NA,NA,NA,NA,NA
"Croton bixoides","perennial",2,5.886798,0.000785,0.000555,0.023151
"Croton blanchetianus","perennial",76,5.96809,0.075254,0.008632,0.000609
"Croton boiteaui","perennial",5,6.277933,0.017265,0.007721,0.009261
"Croton bojerianus","perennial",10,6.174568,0.13508,0.042716,0.00463
"Croton bonplandianus","perennial",85,6.455909,0.181957,0.019736,0.000545
"Croton bracteatus","perennial",1,6.204255,NA,NA,0.046303
"Croton breedlovei","perennial",1,5.995083,NA,NA,0.046303
"Croton brevipes","perennial",9,5.791766,0.137225,0.045742,0.005145
"Croton brittonianus","perennial",NA,NA,NA,NA,NA
"Croton burchellii","perennial",NA,NA,NA,NA,NA
"Croton caboensis","perennial",7,6.553653,0.110161,0.041637,0.006615
"Croton cajucara","perennial",42,5.852317,0.080056,0.012353,0.001102
"Croton californicus","perennial",85,6.741142,0.22407,0.024304,0.000545
"Croton campanulatus","perennial",1,6.178048,NA,NA,0.046303
"Croton capitatus","annual",145,6.965075,0.134525,0.011172,0.000319
"Croton caracasanus","perennial",6,5.749424,0.039913,0.016294,0.007717
"Croton cascarilloides","perennial",55,6.069708,0.316994,0.042743,0.000842
"Croton catamarcensis","perennial",NA,NA,NA,NA,NA
"Croton caudatus","perennial",78,5.845795,0.222586,0.025203,0.000594
"Croton ceanothifolius","perennial",26,6.301459,0.10848,0.021275,0.001781
"Croton celtidifolius","perennial",43,6.210036,0.10459,0.01595,0.001077
"Croton cerinus","perennial",5,6.089031,0.047854,0.021401,0.009261
"Croton chamelensis","perennial",5,6.09353,0.11505,0.051452,0.009261
"Croton chichenensis","perennial",17,6.107815,0.084999,0.020615,0.002724
"Croton chilensis","perennial",1,6.20385,NA,NA,0.046303
"Croton chocoanus","perennial",9,5.723873,0.030697,0.010232,0.005145
"Croton chrysodaphne","perennial",13,6.173177,0.082609,0.022912,0.003562
"Croton ciliatoglandulifer","perennial",107,6.294481,0.266557,0.025769,0.000433
"Croton columnaris","perennial",NA,NA,NA,NA,NA
"Croton conduplicatus","perennial",34,5.942816,0.11481,0.01969,0.001362
"Croton conspurcatus","perennial",NA,NA,NA,NA,NA
"Croton cordiifolius","perennial",14,6.017804,0.032727,0.008747,0.003307
"Croton coriaceus","perennial",3,5.708234,0.049148,0.028376,0.015434
"Croton coriifolius","perennial",NA,NA,NA,NA,NA
"Croton corinthius","perennial",NA,NA,NA,NA,NA
"Croton coryi","annual",2,6.658011,0.027774,0.019639,0.023151
"Croton corylifolius","perennial",11,6.012396,0.131187,0.039554,0.004209
"Croton craspedotrichus","perennial",2,6.107672,0.008656,0.006121,0.023151
"Croton crassifolius","perennial",19,6.45671,0.304272,0.069805,0.002437
"Croton crocodilorum","perennial",15,6.205013,0.115472,0.029815,0.003087
"Croton culiacanensis","perennial",5,6.361645,0.134639,0.060212,0.009261
"Croton cuneatus","perennial",128,5.809166,0.09147,0.008085,0.000362
"Croton cupreatus","perennial",NA,NA,NA,NA,NA
"Croton cupulifer","perennial",2,6.049731,0.03085,0.021814,0.023151
"Croton curiosus","perennial",NA,NA,NA,NA,NA
"Croton cuyabensis","perennial",6,6.164292,0.092022,0.037568,0.007717
"Croton decalobus","perennial",6,6.001211,0.138982,0.056739,0.007717
"Croton decalvatus","perennial",2,6.070113,0.199672,0.141189,0.023151
"Croton dichrous","perennial",7,6.162818,0.029153,0.011019,0.006615
"Croton dioicus","perennial",94,6.676827,0.283141,0.029204,0.000493
"Croton discolor","perennial",7,5.979811,0.044678,0.016887,0.006615
"Croton disjunctus","perennial",2,6.464912,0.20169,0.142616,0.023151
"Croton domatifer","perennial",NA,NA,NA,NA,NA
"Croton draco","perennial",70,6.052534,0.202833,0.024243,0.000661
"Croton draconoides","perennial",15,5.818283,0.056906,0.014693,0.003087
"Croton echinocarpus","perennial",5,6.149258,0.030819,0.013783,0.009261
"Croton echioides","perennial",52,5.999677,0.057599,0.007988,0.00089
"Croton ehrenbergii","perennial",7,6.262809,0.069095,0.026115,0.006615
"Croton eichleri","perennial",NA,NA,NA,NA,NA
"Croton ekmanii","perennial",1,6.013104,NA,NA,0.046303
"Croton elegans","perennial",3,5.760551,0.135382,0.078163,0.015434
"Croton elliottii","annual",4,6.801939,0.029035,0.014517,0.011576
"Croton emporiorum","perennial",4,6.355789,0.09838,0.04919,0.011576
"Croton eremophilus","perennial",3,5.992081,0.004986,0.002879,0.015434
"Croton erythroxyloides","perennial",17,6.10497,0.068649,0.01665,0.002724
"Croton euryphyllus","perennial",17,6.697949,0.115923,0.028115,0.002724
"Croton fantzianus","perennial",8,6.161,0.309159,0.109304,0.005788
"Croton flavens","perennial",22,6.083067,0.087015,0.018552,0.002105
"Croton floccosus","perennial",2,5.695544,0.012358,0.008738,0.023151
"Croton floribundus","perennial",85,6.139885,0.131005,0.014209,0.000545
"Croton fragrans","perennial",27,5.766595,0.064064,0.012329,0.001715
"Croton fragrantulus","perennial",3,5.987072,0.144525,0.083442,0.015434
"Croton francoanus","perennial",7,6.02176,0.071408,0.02699,0.006615
"Croton fruticulosus","perennial",56,6.730077,0.196827,0.026302,0.000827
"Croton fuscescens","no_life_form_on_database",31,6.101099,0.098821,0.017749,0.001494
"Croton glabellus","perennial",33,6.069855,0.083597,0.014552,0.001403
"Croton glandulosepalus","perennial",15,6.097973,0.05467,0.014116,0.003087
"Croton glandulosus","annual",407,6.35164,0.423676,0.021001,0.000114
"Croton gnaphalii","perennial",7,6.500667,0.044477,0.016811,0.006615
"Croton gossypiifolius","perennial",35,5.771964,0.091129,0.015404,0.001323
"Croton goudotii","perennial",14,6.175555,0.128125,0.034243,0.003307
"Croton gracilipes","perennial",79,6.233477,0.177919,0.020017,0.000586
"Croton gratissimus","perennial",78,6.347608,0.194564,0.02203,0.000594
"Croton grewiifolius","perennial",6,6.036645,0.100869,0.04118,0.007717
"Croton grisebachianus","perennial",NA,NA,NA,NA,NA
"Croton guatemalensis","perennial",38,6.02824,0.161899,0.026263,0.001218
"Croton guianensis","perennial",5,5.811031,0.022324,0.009984,0.009261
"Croton guildingii subsp. tiarensis","perennial",NA,NA,NA,NA,NA
"Croton gynopetalus","no_life_form_on_database",NA,NA,NA,NA,NA
"Croton helicoideus","no_life_form_on_database",4,5.937993,0.197685,0.098842,0.011576
"Croton heliotropiifolius","perennial",99,5.980386,0.089458,0.008991,0.000468
"Croton hemiargyreus","perennial",7,6.080437,0.080648,0.030482,0.006615
"Croton heptalon","annual",10,6.707935,0.219477,0.069405,0.00463
"Croton heteranthus","perennial",4,6.106402,0.048833,0.024416,0.011576
"Croton heterocalyx","perennial",10,6.040471,0.042384,0.013403,0.00463
"Croton heterochrous","perennial",4,5.959531,0.074087,0.037044,0.011576
"Croton hibiscifolius","perennial",18,5.719455,0.050425,0.011885,0.002572
"Croton hircinus","perennial",10,5.818096,0.054142,0.017121,0.00463
"Croton hirtus","annual",219,6.000668,0.246019,0.016624,0.000211
"Croton hoffmannii","perennial",NA,NA,NA,NA,NA
"Croton huberi","perennial",1,5.754951,NA,NA,0.046303
"Croton humilis","perennial",39,6.289075,0.260358,0.041691,0.001187
"Croton hutchinsonianus","perennial",10,6.116477,0.129633,0.040994,0.00463
"Croton hypoleucus","perennial",20,6.417927,0.185467,0.041472,0.002315
"Croton icche","perennial",14,6.121438,0.04192,0.011204,0.003307
"Croton impressus","perennial",NA,NA,NA,NA,NA
"Croton insularis","perennial",62,6.387587,0.188941,0.023996,0.000747
"Croton itzaeus","perennial",5,6.12902,0.035182,0.015734,0.009261
"Croton jacobinensis","perennial",31,5.965171,0.084805,0.015231,0.001494
"Croton jamaicensis","perennial",NA,NA,NA,NA,NA
"Croton jimenezii","perennial",NA,NA,NA,NA,NA
"Croton jutiapensis","perennial",7,5.867191,0.035989,0.013603,0.006615
"Croton kerrii","perennial",9,6.118489,0.088831,0.02961,0.005145
"Croton klotzschianus","perennial",NA,NA,NA,NA,NA
"Croton kongensis","perennial",27,6.248249,0.144954,0.027896,0.001715
"Croton kongkandanus","perennial",2,5.880574,0.061208,0.043281,0.023151
"Croton laceratoglandulosus","perennial",29,5.993919,0.080102,0.014875,0.001597
"Croton lachnocarpus","perennial",21,6.526374,0.467565,0.102031,0.002205
"Croton lachnostachyus","perennial",39,6.508365,0.15641,0.025046,0.001187
"Croton laevigatus","perennial",1,6.360179,NA,NA,0.046303
"Croton lagoensis","perennial",6,6.133878,0.027432,0.011199,0.007717
"Croton lanatus var. tatacuensis","perennial",3,6.547553,0.022248,0.012845,0.015434
"Croton lasiopetaloides","no_life_form_on_database",3,6.019706,0.013753,0.00794,0.015434
"Croton laureltyanus","perennial",5,6.571572,0.029903,0.013373,0.009261
"Croton laurinus","perennial",NA,NA,NA,NA,NA
"Croton lechleri","perennial",54,5.861228,0.149054,0.020284,0.000857
"Croton leonis","perennial",NA,NA,NA,NA,NA
"Croton leptostachyus","perennial",16,5.749523,0.047951,0.011988,0.002894
"Croton leucophyllus var. leucophyllus","annual",NA,NA,NA,NA,NA
"Croton liebmannii","no_life_form_on_database",NA,NA,NA,NA,NA
"Croton limnocharis","no_life_form_on_database",NA,NA,NA,NA,NA
"Croton lindheimeri","annual",50,6.863158,0.100453,0.014206,0.000926
"Croton lindheimerianus","annual",58,6.872088,0.148064,0.019442,0.000798
"Croton linearifolius","perennial",14,5.980388,0.042201,0.011279,0.003307
"Croton linearis","perennial",19,6.34756,0.286232,0.065666,0.002437
"Croton longicolumellus","perennial",6,6.13945,0.19017,0.077637,0.007717
"Croton louvelii","perennial",5,6.156963,0.11824,0.052879,0.009261
"Croton luetzelburgii","perennial",5,6.010462,0.021928,0.009806,0.009261
"Croton lundellii","perennial",21,6.100661,0.096665,0.021094,0.002205
"Croton macrobothrys","perennial",32,6.137826,0.126587,0.022378,0.001447
"Croton macrodontus","perennial",7,6.141079,0.081066,0.03064,0.006615
"Croton maestrensis","perennial",1,5.966788,NA,NA,0.046303
"Croton magdalenae","perennial",18,6.609663,0.115179,0.027148,0.002572
"Croton magdalenensis","perennial",18,5.711789,0.032157,0.007579,0.002572
"Croton malambo","perennial",5,5.772205,0.073669,0.032946,0.009261
"Croton malvaviscifolius","perennial",11,6.102448,0.046889,0.014138,0.004209
"Croton manampetsae","perennial",9,6.219163,0.076042,0.025347,0.005145
"Croton martinianus","perennial",4,6.557794,0.219049,0.109524,0.011576
"Croton masonii","perennial",1,6.107357,NA,NA,0.046303
"Croton matourensis","perennial",133,5.818293,0.083641,0.007253,0.000348
"Croton megistocarpus","perennial",1,5.803175,NA,NA,0.046303
"Croton mexicanus","perennial",7,6.022905,0.106092,0.040099,0.006615
"Croton miarensis","perennial",3,6.222789,0.035437,0.02046,0.015434
"Croton micans","perennial",1,5.885131,NA,NA,0.046303
"Croton michaelii","perennial",1,6.465133,NA,NA,0.046303
"Croton microtiglium","perennial",NA,NA,NA,NA,NA
"Croton milleri","no_life_form_on_database",1,5.834665,NA,NA,0.046303
"Croton minimus","no_life_form_on_database",3,6.333191,0.135771,0.078387,0.015434
"Croton monanthogynus","annual",167,6.949948,0.158106,0.012235,0.000277
"Croton mongue","perennial",18,6.161898,0.113171,0.026675,0.002572
"Croton montevidensis","perennial",11,6.500899,0.038092,0.011485,0.004209
"Croton morifolius","perennial",50,6.199774,0.179093,0.025328,0.000926
"Croton myricifolius","perennial",NA,NA,NA,NA,NA
"Croton nephrophyllus","no_life_form_on_database",NA,NA,NA,NA,NA
"Croton nitens","perennial",17,6.078792,0.0849,0.020591,0.002724
"Croton niveus","perennial",94,6.083877,0.254157,0.026214,0.000493
"Croton nobilis","perennial",5,6.192073,0.046828,0.020942,0.009261
"Croton noronhae","perennial",13,6.122721,0.096909,0.026878,0.003562
"Croton nubigenus","perennial",2,5.939884,0.110451,0.078101,0.023151
"Croton nummulariifolius","no_life_form_on_database",NA,NA,NA,NA,NA
"Croton oerstedianus","perennial",16,6.072712,0.089906,0.022476,0.002894
"Croton olivaceus","perennial",6,5.868132,0.07446,0.030398,0.007717
"Croton oreades","no_life_form_on_database",NA,NA,NA,NA,NA
"Croton organensis","perennial",9,6.172396,0.021086,0.007029,0.005145
"Croton orinocensis","perennial",12,5.841769,0.074175,0.021412,0.003859
"Croton ortholobus","perennial",NA,NA,NA,NA,NA
"Croton ovalifolius","perennial",19,5.892808,0.12158,0.027892,0.002437
"Croton pachypodus","perennial",26,5.802912,0.109923,0.021558,0.001781
"Croton pachysepalus","perennial",2,5.975812,0.025138,0.017775,0.023151
"Croton palanostigma","perennial",87,5.793753,0.082277,0.008821,0.000532
"Croton pallidulus","perennial",15,6.301536,0.142973,0.036915,0.003087
"Croton paludosus","perennial",4,5.964047,0.033924,0.016962,0.011576
"Croton parksii","annual",4,6.705455,0.13998,0.06999,0.011576
"Croton payaquensis","perennial",11,5.895998,0.065224,0.019666,0.004209
"Croton pedicellatus","perennial",10,5.746105,0.03058,0.00967,0.00463
"Croton peltoideus","no_life_form_on_database",NA,NA,NA,NA,NA
