"species","life_form","n","mean","sd","se"
"Chorispora bungeana","perennial",31,1174.54838709677,396.020945465403,71.1274615192427
"Chorispora macropoda","perennial",25,1107.16,211.903216901805,42.380643380361
"Chorispora persica","annual",2,1818.5,125.157900270019,88.5
"Chorispora purpurascens","annual",5,1982,416.255330296202,186.155042907787
"Chorispora sabulosa","perennial",23,1149.30434782609,229.599143723183,47.8747309214457
"Chorispora sibirica","annual",NA,NA,NA,NA
"Chorispora songarica","perennial",1,737,NA,NA
"Chorispora tashkorganica","annual",NA,NA,NA,NA
"Chorispora tenella","annual",135,1208.72592592593,318.489214176416,27.4111871655988
"Diptychocarpus strictus","annual",16,1844,381.496352101389,95.3740880253471
"Litwinowia tenuissima","annual",NA,NA,NA,NA
"Parrya ajanensis","no_life_form_on_database",NA,NA,NA,NA
"Parrya alba","perennial",NA,NA,NA,NA
"Parrya albida","perennial",NA,NA,NA,NA
"Parrya angrenica","no_life_form_on_database",NA,NA,NA,NA
"Parrya arctica","perennial",85,297.482352941176,87.447618574766,9.4850259662876
"Parrya asperrima","perennial",NA,NA,NA,NA
"Parrya australis","perennial",1,1639,NA,NA
"Parrya darvazica","perennial",NA,NA,NA,NA
"Parrya fruticulosa","perennial",NA,NA,NA,NA
"Parrya glabra","perennial",NA,NA,NA,NA
"Parrya kuramensis","perennial",NA,NA,NA,NA
"Parrya lancifolia","perennial",NA,NA,NA,NA
"Parrya longicarpa","perennial",NA,NA,NA,NA
"Parrya maidantalica","perennial",1,910,NA,NA
"Parrya minjanensis","perennial",NA,NA,NA,NA
"Parrya nauruaq","perennial",4,491.5,61.5656830818382,30.7828415409191
"Parrya nudicaulis","perennial",51,695.137254901961,337.157353151779,47.2114726802035
"Parrya nuratensis","perennial",NA,NA,NA,NA
"Parrya papillosa","annual",NA,NA,NA,NA
"Parrya pavlovii","perennial",1,1618,NA,NA
"Parrya pazijae","perennial",NA,NA,NA,NA
"Parrya pinnatifida","perennial",NA,NA,NA,NA
"Parrya podlechii","perennial",NA,NA,NA,NA
"Parrya popovii","perennial",NA,NA,NA,NA
"Parrya pulvinata","perennial",NA,NA,NA,NA
"Parrya runcinata","perennial",NA,NA,NA,NA
"Parrya rydbergii","perennial",4,1102.5,65.0615093584525,32.5307546792262
"Parrya saurica","perennial",1,651,NA,NA
"Parrya saxifraga","perennial",NA,NA,NA,NA
"Parrya schugnana","perennial",1,1193,NA,NA
"Parrya simulatrix","no_life_form_on_database",NA,NA,NA,NA
"Parrya stenocarpa","perennial",1,1196,NA,NA
"Parrya stenophylla","no_life_form_on_database",1,824,NA,NA
"Parrya subsiliquosa","perennial",NA,NA,NA,NA
"Parrya tianschanica","perennial",NA,NA,NA,NA
"Parrya turkestanica","perennial",1,996,NA,NA
"Parrya villosula","no_life_form_on_database",NA,NA,NA,NA
"Pseudoclausia gracillima","no_life_form_on_database",NA,NA,NA,NA
"Pseudoclausia hispida","annual",NA,NA,NA,NA
"Pseudoclausia mollissima","annual",NA,NA,NA,NA
"Pseudoclausia olgae","annual",NA,NA,NA,NA
"Pseudoclausia sarawschanica","annual",NA,NA,NA,NA
"Pseudoclausia turkestanica","no_life_form_on_database",NA,NA,NA,NA
