"species","life_form","n_bio_12","mean_bio_12","sd_bio_12","se_bio_12","within_sp_var_bio_12"
"Cyphocardamum aretioides","perennial",NA,NA,NA,NA,NA
"Delpinophytum patagonicum","perennial",3,5.398225,0.115896,0.066913,0.077809
"Lepidium aegrum","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium affghanum","perennial",NA,NA,NA,NA,NA
"Lepidium afghanicum","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium africanum","annual",8,6.35411,0.528469,0.186842,0.029178
"Lepidium alluaudii","no_life_form_on_database",4,5.279007,0.382911,0.191456,0.058357
"Lepidium alyssoides","perennial",55,5.762408,0.287214,0.038728,0.004244
"Lepidium angustissimum","annual",NA,NA,NA,NA,NA
"Lepidium apetalum","annual",192,5.759163,0.9168,0.066164,0.001216
"Lepidium appelianum","perennial",NA,NA,NA,NA,NA
"Lepidium apterum","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium arbuscula","perennial",NA,NA,NA,NA,NA
"Lepidium armoracia","perennial",3,6.11065,0.290988,0.168002,0.077809
"Lepidium aschersonii","perennial",12,6.325631,0.194297,0.056089,0.019452
"Lepidium aucheri","annual",5,5.11926,0.930347,0.416064,0.046686
"Lepidium auriculatum","annual",45,6.793455,0.573097,0.085432,0.005187
"Lepidium austrinum","annual",58,6.413681,0.444763,0.0584,0.004025
"Lepidium banksii","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium bidentatum","perennial",NA,NA,NA,NA,NA
"Lepidium bipinnatifidum","perennial",31,7.087086,0.599384,0.107653,0.00753
"Lepidium biplicatum","perennial",5,5.533381,0.152711,0.068294,0.046686
"Lepidium bonariense","annual",99,6.526269,0.740026,0.074375,0.002358
"Lepidium botschantsevianum","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium brachyotum","perennial",1,5.726848,NA,NA,0.233428
"Lepidium brevicaule","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium campestre","annual",108,6.555961,0.290175,0.027922,0.002161
"Lepidium capense","perennial",4,6.000848,0.386485,0.193243,0.058357
"Lepidium capitatum","annual",44,5.814847,0.835151,0.125904,0.005305
"Lepidium cardamines","no_life_form_on_database",8,6.070244,0.189392,0.06696,0.029178
"Lepidium cardiophyllum","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium cartilagineum","perennial",21,5.891107,0.414991,0.090558,0.011116
"Lepidium chalepense","perennial",15,5.574313,0.633262,0.163508,0.015562
"Lepidium chichicara","perennial",16,6.124766,1.340585,0.335146,0.014589
"Lepidium cordatum","perennial",6,5.051557,0.402987,0.164519,0.038905
"Lepidium coronopifolium","no_life_form_on_database",NA,NA,NA,NA,NA
"Lepidium coronopus","annual",66,6.448165,0.251998,0.031019,0.003537
"Lepidium costaricense","no_life_form_on_database",25,7.182583,0.507046,0.101409,0.009337
"Lepidium crassum","no_life_form_on_database",1,6.318968,NA,NA,0.233428
