"species","life_form","n_bio_12","mean_bio_12","sd_bio_12","se_bio_12","within_sp_var_bio_12"
"Acanthonema strigosum","no_life_form_on_database",11,7.822176,0.294265,0.088724,0.021228
"Achimenes admirabilis","perennial",2,7.854967,0.03921,0.027726,0.116755
"Achimenes antirrhina","perennial",37,7.114683,0.402617,0.06619,0.006311
"Achimenes candida","perennial",12,7.641554,0.3532,0.10196,0.019459
"Achimenes dulcis","perennial",3,6.775264,0.083889,0.048433,0.077837
"Achimenes erecta","perennial",35,7.263013,0.454398,0.076807,0.006672
"Achimenes fimbriata","perennial",11,7.069656,0.264378,0.079713,0.021228
"Achimenes flava","perennial",22,6.895455,0.326744,0.069662,0.010614
"Achimenes glabrata","perennial",NA,NA,NA,NA,NA
"Achimenes grandiflora","perennial",64,7.12725,0.445774,0.055722,0.003649
"Achimenes hintoniana","no_life_form_on_database",4,6.845949,0.346286,0.173143,0.058377
"Achimenes longiflora","perennial",47,7.392741,0.409977,0.059801,0.004968
"Achimenes mexicana","perennial",12,6.953032,0.242804,0.070091,0.019459
"Achimenes misera","perennial",13,7.280136,0.429969,0.119252,0.017962
"Achimenes nayaritensis","perennial",NA,NA,NA,NA,NA
"Achimenes patens","perennial",12,6.923887,0.193135,0.055753,0.019459
"Achimenes pedunculata","perennial",20,7.497082,0.496053,0.110921,0.011675
"Achimenes warszewicziana","no_life_form_on_database",NA,NA,NA,NA,NA
"Achimenes woodii","perennial",NA,NA,NA,NA,NA
"Aeschynanthus andersonii","perennial",4,7.242227,0.23887,0.119435,0.058377
"Aeschynanthus bracteatus","perennial",NA,NA,NA,NA,NA
"Aeschynanthus lancilimbus","perennial",NA,NA,NA,NA,NA
"Aeschynanthus longiflorus","perennial",NA,NA,NA,NA,NA
"Aeschynanthus micranthus","perennial",4,7.734777,0.29173,0.145865,0.058377
"Aeschynanthus rhododendron","perennial",6,7.954384,0.180841,0.073828,0.038918
"Aeschynanthus roseoflorus","perennial",1,7.853605,NA,NA,0.23351
"Agalmyla biflora","perennial",1,7.553811,NA,NA,0.23351
"Agalmyla bilirana","perennial",1,7.9735,NA,NA,0.23351
"Agalmyla clarkei","perennial",3,7.938794,0.124375,0.071808,0.077837
"Agalmyla glabra","perennial",NA,NA,NA,NA,NA
"Agalmyla parasitica","perennial",NA,NA,NA,NA,NA
"Agalmyla paucipilosa","perennial",1,7.981733,NA,NA,0.23351
"Agalmyla sojoliana","perennial",1,7.563201,NA,NA,0.23351
"Allocheilos guangxiensis","no_life_form_on_database",1,7.587817,NA,NA,0.23351
"Alloplectus aquatilis","perennial",5,7.174353,0.223343,0.099882,0.046702
"Alloplectus hispidus","perennial",26,7.596832,0.42865,0.084065,0.008981
"Alloplectus tessmannii","perennial",4,7.519149,0.734537,0.367268,0.058377
"Allostigma guangxiense","perennial",NA,NA,NA,NA,NA
"Alsobia dianthiflora","perennial",NA,NA,NA,NA,NA
"Alsobia punctata","perennial",1,7.518607,NA,NA,0.23351
"Anetanthus gracilis","perennial",14,7.536982,0.451977,0.120796,0.016679
"Anna mollifolia","perennial",1,7.166266,NA,NA,0.23351
"Anna ophiorrhizoides","perennial",4,7.163371,0.263475,0.131738,0.058377
"Anna submontana","perennial",NA,NA,NA,NA,NA
