"species","life_form","n_bio_14","mean_bio_14","sd_bio_14","se_bio_14","within_sp_var_bio_14"
"Chaunanthus acuminatus","perennial",1,1.386294,NA,NA,0.299425
"Chaunanthus petiolatus","perennial",2,2.071567,0.177706,0.125657,0.149712
"Chilocardamum castellanosii","perennial",3,2.028925,0.396649,0.229005,0.099808
"Chilocardamum patagonicum","perennial",10,2.241066,0.418035,0.132194,0.029942
"Chlorocrambe hastata","perennial",5,2.924497,0.407691,0.182325,0.059885
"Dictyophragmus englerianus","annual",NA,NA,NA,NA,NA
"Dictyophragmus punensis","annual",1,1.609438,NA,NA,0.299425
"Dryopetalon auriculatum","annual",NA,NA,NA,NA,NA
"Dryopetalon paysonii","no_life_form_on_database",NA,NA,NA,NA,NA
"Dryopetalon runcinatum","annual",29,1.573565,0.604921,0.112331,0.010325
"Englerocharis pauciflora","perennial",NA,NA,NA,NA,NA
"Hesperidanthus argillaceus","perennial",NA,NA,NA,NA,NA
"Hesperidanthus barnebyi","perennial",NA,NA,NA,NA,NA
"Hesperidanthus jaegeri","perennial",1,1.94591,NA,NA,0.299425
"Hesperidanthus linearifolius","perennial",69,2.240107,0.687316,0.082743,0.004339
"Ivania cremnophila","perennial",0,NA,NA,NA,0.299425
"Ivania juncalensis","no_life_form_on_database",NA,NA,NA,NA,NA
"Mostacillastrum andinum","perennial",7,2.322254,0.434476,0.164216,0.042775
"Mostacillastrum commune","annual",12,2.266948,0.4622,0.133426,0.024952
"Mostacillastrum gracile","perennial",0,NA,NA,NA,0.099808
"Mostacillastrum leptocarpum","perennial",5,2.305838,0.470831,0.210562,0.059885
"Mostacillastrum orbignyanum","perennial",23,1.655571,0.98671,0.205743,0.011977
"Mostacillastrum sagittatum","no_life_form_on_database",NA,NA,NA,NA,NA
"Mostacillastrum stenophyllum","perennial",12,2.110977,0.410959,0.118634,0.024952
"Mostacillastrum subauriculatum","annual",NA,NA,NA,NA,NA
"Mostacillastrum subscandens","perennial",3,2.514777,0.277164,0.160021,0.099808
"Mostacillastrum vaseyi","no_life_form_on_database",NA,NA,NA,NA,NA
"Neuontobotrys frutescens","perennial",12,0.90466,0.734114,0.21192,0.024952
"Neuontobotrys grayana","no_life_form_on_database",NA,NA,NA,NA,NA
"Neuontobotrys lanata","perennial",0,NA,NA,NA,0.042775
"Neuontobotrys linearifolia","perennial",NA,NA,NA,NA,NA
"Neuontobotrys tarapacana","perennial",5,0.666441,0.933764,0.417592,0.019962
"Parodiodoxa chionophila","perennial",7,0.866918,0.964231,0.364445,0.037428
"Phlebolobium maclovianum","perennial",NA,NA,NA,NA,NA
"Phravenia viereckii","no_life_form_on_database",NA,NA,NA,NA,NA
"Polypsecadium adscendens","perennial",NA,NA,NA,NA,NA
"Polypsecadium effusum","no_life_form_on_database",NA,NA,NA,NA,NA
"Polypsecadium grandiflorum","annual",4,1.497866,1.039528,0.519764,0.074856
"Polypsecadium harmsianum","annual",4,2.10495,0.30346,0.15173,0.074856
"Polypsecadium magellanicum","perennial",6,2.433418,0.686442,0.280239,0.049904
"Polypsecadium rusbyi","no_life_form_on_database",NA,NA,NA,NA,NA
"Polypsecadium solidagineum","no_life_form_on_database",NA,NA,NA,NA,NA
"Polypsecadium tucumanense","perennial",1,2.079442,NA,NA,0.299425
"Pringlea antiscorbutica","no_life_form_on_database",NA,NA,NA,NA,NA
"Romanschulzia arabiformis","annual",15,2.037873,0.623934,0.161099,0.019962
"Romanschulzia costaricensis","annual",2,4.435683,0.167152,0.118194,0.149712
"Sarcodraba dusenii","perennial",2,1.956012,0.490129,0.346574,0.149712
"Sibara angelorum","no_life_form_on_database",1,0,NA,NA,0.029942
"Sibara deserti","annual",6,0.786416,0.88538,0.361455,0.049904
"Sibara laxa","no_life_form_on_database",3,0.828302,1.434662,0.828302,0.017613
"Sibara macrostachya","no_life_form_on_database",NA,NA,NA,NA,NA
"Sibara mendocina","no_life_form_on_database",NA,NA,NA,NA,NA
"Sibara tehuelches","no_life_form_on_database",NA,NA,NA,NA,NA
"Stanleya elata","perennial",16,1.524224,0.742393,0.185598,0.018714
"Stanleya pinnata","perennial",148,1.979919,0.831283,0.068331,0.001996
"Stanleya tomentosa","perennial",NA,NA,NA,NA,NA
"Streptanthella longirostris","no_life_form_on_database",91,1.592138,0.923509,0.09681,0.003185
"Streptanthus amplexicaulis","annual",NA,NA,NA,NA,NA
"Streptanthus anceps","annual",NA,NA,NA,NA,NA
"Streptanthus barbatus","perennial",6,1.743584,0.469226,0.191561,0.049904
"Streptanthus barbiger","annual",3,0.597253,0.555548,0.320746,0.099808
"Streptanthus batrachopus","annual",1,0,NA,NA,0.299425
"Streptanthus bernardinus","perennial",4,0.89588,0.612456,0.306228,0.074856
"Streptanthus brachiatus","annual",1,0,NA,NA,0.299425
"Streptanthus bracteatus","annual",3,3.704308,0.057783,0.033361,0.099808
"Streptanthus breweri","annual",9,0.654012,0.776782,0.258927,0.033269
