"species","life_form","n_bio_15","mean_bio_15","sd_bio_15","se_bio_15","within_sp_var_bio_15"
"Lupinus albescens","perennial",18,3.151822,0.455954,0.107469,0.012232
"Lupinus albicaulis","annual",38,4.26693,0.24731,0.040119,0.005794
"Lupinus albifrons","perennial",45,4.422391,0.16909,0.025206,0.004893
"Lupinus albus","annual",13,4.151522,0.355829,0.098689,0.016936
"Lupinus anatolicus","annual",NA,NA,NA,NA,NA
"Lupinus andersonii","perennial",37,4.315902,0.191687,0.031513,0.00595
"Lupinus angustifolius","annual",113,3.812377,0.489285,0.046028,0.001948
"Lupinus arboreus","perennial",28,4.302135,0.351889,0.066501,0.007863
"Lupinus arcticus","perennial",200,4.02717,0.368771,0.026076,0.001101
"Lupinus argenteus","perennial",183,3.724269,0.456577,0.033751,0.001203
"Lupinus arizonicus","annual",59,4.242486,0.290666,0.037841,0.003732
"Lupinus arvensis","perennial",NA,NA,NA,NA,NA
"Lupinus aschenbornii","perennial",12,4.395092,0.118565,0.034227,0.018347
"Lupinus atlanticus","annual",NA,NA,NA,NA,NA
"Lupinus aureonitens","annual",1,3.806662,NA,NA,0.220168
"Lupinus ballianus","perennial",14,4.339372,0.238242,0.063673,0.015726
"Lupinus bandelierae","perennial",NA,NA,NA,NA,NA
"Lupinus bangii","perennial",NA,NA,NA,NA,NA
"Lupinus benthamii","annual",20,4.463117,0.068272,0.015266,0.011008
"Lupinus bicolor","annual",78,4.305642,0.25097,0.028417,0.002823
"Lupinus bogotensis","perennial",14,3.686793,0.261403,0.069863,0.015726
"Lupinus bracteolaris","annual",17,2.752562,0.352488,0.085491,0.012951
"Lupinus brevicaulis","annual",96,3.613891,0.452209,0.046153,0.002293
"Lupinus breweri","perennial",19,4.240174,0.356429,0.08177,0.011588
"Lupinus cervinus","perennial",3,4.550162,0.024572,0.014187,0.073389
"Lupinus chachas","perennial",NA,NA,NA,NA,NA
"Lupinus chamissonis","perennial",18,4.481145,0.063476,0.014961,0.012232
"Lupinus chrysanthus","perennial",NA,NA,NA,NA,NA
"Lupinus citrinus","annual",NA,NA,NA,NA,NA
"Lupinus concinnus","annual",89,4.203595,0.324202,0.034365,0.002474
"Lupinus cosentinii","annual",14,4.248513,0.134153,0.035854,0.015726
"Lupinus crotalarioides","perennial",9,4.345076,0.102167,0.034056,0.024463
"Lupinus cumulicola","perennial",NA,NA,NA,NA,NA
"Lupinus diffusus","perennial",30,3.490932,0.454992,0.08307,0.007339
"Lupinus digitatus","annual",NA,NA,NA,NA,NA
"Lupinus duranii","perennial",1,3.931826,NA,NA,0.220168
"Lupinus elegans","perennial",39,4.543484,0.156175,0.025008,0.005645
"Lupinus ellsworthianus","perennial",NA,NA,NA,NA,NA
"Lupinus excubitus","perennial",31,4.342291,0.242181,0.043497,0.007102
"Lupinus flavoculatus","annual",21,3.868557,0.415415,0.090651,0.010484
"Lupinus formosus","perennial",35,4.413159,0.15739,0.026604,0.006291
"Lupinus gibertianus","annual",27,3.243918,0.513904,0.098901,0.008154
"Lupinus grayi","perennial",16,4.34859,0.198414,0.049604,0.01376
"Lupinus guadalupensis","annual",3,4.50404,0.096376,0.055643,0.073389
"Lupinus guaraniticus","perennial",13,2.973815,0.488522,0.135492,0.016936
"Lupinus havardii","annual",5,4.200536,0.100961,0.045151,0.044034
"Lupinus hirsutissimus","annual",28,4.438997,0.15097,0.028531,0.007863
"Lupinus hispanicus","annual",32,3.802359,0.245161,0.043339,0.00688
"Lupinus huachucanus","perennial",8,4.376335,0.22569,0.079793,0.027521
"Lupinus huaronensis","perennial",NA,NA,NA,NA,NA
"Lupinus huigrensis","annual",NA,NA,NA,NA,NA
"Lupinus lanatus","perennial",13,2.570278,0.162832,0.045161,0.016936
"Lupinus latifolius","perennial",65,4.230326,0.331276,0.04109,0.003387
