"species","life_form","n_bio_13","mean_bio_13","sd_bio_13","se_bio_13","within_sp_var_bio_13"
"Aciphylla aurea","perennial",15,4.809035,0.607784,0.156929,0.014892
"Aciphylla colensoi","perennial",15,5.359994,0.44954,0.116071,0.014892
"Aciphylla congesta","perennial",3,5.991735,0.211554,0.122141,0.074462
"Aciphylla crenulata","perennial",13,5.456648,0.646536,0.179317,0.017183
"Aciphylla dieffenbachii","perennial",NA,NA,NA,NA,NA
"Aciphylla dissecta","perennial",1,5.192957,NA,NA,0.223385
"Aciphylla dobsonii","perennial",5,4.811716,0.764283,0.341798,0.044677
"Aciphylla hectori","perennial",5,4.594037,0.431807,0.19311,0.044677
"Aciphylla horrida","perennial",9,5.649079,0.712822,0.237607,0.024821
"Aciphylla kirkii","perennial",1,4.477337,NA,NA,0.223385
"Aciphylla lyallii","perennial",6,5.360364,0.619685,0.252985,0.037231
"Aciphylla monroi","perennial",11,5.011769,0.474113,0.14295,0.020308
"Aciphylla montana","perennial",4,4.976579,0.587361,0.29368,0.055846
"Aciphylla pinnatifida","perennial",3,5.245344,0.864032,0.498849,0.074462
"Aciphylla scott-thomsonii","perennial",12,4.707514,0.514487,0.14852,0.018615
"Aciphylla similis","perennial",7,5.29255,0.488293,0.184557,0.031912
"Aciphylla simplex","perennial",1,4.553877,NA,NA,0.223385
"Aciphylla simplicifolia","perennial",7,4.764526,0.13344,0.050436,0.031912
"Aciphylla squarrosa","perennial",18,5.013356,0.424153,0.099974,0.01241
"Aciphylla subflabellata","perennial",8,4.492891,0.26777,0.094671,0.027923
"Aciphylla traillii","perennial",1,5.204007,NA,NA,0.223385
"Aciphylla traversii","perennial",NA,NA,NA,NA,NA
"Acronema astrantiifolium","perennial",9,4.796227,0.375613,0.125204,0.024821
"Acronema schneideri","perennial",8,4.734243,0.267742,0.094661,0.027923
"Aegopodium alpestre","perennial",159,4.687299,0.512227,0.040622,0.001405
"Aegopodium kashmiricum","perennial",10,3.313435,0.863518,0.273068,0.022338
"Aegopodium podagraria","perennial",321,4.38238,0.256529,0.014318,0.000696
"Aethusa cynapium","annual",244,4.443945,0.309274,0.019799,0.000916
"Afrocarum imbricatum","no_life_form_on_database",12,5.533404,0.285924,0.082539,0.018615
"Afroligusticum elliotii","perennial",8,5.430936,0.168574,0.0596,0.027923
"Afroligusticum petitianum","perennial",4,5.419718,0.169506,0.084753,0.055846
"Agrocharis gracilis","no_life_form_on_database",NA,NA,NA,NA,NA
"Agrocharis incognita","no_life_form_on_database",28,5.430549,0.350274,0.066196,0.007978
"Agrocharis melanantha","no_life_form_on_database",28,5.653246,0.469406,0.088709,0.007978
"Agrocharis pedunculata","no_life_form_on_database",8,5.494189,0.267596,0.094609,0.027923
"Ainsworthia trachycarpa","no_life_form_on_database",8,4.780452,0.451184,0.159518,0.027923
"Aletes acaulis","no_life_form_on_database",20,4.128066,0.275287,0.061556,0.011169
"Aletes anisatus","no_life_form_on_database",12,3.964159,0.384462,0.110985,0.018615
"Aletes calcicola","no_life_form_on_database",NA,NA,NA,NA,NA
"Aletes filifolius","no_life_form_on_database",10,4.240777,0.209013,0.066096,0.022338
"Aletes humilis","no_life_form_on_database",1,4.219508,NA,NA,0.223385
"Aletes macdougallii","no_life_form_on_database",NA,NA,NA,NA,NA
"Aletes sessiliflorus","no_life_form_on_database",9,3.884523,0.246134,0.082045,0.024821
"Alococarpum erianthum","no_life_form_on_database",NA,NA,NA,NA,NA
"Ammi majus","annual",119,4.379616,0.606138,0.055565,0.001877
"Ammoides pusilla","annual",66,4.389654,0.444247,0.054683,0.003385
"Anethum graveolens","annual",6,3.944693,0.700488,0.285973,0.037231
"Angelica acutiloba","perennial",10,5.572453,0.244084,0.077186,0.022338
"Angelica ampla","perennial",16,3.933817,0.478252,0.119563,0.013962
"Angelica amurensis","no_life_form_on_database",6,5.020062,0.206133,0.084153,0.037231
"Angelica anomala","perennial",31,5.234132,0.433015,0.077772,0.007206
"Angelica apaensis","perennial",8,4.684593,0.470405,0.166313,0.027923
"Angelica archangelica","perennial",212,4.416562,0.359028,0.024658,0.001054
"Angelica arguta","perennial",63,4.557829,0.788389,0.099328,0.003546
"Angelica biserrata","perennial",6,5.260163,0.158477,0.064698,0.037231
"Angelica breweri","perennial",11,5.316398,0.332531,0.100262,0.020308
"Angelica cartilaginomarginata","perennial",35,5.610269,0.356214,0.060211,0.006382
"Angelica cincta","perennial",9,4.789214,0.136824,0.045608,0.024821
"Angelica dahurica","perennial",NA,NA,NA,NA,NA
"Angelica decursiva","perennial",109,5.457222,0.314915,0.030163,0.002049
"Angelica fargesii","no_life_form_on_database",NA,NA,NA,NA,NA
"Angelica furcijuga","no_life_form_on_database",NA,NA,NA,NA,NA
"Angelica genuflexa","perennial",56,5.158239,0.549165,0.073385,0.003989
"Angelica gigas","annual",16,5.607898,0.44265,0.110662,0.013962
"Angelica grayi","perennial",19,4.163048,0.313474,0.071916,0.011757
"Angelica japonica","perennial",12,5.595699,0.230688,0.066594,0.018615
"Angelica kangdingensis","perennial",NA,NA,NA,NA,NA
"Angelica keiskei","perennial",8,5.58817,0.408747,0.144514,0.027923
"Angelica laxifoliata","perennial",16,4.903622,0.496989,0.124247,0.013962
"Angelica lignescens","perennial",NA,NA,NA,NA,NA
"Angelica maowenensis","perennial",8,4.703398,0.502435,0.177638,0.027923
"Angelica megaphylla","perennial",5,5.100616,0.166549,0.074483,0.044677
"Angelica morii","perennial",7,5.591817,0.253121,0.095671,0.031912
"Angelica nitida","perennial",6,4.348621,0.118925,0.048551,0.037231
"Angelica omeiensis","no_life_form_on_database",5,5.237491,0.534633,0.239095,0.044677
"Angelica oncosepala","no_life_form_on_database",4,5.085001,0.525526,0.262763,0.055846
"Angelica paeoniifolia","perennial",5,4.405252,0.412705,0.184567,0.044677
"Angelica pinnata","perennial",34,3.823229,0.357065,0.061236,0.00657
"Angelica polymorpha","perennial",66,5.501341,0.362473,0.044617,0.003385
"Angelica pseudoselinum","perennial",11,4.77283,0.490264,0.14782,0.020308
"Angelica pubescens","perennial",27,5.573834,0.33608,0.064679,0.008274
"Angelica purpuraefolia","no_life_form_on_database",NA,NA,NA,NA,NA
"Angelica purpurascens","no_life_form_on_database",NA,NA,NA,NA,NA
"Angelica roseana","perennial",9,3.965302,0.499235,0.166412,0.024821
"Angelica sachalinensis","no_life_form_on_database",21,5.18816,0.262551,0.057293,0.010637
"Angelica sinensis","perennial",21,4.944374,0.510563,0.111414,0.010637
"Angelica sylvestris","perennial",NA,NA,NA,NA,NA
"Angelica tatianae","no_life_form_on_database",NA,NA,NA,NA,NA
"Angelica tianmuensis","perennial",NA,NA,NA,NA,NA
"Angelica tsinlingensis","no_life_form_on_database",3,5.005756,0.571473,0.32994,0.074462
"Angelica valida","perennial",8,4.895177,0.326144,0.115309,0.027923
"Anisosciadium isosciadium","annual",NA,NA,NA,NA,NA
"Anisosciadium orientale","annual",3,4.22365,0.131033,0.075652,0.074462
"Anisotome aromatica","perennial",16,4.888027,0.636394,0.159099,0.013962
"Anisotome filifolia","perennial",7,5.019118,0.563808,0.213099,0.031912
"Anisotome flexuosa","perennial",13,5.251189,0.618692,0.171594,0.017183
"Anisotome imbricata","perennial",10,5.426472,0.554049,0.175206,0.022338
"Anisotome lyallii","perennial",6,5.163378,0.625997,0.255562,0.037231
"Anisotome procumbens","perennial",3,5.540428,0.356962,0.206092,0.074462
"Anthriscus caucalis","annual",174,4.400026,0.325796,0.024699,0.001284
"Anthriscus cerefolium","annual",44,4.415947,0.355055,0.053527,0.005077
"Anthriscus kotschyi","perennial",NA,NA,NA,NA,NA
"Anthriscus lamprocarpa","perennial",NA,NA,NA,NA,NA
"Anthriscus nitidus","perennial",33,4.723989,0.263448,0.04586,0.006769
"Anthriscus schmalhausenii","no_life_form_on_database",5,4.857519,0.385,0.172177,0.044677
"Anthriscus sylvestris","perennial",629,4.5152,0.432318,0.017238,0.000355
"Aphanopleura capillifolia","annual",NA,NA,NA,NA,NA
"Apium australe","perennial",4,4.552048,0.385998,0.192999,0.055846
"Apium chilense","no_life_form_on_database",NA,NA,NA,NA,NA
"Apium commersonii","perennial",13,4.701151,0.330995,0.091801,0.017183
"Apium fernandezianum","perennial",NA,NA,NA,NA,NA
"Apium graveolens","perennial",169,4.337539,0.423892,0.032607,0.001322
"Apium insulare","perennial",2,4.739114,0.402721,0.284767,0.111692
"Apium panul","perennial",9,4.045239,1.02261,0.34087,0.024821
"Apium prostratum","annual",24,4.745874,0.513019,0.10472,0.009308
"Apium sellowianum","perennial",21,5.082824,0.270743,0.059081,0.010637
"Arafoe aromatica","no_life_form_on_database",2,5.197657,0.382408,0.270403,0.111692
"Archangelica decurrens","no_life_form_on_database",5,3.69739,0.894117,0.399861,0.044677
"Arcuatopterus thalictrioideus","perennial",2,4.712,0.431732,0.305281,0.111692
"Arracacia aegopodioides","perennial",30,5.415654,0.590133,0.107743,0.007446
"Arracacia bracteata","perennial",10,5.871748,0.360623,0.114039,0.022338
"Arracacia brandegeei","perennial",7,3.964678,0.652162,0.246494,0.031912
"Arracacia nelsonii","perennial",10,5.676479,0.189186,0.059826,0.022338
"Arracacia tolucensis","perennial",25,4.995788,0.577135,0.115427,0.008935
"Artedia squamata","annual",9,4.719495,0.358711,0.11957,0.024821
"Astomaea seselifolia","perennial",NA,NA,NA,NA,NA
"Astrodaucus orientalis","annual",42,4.336354,0.307182,0.047399,0.005319
"Athamanta cretensis","perennial",24,4.845662,0.404733,0.082616,0.009308
"Athamanta macedonica","perennial",11,4.923885,0.382638,0.11537,0.020308
"Athamanta turbith","perennial",NA,NA,NA,NA,NA
"Aulacospermum anomalum","perennial",18,4.111459,0.423472,0.099813,0.01241
"Aulacospermum simplex","no_life_form_on_database",5,3.533286,0.746529,0.333858,0.044677
"Aulacospermum turkestanicum","perennial",2,4.823329,0.441899,0.31247,0.111692
"Azilia eryngioides","perennial",1,5.099866,NA,NA,0.223385
"Balansaea glaberrima","no_life_form_on_database",NA,NA,NA,NA,NA
"Berula erecta","perennial",395,4.271102,0.550568,0.027702,0.000566
"Bifora americana","no_life_form_on_database",NA,NA,NA,NA,NA
"Bifora radians","annual",48,4.408112,0.322835,0.046597,0.004654
"Bilacunaria microcarpa","no_life_form_on_database",15,4.192019,0.303219,0.078291,0.014892
"Bilacunaria microcarpa","no_life_form_on_database",15,4.192019,0.303219,0.078291,0.014892
"Bunium afghanicum","no_life_form_on_database",1,4.204693,NA,NA,0.223385
"Bunium alpinum","perennial",NA,NA,NA,NA,NA
"Bunium angreni","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium avromanum","perennial",NA,NA,NA,NA,NA
"Bunium badachschanicum","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium balearicum","no_life_form_on_database",6,4.324259,0.419838,0.171398,0.037231
"Bunium bulbocastanum","perennial",40,4.519435,0.340654,0.053862,0.005585
"Bunium capillifolium","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium capusii","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium caroides","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium chaerophylloides","no_life_form_on_database",5,4.213085,0.261765,0.117065,0.044677
"Bunium cornigerum","perennial",NA,NA,NA,NA,NA
"Bunium cylindricum","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium elegans","perennial",NA,NA,NA,NA,NA
"Bunium fallax","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium fedtschenkoanum","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium ferulaceum","perennial",25,4.83492,0.33538,0.067076,0.008935
"Bunium fontanesii","perennial",NA,NA,NA,NA,NA
"Bunium hissaricum","no_life_form_on_database",7,3.569034,0.750103,0.283512,0.031912
"Bunium intermedium","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium kuhitangi","no_life_form_on_database",4,3.631007,0.133338,0.066669,0.055846
"Bunium latilobum","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium longipes","no_life_form_on_database",2,3.67236,0.12564,0.088841,0.111692
"Bunium mauritanicum","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium pachypodum","perennial",19,4.266124,0.421157,0.09662,0.011757
"Bunium paucifolium","perennial",12,4.313555,0.32847,0.094821,0.018615
"Bunium persicum","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium pinnatifolium","no_life_form_on_database",1,4.962845,NA,NA,0.223385
"Bunium rectangulum","perennial",NA,NA,NA,NA,NA
"Bunium salsum","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium scabrellum","perennial",1,4.143135,NA,NA,0.223385
"Bunium seravschanicum","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium setaceum","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium simplex","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium stewartianum","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium vaginatum","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium verruculosum","perennial",NA,NA,NA,NA,NA
"Bunium wolffii","no_life_form_on_database",NA,NA,NA,NA,NA
"Bupleurum acutifolium","perennial",5,4.481144,0.617612,0.276204,0.044677
"Bupleurum album","no_life_form_on_database",1,3.610918,NA,NA,0.223385
"Bupleurum angulosum","perennial",12,4.844835,0.276499,0.079818,0.018615
"Bupleurum angustissimum","perennial",8,4.373779,0.182808,0.064632,0.027923
"Bupleurum aureum","perennial",1,4.290459,NA,NA,0.223385
"Bupleurum balansae","perennial",8,4.391946,0.450849,0.159399,0.027923
"Bupleurum barceloi","no_life_form_on_database",NA,NA,NA,NA,NA
"Bupleurum benoistii","no_life_form_on_database",NA,NA,NA,NA,NA
"Bupleurum candollei","perennial",6,4.937374,0.677706,0.276672,0.037231
"Bupleurum canescens","perennial",NA,NA,NA,NA,NA
"Bupleurum chaishoui","perennial",2,4.779618,0.177706,0.125657,0.111692
"Bupleurum chinense","perennial",71,5.01221,0.391219,0.046429,0.003146
"Bupleurum commelynoideum","perennial",6,4.669625,0.393078,0.160473,0.037231
"Bupleurum dumosum","perennial",3,3.543099,0.19387,0.111931,0.074462
"Bupleurum falcatum","perennial",122,4.380099,0.331955,0.030054,0.001831
"Bupleurum fruticescens","no_life_form_on_database",36,4.207331,0.383248,0.063875,0.006205
"Bupleurum fruticosum","perennial",61,4.469413,0.346001,0.044301,0.003662
"Bupleurum gerardii","no_life_form_on_database",3,4.4806,0.53502,0.308894,0.074462
"Bupleurum gibraltaricum","perennial",15,4.241941,0.469658,0.121265,0.014892
"Bupleurum gracilipes","perennial",1,4.875197,NA,NA,0.223385
"Bupleurum hamiltonii","perennial",27,5.303176,0.518262,0.09974,0.008274
"Bupleurum kaoi","perennial",1,5.56452,NA,NA,0.223385
"Bupleurum komarovianum","perennial",9,4.984739,0.234267,0.078089,0.024821
"Bupleurum krylovianum","perennial",NA,NA,NA,NA,NA
"Bupleurum lancifolium","annual",48,4.33637,0.511599,0.073843,0.004654
"Bupleurum lateriflorum","perennial",NA,NA,NA,NA,NA
"Bupleurum latissimum","no_life_form_on_database",1,5.010635,NA,NA,0.223385
"Bupleurum longicaule","perennial",5,4.946529,0.544941,0.243705,0.044677
"Bupleurum longifolium","perennial",33,4.611065,0.341067,0.059372,0.006769
"Bupleurum longiradiatum","no_life_form_on_database",66,5.133875,0.40244,0.049537,0.003385
"Bupleurum malconense","perennial",12,4.520903,0.435786,0.125801,0.018615
"Bupleurum marginatum","perennial",NA,NA,NA,NA,NA
"Bupleurum microcephalum","perennial",20,4.631887,0.332813,0.074419,0.011169
"Bupleurum montanum","perennial",8,4.42799,0.555214,0.196298,0.027923
"Bupleurum mundtii","no_life_form_on_database",15,4.638321,0.525483,0.135679,0.014892
"Bupleurum odontites","annual",18,4.402226,0.480716,0.113306,0.01241
"Bupleurum oligactis","no_life_form_on_database",NA,NA,NA,NA,NA
"Bupleurum petiolulatum","perennial",24,4.838762,0.42356,0.086459,0.009308
"Bupleurum plantagineum","perennial",NA,NA,NA,NA,NA
"Bupleurum polyclonum","perennial",NA,NA,NA,NA,NA
"Bupleurum praealtum","annual",60,4.5228,0.312754,0.040376,0.003723
"Bupleurum ranunculoides","perennial",40,4.768078,0.372522,0.058901,0.005585
"Bupleurum rigidum","perennial",NA,NA,NA,NA,NA
