"species","life_form","n_bio_12","mean_bio_12","sd_bio_12","se_bio_12","within_sp_var_bio_12"
"Acnistus arborescens","perennial",132,7.146109,0.67166,0.05846,0.001769
"Anisodus acutangulus","perennial",NA,NA,NA,NA,NA
"Anisodus carniolicoides","perennial",NA,NA,NA,NA,NA
"Anisodus luridus","perennial",17,6.026277,0.722112,0.175138,0.013736
"Anisodus tanguticus","perennial",37,5.95112,0.44073,0.072456,0.006311
"Anthocercis angustifolia","perennial",4,6.278398,0.448202,0.224101,0.058377
"Anthocercis gracilis","perennial",1,6.717805,NA,NA,0.23351
"Anthocercis ilicifolia","perennial",NA,NA,NA,NA,NA
"Anthocercis intricata","perennial",4,5.803723,0.353752,0.176876,0.058377
"Anthocercis littorea","perennial",27,6.228032,0.509638,0.09808,0.008649
"Anthocercis myosotidea","perennial",NA,NA,NA,NA,NA
"Anthocercis racemosa","perennial",NA,NA,NA,NA,NA
"Anthocercis sylvicola","perennial",1,7.024649,NA,NA,0.23351
"Anthocercis viscosa","perennial",NA,NA,NA,NA,NA
"Anthotroche blackii","perennial",NA,NA,NA,NA,NA
"Anthotroche myoporoides","perennial",3,5.630791,0.151708,0.087589,0.077837
"Anthotroche pannosa","perennial",44,5.577938,0.257256,0.038783,0.005307
"Anthotroche walcottii","perennial",7,5.659088,0.204717,0.077376,0.033359
"Athenaea pogogena","perennial",15,7.200279,0.406575,0.104977,0.015567
"Atropa belladonna","perennial",146,6.667569,0.329181,0.027243,0.001599
"Atropa komarovii","perennial",NA,NA,NA,NA,NA
"Atropanthe sinensis","perennial",5,6.817905,0.141962,0.063487,0.046702
"Aureliana fasciculata","perennial",80,7.334633,0.284128,0.031766,0.002919
"Benthamiella patagonica","perennial",26,5.296194,0.432833,0.084886,0.008981
"Benthamiella skottsbergii","perennial",3,5.172631,0.342571,0.197783,0.077837
"Bouchetia anomala","perennial",9,6.350874,0.626441,0.208814,0.025946
"Bouchetia erecta","perennial",6,6.446541,0.424939,0.173481,0.038918
"Brachistus stramonifolius","perennial",33,7.286105,0.486627,0.084711,0.007076
"Browallia eludens","annual",4,6.456116,0.399088,0.199544,0.058377
"Browallia speciosa","annual",25,7.724237,0.417606,0.083521,0.00934
"Brugmansia arborea","perennial",10,6.281428,1.473665,0.466014,0.023351
"Brugmansia aurea","perennial",24,7.403785,0.39515,0.08066,0.00973
"Brugmansia sanguinea","perennial",24,6.983745,0.865912,0.176754,0.00973
"Brunfelsia americana","perennial",NA,NA,NA,NA,NA
"Brunfelsia uniflora","perennial",107,7.140107,0.386669,0.037381,0.002182
"Calibrachoa parviflora","perennial",118,6.233928,0.715197,0.065839,0.001979
"Calibrachoa pygmaea","annual",7,7.2445,0.224231,0.084751,0.033359
"Calibrachoa sellowiana","perennial",11,7.533544,0.156244,0.047109,0.021228
"Capsicum annuum","annual",112,6.802199,0.553915,0.05234,0.002085
"Capsicum baccatum","perennial",71,7.144993,0.430105,0.051044,0.003289
"Capsicum campylopodium","annual",7,7.219074,0.186335,0.070428,0.033359
"Capsicum cardenasii","no_life_form_on_database",1,6.98749,NA,NA,0.23351
"Capsicum ceratocalyx","no_life_form_on_database",1,7.312553,NA,NA,0.23351
"Capsicum chacoense","perennial",76,6.729052,0.444763,0.051018,0.003072
"Capsicum chinense","perennial",28,7.535892,0.307471,0.058107,0.00834
"Capsicum ciliatum","no_life_form_on_database",34,6.809231,0.389428,0.066786,0.006868
"Capsicum coccineum","perennial",17,7.689286,0.412296,0.099996,0.013736
"Capsicum eximium","perennial",11,6.546757,0.441621,0.133154,0.021228
"Capsicum flexuosum","perennial",49,7.436242,0.180805,0.025829,0.004766
"Capsicum frutescens","perennial",18,7.262275,0.275885,0.065027,0.012973
"Capsicum galapagoense","perennial",NA,NA,NA,NA,NA
"Capsicum geminifolium","perennial",18,7.378157,0.582807,0.137369,0.012973
"Capsicum hunzikerianum","no_life_form_on_database",2,7.487611,0.052255,0.03695,0.116755
"Capsicum lanceolatum","perennial",14,7.671526,0.357575,0.095566,0.016679
"Capsicum lycianthoides","no_life_form_on_database",18,7.438749,0.509492,0.120088,0.012973
"Capsicum minutiflorum","no_life_form_on_database",3,6.904022,0.476983,0.275386,0.077837
"Capsicum pereirae","no_life_form_on_database",7,7.429219,0.180013,0.068039,0.033359
"Capsicum pubescens","perennial",17,6.652839,0.368421,0.089355,0.013736
"Capsicum recurvatum","perennial",15,7.508933,0.19543,0.05046,0.015567
"Capsicum rhomboideum","perennial",75,7.000345,0.484062,0.055895,0.003113
"Capsicum schottianum","no_life_form_on_database",14,7.402188,0.213008,0.056929,0.016679
"Capsicum tovarii","no_life_form_on_database",NA,NA,NA,NA,NA
"Capsicum villosum","no_life_form_on_database",9,7.429641,0.197504,0.065835,0.025946
"Cestrum acutifolium","perennial",NA,NA,NA,NA,NA
"Cestrum aurantiacum","perennial",41,7.33147,0.416537,0.065052,0.005695
"Cestrum chiriquianum","perennial",1,7.830028,NA,NA,0.23351
"Cestrum dasyanthum","perennial",3,7.631568,0.601907,0.347511,0.077837
"Cestrum diurnum","perennial",36,7.112366,0.370099,0.061683,0.006486
"Cestrum elegans","perennial",12,7.279149,0.405046,0.116927,0.019459
"Cestrum endlicheri","perennial",4,7.149481,1.03761,0.518805,0.058377
"Cestrum fasciculatum","perennial",20,7.177522,0.563275,0.125952,0.011675
"Cestrum fragile","perennial",7,7.824533,0.352125,0.133091,0.033359
"Cestrum fulvescens","perennial",11,6.812656,0.443075,0.133592,0.021228
"Cestrum glanduliferum","perennial",41,7.52076,0.419334,0.065489,0.005695
"Cestrum guatemalense","perennial",10,7.504198,0.427487,0.135183,0.023351
"Cestrum inclusum","perennial",4,7.253427,0.273581,0.136791,0.058377
"Cestrum irazuense","perennial",3,7.926645,0.2519,0.145435,0.077837
"Cestrum laxum","perennial",25,7.016209,0.640368,0.128074,0.00934
"Cestrum luteovirescens","perennial",11,7.493472,0.431591,0.13013,0.021228
"Cestrum macrophyllum","perennial",8,7.486458,0.403301,0.142588,0.029189
"Cestrum megalophyllum","perennial",66,7.781357,0.48809,0.06008,0.003538
"Cestrum milciomejiae","perennial",NA,NA,NA,NA,NA
"Cestrum miradorense","perennial",3,7.376185,0.632929,0.365422,0.077837
"Cestrum mortonianum","perennial",NA,NA,NA,NA,NA
"Cestrum nocturnum","perennial",123,7.347511,0.500599,0.045137,0.001898
"Cestrum oblongifolium","perennial",27,6.918897,0.570112,0.109718,0.008649
"Cestrum pacayense","perennial",7,7.746513,0.25846,0.097689,0.033359
"Cestrum pittieri","perennial",NA,NA,NA,NA,NA
"Cestrum poasanum","perennial",3,8.047376,0.151695,0.087581,0.077837
"Cestrum regelii","perennial",5,7.579197,0.510891,0.228477,0.046702
"Cestrum rigidum","perennial",23,7.121186,0.377987,0.078816,0.010153
"Cestrum roseum","perennial",19,6.795054,0.52157,0.119656,0.01229
"Cestrum sphaerocarpum","perennial",3,7.348167,0.203543,0.117516,0.077837
"Cestrum strigillatum","perennial",201,7.271288,0.404544,0.028534,0.001162
"Cestrum thyrsoideum","perennial",25,6.86353,0.429346,0.085869,0.00934
"Cestrum tomentosum","perennial",3,6.708001,0.215894,0.124646,0.077837
