"species","life_form","n_bio_12","mean_bio_12","sd_bio_12","se_bio_12","within_sp_var_bio_12"
"Agalinis purpurea","annual",143,7.014876,0.241213,0.020171,0.001633
"Aphyllon arizonicum","annual",NA,NA,NA,NA,NA
"Aphyllon chilensis","no_life_form_on_database",NA,NA,NA,NA,NA
"Aphyllon corymbosum","annual",12,5.960505,0.403802,0.116568,0.019459
"Aphyllon dugesii","annual",NA,NA,NA,NA,NA
"Aphyllon fasciculatum","perennial",84,5.999829,0.525287,0.057314,0.00278
"Aphyllon ludovicianum","annual",NA,NA,NA,NA,NA
"Aphyllon multiflorum","annual",NA,NA,NA,NA,NA
"Aphyllon pinorum","annual",NA,NA,NA,NA,NA
"Aphyllon purpureum","annual",29,6.399368,0.483002,0.089691,0.008052
"Aphyllon riparium","annual",NA,NA,NA,NA,NA
"Aphyllon robbinsii","annual",NA,NA,NA,NA,NA
"Aphyllon tacnaense","annual",NA,NA,NA,NA,NA
"Aphyllon tarapacanum","annual",NA,NA,NA,NA,NA
"Aphyllon tuberosum","perennial",19,6.114003,0.431987,0.099105,0.01229
"Aphyllon uniflorum","annual",32,6.664353,0.508481,0.089888,0.007297
"Aphyllon vallicolum","annual",6,6.368775,0.257297,0.105041,0.038918
"Bellardia trixago","annual",122,6.436355,0.388495,0.035173,0.001914
"Boschniakia himalaica","annual",NA,NA,NA,NA,NA
"Boschniakia rossica","perennial",174,6.110532,0.633159,0.048,0.001342
"Castilleja exserta","annual",47,5.860714,0.570455,0.083209,0.004968
"Castilleja miniata","perennial",300,6.374206,0.647634,0.037391,0.000778
"Castilleja rubicundula","annual",NA,NA,NA,NA,NA
"Castilleja sulphurea","no_life_form_on_database",60,6.136061,0.326336,0.04213,0.003892
"Cistanche deserticola","perennial",6,5.060222,0.555363,0.226726,0.038918
"Cistanche salsa","perennial",7,4.848575,0.453959,0.17158,0.033359
"Cistanche tubulosa","perennial",10,5.455639,1.119569,0.354039,0.023351
"Cistanche violacea","perennial",NA,NA,NA,NA,NA
"Conopholis alpina","perennial",67,6.518933,0.557273,0.068082,0.003485
"Conopholis americana","perennial",NA,NA,NA,NA,NA
"Cordylanthus ramosus","annual",14,5.78704,0.305102,0.081542,0.016679
"Diphelypaea coccinea","perennial",NA,NA,NA,NA,NA
"Diphelypaea tournefortii","perennial",NA,NA,NA,NA,NA
"Epifagus virginiana","annual",177,7.003339,0.210151,0.015796,0.001319
"Euphrasia pectinata","annual",201,6.112031,0.6515,0.045953,0.001162
"Harveya capensis","annual",7,6.467965,0.537244,0.203059,0.033359
"Hyobanche atropurpurea","annual",4,5.652504,0.346538,0.173269,0.058377
"Hyobanche sanguinea","annual",21,5.729984,0.786215,0.171566,0.01112
"Kopsiopsis hookeri","perennial",NA,NA,NA,NA,NA
"Kopsiopsis strobilacea","perennial",16,6.633807,0.485582,0.121396,0.014594
"Lamourouxia rhinanthifolia","perennial",45,6.79953,0.464912,0.069305,0.005189
"Lathraea squamaria","perennial",187,6.582637,0.30278,0.022141,0.001249
"Lindenbergia indica","annual",2,6.841307,0.621391,0.43939,0.116755
"Lindenbergia muraria","annual",15,6.738955,0.831338,0.214651,0.015567
"Lindenbergia philippensis","perennial",42,7.109954,0.364562,0.056253,0.00556
"Mannagettaea hummelii","perennial",7,5.738413,0.636431,0.240548,0.033359
"Melampyrum arvense","annual",201,6.425781,0.295259,0.020826,0.001162
"Melampyrum carstiense","annual",1,7.144407,NA,NA,0.23351
"Monochasma sheareri","annual",8,7.270169,0.128004,0.045256,0.029189
"Nesogenes africanus","annual",NA,NA,NA,NA,NA
"Orobanche alba","perennial",NA,NA,NA,NA,NA
"Orobanche amethystea","perennial",80,6.432489,0.357645,0.039986,0.002919
"Orobanche anatolica","perennial",NA,NA,NA,NA,NA
"Orobanche artemisiae-campestris","perennial",30,6.425678,0.405724,0.074075,0.007784
"Orobanche austrohispanica","perennial",NA,NA,NA,NA,NA
"Orobanche ballotae","perennial",11,6.155214,0.378974,0.114265,0.021228
"Orobanche bartlingii","perennial",6,6.555712,0.110334,0.045044,0.038918
"Orobanche caryophyllacea","perennial",93,6.645088,0.386152,0.040042,0.002511
"Orobanche coerulescens","perennial",30,6.80392,0.75741,0.138284,0.007784
"Orobanche colorata","annual",NA,NA,NA,NA,NA
"Orobanche crenata","annual",76,6.334859,0.611884,0.070188,0.003033
"Orobanche crinita","no_life_form_on_database",NA,NA,NA,NA,NA
"Orobanche densiflora","perennial",3,6.475257,0.136625,0.07888,0.077837
"Orobanche elatior","perennial",55,6.435703,0.332101,0.04478,0.004246
"Orobanche flava","perennial",9,6.928323,0.23338,0.077793,0.025946
"Orobanche foetida","perennial",27,6.425868,0.320916,0.06176,0.008649
"Orobanche gracilis","perennial",126,6.577581,0.36353,0.032386,0.001853
"Orobanche gratiosa","perennial",NA,NA,NA,NA,NA
"Orobanche grenieri","perennial",NA,NA,NA,NA,NA
"Orobanche grossheimii","perennial",NA,NA,NA,NA,NA
"Orobanche haenseleri","perennial",8,6.493021,0.429266,0.151768,0.029189
"Orobanche hederae","perennial",87,6.571126,0.359541,0.038547,0.002684
"Orobanche krylowii","perennial",NA,NA,NA,NA,NA
"Orobanche lucorum","perennial",4,6.766731,0.430829,0.215415,0.058377
"Orobanche lutea","perennial",67,6.644754,0.313337,0.03828,0.003485
"Orobanche lycoctoni","perennial",NA,NA,NA,NA,NA
"Orobanche macrolepis","no_life_form_on_database",NA,NA,NA,NA,NA
"Orobanche minor","perennial",183,6.648339,0.434125,0.032091,0.001276
"Orobanche owerinii","perennial",1,6.670766,NA,NA,0.23351
"Orobanche ozanonis","no_life_form_on_database",NA,NA,NA,NA,NA
"Orobanche pancicii","perennial",NA,NA,NA,NA,NA
"Orobanche picridis","perennial",21,6.576989,0.290753,0.063448,0.01112
"Orobanche pubescens","perennial",27,6.456969,0.325063,0.062558,0.008649
"Orobanche pycnostachya","perennial",25,6.151725,0.24135,0.04827,0.00934
"Orobanche raddeana","no_life_form_on_database",1,6.793466,NA,NA,0.23351
"Orobanche rapum-genistae","perennial",72,6.683223,0.302098,0.035603,0.003243
"Orobanche reticulata","perennial",46,6.625995,0.349994,0.051604,0.005076
"Orobanche ritro","no_life_form_on_database",1,6.234411,NA,NA,0.23351
"Orobanche salviae","perennial",NA,NA,NA,NA,NA
"Orobanche santolinae","perennial",13,6.388832,0.34116,0.094621,0.017962
"Orobanche sintenisii","perennial",1,6.421622,NA,NA,0.23351
"Orobanche teucrii","perennial",38,6.765535,0.297915,0.048328,0.006145
"Orobanche transcaucasica","perennial",2,6.650795,0.022856,0.016162,0.116755
"Orthocarpus bracteosus","annual",15,6.402262,0.718449,0.185503,0.015567
"Orthocarpus tenuifolius","annual",NA,NA,NA,NA,NA
