"species","life_form","n","mean","sd","se"
"Agathisanthemum bojeri","perennial",36,1789.97222222222,249.373327260969,41.5622212101615
"Agathisanthemum chlorophyllum","perennial",2,1566.5,19.0918830920368,13.5
"Agathisanthemum globosum","perennial",20,1606.4,186.370993903078,41.6738211401481
"Agathisanthemum quadricostatum","no_life_form_on_database",7,1696.14285714286,261.004105058029,98.6502790215031
"Amphiasma luzuloides","perennial",4,1537.75,155.109370015698,77.5546850078489
"Amphiasma merenskyanum","perennial",6,2376.5,144.378322472593,58.9422033294763
"Amphistemon humbertii","perennial",1,2161,NA,NA
"Amphistemon rakotonasolianus","perennial",2,2153.5,7.77817459305202,5.5
"Arcytophyllum aristatum","perennial",5,1022,106.969621855927,47.83826919946
"Arcytophyllum capitatum","no_life_form_on_database",NA,NA,NA,NA
"Arcytophyllum ciliolatum","perennial",NA,NA,NA,NA
"Arcytophyllum ericoides","perennial",NA,NA,NA,NA
"Arcytophyllum filiforme","perennial",21,1159.95238095238,132.00813466998,28.8065366416718
"Arcytophyllum lavarum","perennial",NA,NA,NA,NA
"Arcytophyllum macbridei","perennial",NA,NA,NA,NA
"Arcytophyllum muticum","perennial",23,1153.4347826087,215.318543323176,44.8970198966548
"Arcytophyllum nitidum","perennial",22,1194.36363636364,140.042355992255,29.8571306176762
"Arcytophyllum rivetii","perennial",12,1249.08333333333,121.405749701594,35.0468211356918
"Arcytophyllum setosum","perennial",24,1183.95833333333,169.361583644263,34.5707884965115
"Arcytophyllum thymifolium","perennial",29,1220.79310344828,186.929776598888,34.7119880808914
"Arcytophyllum vernicosum","perennial",5,1113,116.518238915631,52.1085405667823
"Astiella delicatula","annual",5,2114.2,43.3324358881427,19.3788544553077
"Astiella desseinii","no_life_form_on_database",NA,NA,NA,NA
"Astiella latifolia","annual",7,1913.28571428571,278.963984703948,105.438475467182
"Astiella perrieri","annual",3,1449.33333333333,38.2796725865482,22.1007792723344
"Astiella tsaratanensis","no_life_form_on_database",6,1649,370.053509644213,151.073712692403
"Batopedina pulvinellata","perennial",3,1715.33333333333,125.766980298222,72.6115999303448
"Bouvardia glaberrima","perennial",21,2096.04761904762,198.994089407318,43.4240703598973
"Carphalea madagascariensis","perennial",6,2138,120.936346893728,49.372056874309
"Conostomium natalense","perennial",20,1632.1,154.305541054105,34.5037679101863
"Conostomium quadrangulare","annual",9,1928.55555555556,360.945325191749,120.31510839725
"Conostomium zoutpansbergense","perennial",1,1923,NA,NA
"Cordylostigma microcala","annual",NA,NA,NA,NA
"Cordylostigma virgatum","annual",45,1872.51111111111,287.974637631844,42.9287243693782
"Crusea calocephala","perennial",59,1746.71186440678,140.991324121375,18.3555069451061
"Crusea megalocarpa","annual",19,1895.10526315789,174.78841009659,40.0992113743778
"Dentella repens","perennial",86,2125.24418604651,331.455220506624,35.7417356199864
"Diodella teres","annual",159,1619.66666666667,224.807277987807,17.828376828921
"Diodia aulacosperma","annual",NA,NA,NA,NA
"Diodia spicata","perennial",5,1480.8,115.646876308874,51.7188553624304
"Emmeorhiza umbellata","perennial",162,1432.47530864198,177.592219089013,13.952962489312
"Ernodea littoralis","perennial",41,1862.07317073171,81.2528123340671,12.6895573662402
"Exallage auricularia","perennial",NA,NA,NA,NA
"Exallage chrysotricha","annual",1,1332,NA,NA
"Exallage pachycarpa","annual",NA,NA,NA,NA
"Galianthe brasiliensis","perennial",83,1369.69879518072,158.274979528895,17.3729360028726
"Galianthe eupatorioides","perennial",39,1648.76923076923,153.410433587821,24.5653295048557
"Hedyotis acutangula","perennial",12,1293,110.603304241288,31.9284237384848
"Hedyotis albonerva","perennial",NA,NA,NA,NA
"Hedyotis angustifolia","annual",NA,NA,NA,NA
"Hedyotis articularis","perennial",NA,NA,NA,NA
"Hedyotis cantoniensis","perennial",NA,NA,NA,NA
"Hedyotis capitellata","perennial",25,1524.8,115.009057614317,23.0018115228634
"Hedyotis cathayana","perennial",1,1654,NA,NA
"Hedyotis caudatifolia","perennial",17,1302.41176470588,106.865019313811,25.9185742537949
"Hedyotis cheniana","perennial",NA,NA,NA,NA
"Hedyotis communis","perennial",1,1664,NA,NA
"Hedyotis coprosmoides","perennial",NA,NA,NA,NA
"Hedyotis coronaria","no_life_form_on_database",12,1660.5,76.9728405466382,22.2201451049458
"Hedyotis corymbiformis","perennial",NA,NA,NA,NA
"Hedyotis costata","no_life_form_on_database",NA,NA,NA,NA
"Hedyotis cyanantha","annual",NA,NA,NA,NA
"Hedyotis dendroides","perennial",NA,NA,NA,NA
"Hedyotis dianxiensis","no_life_form_on_database",NA,NA,NA,NA
"Hedyotis effusa","perennial",8,1403.375,59.5769310579667,21.0636259766858
"Hedyotis fissistipula","no_life_form_on_database",NA,NA,NA,NA
"Hedyotis flavescens","perennial",NA,NA,NA,NA
"Hedyotis fruticosa","perennial",NA,NA,NA,NA
"Hedyotis fruticulosa","perennial",NA,NA,NA,NA
"Hedyotis fulva","no_life_form_on_database",NA,NA,NA,NA
"Hedyotis gardneri","perennial",NA,NA,NA,NA
"Hedyotis hedyotidea","perennial",57,1325.42105263158,143.407629226275,18.9948045160188
"Hedyotis koana","no_life_form_on_database",NA,NA,NA,NA
"Hedyotis korrorensis","perennial",NA,NA,NA,NA
"Hedyotis kurzii","annual",NA,NA,NA,NA
"Hedyotis lawsoniae","perennial",NA,NA,NA,NA
"Hedyotis lessertiana var. lessertiana","perennial",NA,NA,NA,NA
"Hedyotis lessertiana var. marginata","perennial",NA,NA,NA,NA
"Hedyotis lindleyana","no_life_form_on_database",27,1277.55555555556,254.998240315698,49.0744342297164
"Hedyotis macrosepala","no_life_form_on_database",NA,NA,NA,NA
"Hedyotis macrostegia","no_life_form_on_database",1,1409,NA,NA
"Hedyotis marginata","perennial",NA,NA,NA,NA
"Hedyotis megalantha","perennial",NA,NA,NA,NA
"Hedyotis minutopuberula","perennial",1,1654,NA,NA
