"species","life_form","n_bio_5","mean_bio_5","sd_bio_5","se_bio_5","within_sp_var_bio_5"
"Heliophila acuminata","annual",5,5.713013,0.008079,0.003613,3.2e-05
"Heliophila africana","annual",5,5.705837,0.010367,0.004636,3.2e-05
"Heliophila amplexicaulis","annual",9,5.709617,0.006558,0.002186,1.8e-05
"Heliophila arenaria","annual",6,5.707425,0.006462,0.002638,2.7e-05
"Heliophila arenosa","annual",4,5.704321,0.010877,0.005438,4e-05
"Heliophila bulbostyla","annual",4,5.708845,0.004505,0.002253,4e-05
"Heliophila carnosa","perennial",27,5.701406,0.0122,0.002348,6e-06
"Heliophila cedarbergensis","perennial",NA,NA,NA,NA,NA
"Heliophila collina","annual",4,5.711746,0.003559,0.00178,4e-05
"Heliophila cornellsbergia","annual",NA,NA,NA,NA,NA
"Heliophila cornuta","perennial",15,5.707233,0.006812,0.001759,1.1e-05
"Heliophila coronopifolia","annual",5,5.699636,0.016257,0.00727,3.2e-05
"Heliophila crithmifolia","annual",13,5.71324,0.007129,0.001977,1.2e-05
"Heliophila descurva","no_life_form_on_database",4,5.701219,0.012658,0.006329,4e-05
"Heliophila deserticola","annual",16,5.718353,0.008158,0.00204,1e-05
"Heliophila digitata","annual",5,5.707108,0.009417,0.004211,3.2e-05
"Heliophila dregeana","perennial",3,5.698042,0.002473,0.001428,5.4e-05
"Heliophila elata","perennial",3,5.70991,0.00778,0.004492,5.4e-05
"Heliophila elongata","perennial",13,5.701321,0.004492,0.001246,1.2e-05
"Heliophila ephemera","annual",1,5.689515,NA,NA,0.000162
"Heliophila esterhuyseniae","perennial",NA,NA,NA,NA,NA
"Heliophila eximia","annual",1,5.715876,NA,NA,0.000162
"Heliophila gariepina","annual",2,5.714557,0.000933,0.00066,8.1e-05
"Heliophila glauca","perennial",4,5.703607,0.004899,0.00245,4e-05
"Heliophila hurkana","perennial",2,5.710717,0.012874,0.009103,8.1e-05
"Heliophila juncea","perennial",NA,NA,NA,NA,NA
"Heliophila lactea","annual",7,5.71092,0.003062,0.001157,2.3e-05
"Heliophila latisiliqua","no_life_form_on_database",NA,NA,NA,NA,NA
"Heliophila linearis var. linearis","no_life_form_on_database",NA,NA,NA,NA,NA
"Heliophila linoides","annual",3,5.69219,0.008853,0.005111,5.4e-05
"Heliophila macowaniana","annual",5,5.708777,0.00806,0.003605,3.2e-05
"Heliophila macra","no_life_form_on_database",3,5.692322,0.004388,0.002533,5.4e-05
"Heliophila macrosperma","perennial",NA,NA,NA,NA,NA
"Heliophila maraisiana","perennial",5,5.70647,0.004746,0.002122,3.2e-05
"Heliophila minima","annual",NA,NA,NA,NA,NA
"Heliophila monosperma","perennial",1,5.716863,NA,NA,0.000162
"Heliophila namaquana","annual",6,5.706829,0.012018,0.004906,2.7e-05
"Heliophila nubigena","perennial",2,5.699936,0.004732,0.003346,8.1e-05
"Heliophila pectinata","annual",7,5.707444,0.012746,0.004818,2.3e-05
"Heliophila pinnata","annual",5,5.712297,0.006345,0.002838,3.2e-05
"Heliophila polygaloides","perennial",1,5.702615,NA,NA,0.000162
"Heliophila pubescens","annual",4,5.709336,0.006114,0.003057,4e-05
"Heliophila pusilla","annual",8,5.70611,0.010139,0.003585,2e-05
"Heliophila refracta","annual",5,5.70339,0.00794,0.003551,3.2e-05
"Heliophila rigidiuscula","perennial",22,5.69664,0.009361,0.001996,7e-06
"Heliophila scoparia var. aspera","no_life_form_on_database",NA,NA,NA,NA,NA
"Heliophila seselifolia","annual",19,5.714866,0.010836,0.002486,9e-06
"Heliophila suavissima","perennial",21,5.703677,0.010267,0.00224,8e-06
"Heliophila suborbicularis","annual",5,5.707768,0.009907,0.004431,3.2e-05
"Heliophila subulata","annual",18,5.703699,0.004486,0.001057,9e-06
"Heliophila tricuspidata","perennial",1,5.68375,NA,NA,0.000162
"Heliophila trifurca","annual",19,5.721326,0.007884,0.001809,9e-06
"Heliophila tulbaghensis","perennial",NA,NA,NA,NA,NA
"Heliophila variabilis","annual",11,5.712104,0.006955,0.002097,1.5e-05
