"species","life_form"
"Sarcopera rosulata A.C.de Roon & Bedell","perennial"
"Marcgraviastrum subsessile (Benth.) Bedell Bedell (Benth.)","perennial"
"Souroubea exauriculata Delponte","perennial"
"Schwartzia costaricensis (Gilg) Bedell Bedell (Gilg)","perennial"
"Ruyschia phylladenia Sandwith","no_life_form_on_database"
"Marcgraviastrum mixtum (Triana & Planch.) Bedell Bedell (Triana & Planch.)","perennial"
"Souroubea loczyi (V.A.Richt.) de Roon de Roon (V.A.Richt.)","perennial"
"Marcgravia polyantha Delponte","perennial"
"Marcgravia umbellata L.","no_life_form_on_database"
"Norantea guianensis Aubl.","perennial"
"Souroubea sympetala Gilg","perennial"
"Sarcopera sessiliflora (Triana & Planch.) Bedell Bedell (Triana & Planch.)","perennial"
"Marcgravia nepenthoides Seem.","perennial"
"Marcgravia brownei (Triana & Planch.) Krug & Urb. Krug & Urb. (Triana & Planch.)","perennial"
"Marcgravia rectiflora Triana & Planch.","perennial"
"Marcgravia nervosa Triana & Planch.","perennial"
"Pelliciera rhizophorae Planch. & Triana","perennial"
"Pentamerista neotropica Maguire","perennial"
"Hydrocera triflora (L.) Wight & Arn. Wight & Arn. (L.)","perennial"
"Impatiens falcifer Hook.fil.","no_life_form_on_database"
"Impatiens serrata Benth.","annual"
"Impatiens glandulifera Royle","annual"
"Impatiens sulcata Wall.","annual"
"Impatiens amplexicaulis Edgew.","annual"
"Impatiens chungtienensis Y.L.Chen","annual"
"Impatiens amphorata Edgew.","no_life_form_on_database"
"Impatiens brachycentra Kar. & Kir.","annual"
"Impatiens parviflora DC.","annual"
"Impatiens balfourii Hook.fil.","annual"
"Impatiens cymbifera Hook.fil.","annual"
"Impatiens desmantha Hook.fil.","annual"
"Impatiens eubotrya Miq.","no_life_form_on_database"
"Impatiens siculifer Hook.fil.","no_life_form_on_database"
"Impatiens longiloba Craib","no_life_form_on_database"
"Impatiens racemosa DC.","annual"
"Impatiens occultans Hook.fil.","annual"
"Impatiens pradhanii Hara","annual"
"Impatiens radiata Hook.fil.","annual"
"Impatiens wallichii Hook.fil.","perennial"
"Impatiens urticifolia Wall.","annual"
"Impatiens rectangula Hand.-Mazz.","annual"
"Impatiens cyathiflora Hook.fil.","annual"
"Impatiens drepanophora Hook.fil.","annual"
"Impatiens chimiliensis Comber","perennial"
"Impatiens devolii T.C.Huang","annual"
"Impatiens purpurea Hand.-Mazz.","annual"
"Impatiens scutisepala Hook.fil.","annual"
"Impatiens holocentra Hand.-Mazz.","perennial"
"Impatiens taronensis Hand.-Mazz.","no_life_form_on_database"
"Impatiens microcentra Hand.-Mazz.","perennial"
"Impatiens cyanantha Hook.fil.","annual"
"Impatiens fenghwaiana Y.L.Chen","annual"
"Impatiens aquatilis Hook.fil.","annual"
"Impatiens uliginosa Franch.","annual"
"Impatiens bicornuta Wall.","annual"
"Impatiens auriculata Wight","perennial"
"Impatiens gongshanensis Y.L.Chen","annual"
"Impatiens soulieana Hook.fil.","annual"
"Impatiens platychlaena Hook.fil.","annual"
"Impatiens apsotis Hook.fil.","annual"
"Impatiens lecomtei Hook.fil.","annual"
"Impatiens pritzelii Hook.fil.","perennial"
"Impatiens fissicornis Maxim.","annual"
"Impatiens tayemonii Hayata","no_life_form_on_database"
"Impatiens corchorifolia Franch.","annual"
"Impatiens shimianensis G.C.Zhang & Li Bing Zhang","no_life_form_on_database"
"Impatiens delavayi Franch.","annual"
"Impatiens poculifer Hook.fil.","annual"
"Impatiens subecalcarata (Hand.-Mazz.) Y.L.Chen Y.L.Chen (Hand.-Mazz.)","annual"
"Impatiens nubigena W.W.Sm.","annual"
"Impatiens barbata Comber","annual"
"Impatiens davidii Franch.","annual"
"Impatiens capensis Meerb.","annual"
"Impatiens pallida Nutt.","annual"
"Impatiens noli-tangere L.","annual"
"Impatiens faberi Hook.fil.","annual"
"Impatiens imbecilla Hook.fil.","annual"
"Impatiens uniflora Hayata","annual"
"Impatiens oxyanthera Hook.fil.","annual"
"Impatiens forrestii Hook.fil. ex W.W.Sm.","perennial"
"Impatiens textorii Miq.","annual"
"Impatiens clavigera Hook.fil.","annual"
"Impatiens omeiana Hook.fil.","perennial"
"Impatiens qingchengshanica Y.M.Yuan, Y.Song & X.J.Ge","no_life_form_on_database"
"Impatiens reticulata Wall.","no_life_form_on_database"
"Impatiens angustisepala Tardieu","no_life_form_on_database"
"Impatiens diversifolia Wall. ex Wight & Arn.","annual"
"Impatiens brevicornis (E.Barnes) Bhaskar Bhaskar (E.Barnes)","annual"
"Impatiens herbicola Hook.fil.","annual"
"Impatiens ligulata Bedd.","annual"
"Impatiens debilis Turcz.","annual"
"Impatiens chinensis L.","annual"
"Impatiens minor (DC.) S.M.Almeida S.M.Almeida (DC.)","annual"
"Impatiens pseudochinensis Shimizu","no_life_form_on_database"
"Impatiens platypetala Lindl.","perennial"
"Impatiens gardneriana Wight","annual"
"Impatiens lucida B.Heyne, 1831","no_life_form_on_database"
"Impatiens beccarii Hook.fil. ex Dunn","no_life_form_on_database"
"Impatiens hawkeri W.Bull","perennial"
"Impatiens usambarensis Grey-Wilson","perennial"
"Impatiens balsamina L.","annual"
"Impatiens walleriana Hook.fil.","perennial"
"Impatiens bequaertii De Wild.","perennial"
"Impatiens stuhlmannii Warb.","perennial"
"Impatiens burtonii Hook.fil.","perennial"
"Impatiens hoehnelii T.C.E.Fr.","perennial"
"Impatiens dasysperma Wight","annual"
"Impatiens flaccida Arn.","perennial"
"Impatiens floribunda Wight","perennial"
"Impatiens pseudoviola Gilg","perennial"
"Impatiens scabriuscula B.Heyne ex Roxb.","annual"
"Impatiens mysorensis Roth","annual"
"Impatiens latifolia L.","perennial"
"Impatiens cuspidata Wight & Arn.","perennial"
"Impatiens leschenaultii (DC.) Wall. Wall. (DC.)","perennial"
"Impatiens tuberosa H.Perrier","perennial"
"Impatiens auricoma Baill.","perennial"
"Impatiens kilimanjari Oliv.","perennial"
"Impatiens notoptera Hook.fil.","no_life_form_on_database"
"Impatiens attopeuensis Hook.fil.","no_life_form_on_database"
"Impatiens phuluangensis Shimizu","no_life_form_on_database"
"Impatiens noei Craib","no_life_form_on_database"
"Impatiens patula Craib","no_life_form_on_database"
"Impatiens muscicola Craib","no_life_form_on_database"
"Impatiens chiangdaoensis Shimizu","no_life_form_on_database"
"Impatiens violiflora Hook.fil.","annual"
"Impatiens santisukii T.Shimizu","no_life_form_on_database"
"Impatiens rubricolor Tardieu","no_life_form_on_database"
"Impatiens aureliana Hook.fil.","no_life_form_on_database"
"Impatiens niamniamensis Gilg","perennial"
"Impatiens congolensis G.M.Schulze & R.Wilczek","no_life_form_on_database"
"Impatiens L._indet_sp1","no_life_form_on_database"
"Impatiens parasitica Bedd.","perennial"
"Impatiens keilii Gilg","perennial"
"Impatiens amoena H.Perrier","no_life_form_on_database"
"Impatiens miniata Grey-Wilson","perennial"
"Impatiens baronii Baker","no_life_form_on_database"
"Impatiens subabortiva H.Perrier","no_life_form_on_database"
"Impatiens andringitrensis H.Perrier","no_life_form_on_database"
"Impatiens andohahelae Eb.Fisch. & Raheliv.","no_life_form_on_database"
"Impatiens furcata H.Perrier","no_life_form_on_database"
"Impatiens inaperta (H.Perrier) H.Perrier H.Perrier (H.Perrier)","no_life_form_on_database"
"Impatiens leptopoda Arn.","annual"
"Impatiens fuchsioides H.Perrier","no_life_form_on_database"
"Impatiens anovensis H.Perrier","no_life_form_on_database"
"Impatiens sambiranensis H.Perrier","no_life_form_on_database"
"Impatiens manaharensis Baill.","no_life_form_on_database"
"Impatiens firmula Baker","perennial"
"Impatiens percrenata H.Perrier","no_life_form_on_database"
"Impatiens vilersii Costantin & Poiss.","no_life_form_on_database"
"Impatiens sodenii Engl. & Warb. ex Engl.","perennial"
"Impatiens meruensis Gilg","perennial"
"Impatiens etindensis Cheek & Eb.Fisch.","perennial"
